en,en_context,puj,latn_norm,han
well,cooked,pû-mîⁿ,pu5-minn5,煲糜
well,known,tshut-miâⁿ,chhut4-miann5,出名
well,known,hién-miâⁿ,hien2-miann5,顯名
well,known,tù-miâⁿ,tu3-miann5,著名
well,bred,hiáu-lí,hiau2-li2,曉理
well,bred,ũ-ke-kà,u6-ke1-ka3,有家教
well,bred,hiáu-kui-kṳ́,hiau2-kui1-kur2,曉規矩
well,bred,ũ-lói-huap,u6-loi2-huap4,有禮法
well,dressed,chhēng-hó-saⁿ,chheng7-ho2-sann1,穿好衫
well,are you well,lṳ́ ũ-phêng-an,lur2 u6-pheng5-an1,汝有平安
well,are you well,mé,me2,猛
well,well done,hó-tsãi,ho2-chai6,好在
well,"well, well, no more of that",pã--liáu,pa6--liau2,罷了
well,quite well (after illness),tshûan-zú,chhuan5-ju2,全愈
well,a,chéⁿ,chenn2,井
well,well-curb,chéⁿ-nûaⁿ,chenn2-nuann5,井暖
well,well-curb,chéⁿ-khuan,chenn2-khuan1,井寬
well,to sink a,khui-chéⁿ,khui1-chenn2,開井
well,to sink a,liú-chéⁿ,liu2-chenn2,柳井
well,to sink a,tshuan-chéⁿ,chhuan1-chenn2,川井
well,to sink a,ku̍t-chéⁿ,kut8-chenn2,掘井
well,well-rope,pua̍h-tháng-soh,puah8-thang2-soh4,跋桶索
well,mouth of well,chéⁿ-tshùi,chenn2-chhui3,井水
well,mouth of well,chéⁿ-mīn,chenn2-min7,井面
well,well-sweep,tiàu-o,tiau3-o1,吊屙
west,,sai,sai1,西
west,east and west,tang-sai,tang1-sai1,東西
west,southwest,sai-lâm,sai1-lam5,西南
wet,,tâm,tam5,㴷
wet,wet with rain,ak-tie̍h-hõu,ak4-tieh8-hou6,沃着雨
wet,wet with rain,ak kàu-lok-lok,ak4 kau3-lok4-lok4,惡到漉漉
wet,damp,chhiẽⁿ-ĩm,chhienn6-im6,像飲
wet,damp,tâm-ĩm,tam5-im6,㴷飲
wet,damp,lùn-lùn,lun3-lun3,嫩嫩
wet,wet-nurse,niⁿ-bó,ninn1-bo2,奶母
whale,,khêng-hṳ̂,kheng5-hur5,鯨魚
wharf,,bé-thâu,be2-thau5,碼頭
what,,tî-kâi,ti5-kai5,底個
what,,sĩ-mih-sṳ̄,si6-mih4-sur7,是乜事
what,,sĩ-mih-mue̍h,si6-mih4-mueh8,是乜物
what,,tsò-nîⁿ,cho3-ninn5,怎呢
what,what man,sĩ-mih-nâng,si6-mih4-nang5,是乜人
what,what man,tî-tiâng,ti5-tiang5,底誰
what,what cause,sĩ-mih uân-kù,si6-mih4 uan5-ku3,是乜完故
what,what cause,in-ũi tsò-nîⁿ,in1-ui6 cho3-ninn5,因謂做年
what,what a fool you are,lṳ́ chièⁿ-ngà,lur2 chienn3-nga3,汝醬𡚻
what,what is it like,tsãi-seⁿ-iēⁿ,chai6-senn1-ienn7,在生樣
what,"what, then, are you going to do",àiⁿ tsò-nîⁿ-mue̍h,ainn3 cho3-ninn5-mueh8,愛做年物
what,what did you say,lṳ́ tsò-nîⁿ,lur2 cho3-ninn5,怎呢
what,what he says,i-só-tàⁿ,i1-so2-tann3,伊所旦
whatever,,put-lũn,put4-lun6,不論
whatever,,tãi-hûam,tai6-huam5,大凡
whatever,,tãi-hũam,tai6-huam6,大凡
whatever,,sûi-piẽn,sui5-pien6,隨便
wheat,,be̍h,beh8,麥
wheel,,lûn,lun5,輪
wheel,,lín,lin2,輪
wheel,,lín-chîⁿ,lin2-chinn5,輪錢
wheel,,khah-chîⁿ,khah4-chinn5,較錢
wheel,,chhia-lûn,chhia1-lun5,車輪
wheel,rim of,chhia-lûn-kîⁿ,chhia1-lun5-kinn5,車輪墘
wheel,spokes of,chhia-lûn-tsam,chhia1-lun5-cham1,車輪針
wheel,wheel-barrow,chhiú-chhia,chhiu2-chhia1,手車
wheel,wheel-barrow,léng-chhia,leng2-chhia1,冷車
wheeze,,he,he1,蝦
wheeze,,he-siaⁿ,he1-siann1,嘿聲
wheeze,,hm̄-hm̄-kiè,hm7-hm7-kie3,哼哼叫
wheeze,,âu-thâu kō-kō-kiè,au5-thau5 ko7-ko7-kie3,喉頭塊塊叫
when,,tiâng-sî,tiang5-si5,當時
when,,tî-sî,ti5-si5,底時
when,,tî-tiâng-sî,ti5-tiang5-si5,底當時
when,,tî-kâi sî-hāu,ti5-kai5 si5-hau7,底个時候
when,,sĩ-mih sî-hāu,si6-mih4 si5-hau7,是乜時候
when,when David was king,Tãi-phek tsò-uâng tiâng-sî,tai6-phek4 cho3-uang5 tiang5-si5,大闢做王當時
when,when David was king,Tãi-phek tsò-uâng kâi-sî-hāu,tai6-phek4 cho3-uang5 kai5-si5-hau7,大闢做王个時候
when,when he comes we are going,i lãi ún chiũ-àiⁿ-khṳ̀,i1 lai6 un2 chiu6-ainn3-khur3,伊來允就愛去
when,when….then,sûi-sî….sûi-sî,sui5-si5….sui5-si5,sui5-si5….sui5-si5
when,when….then,liên-sî….liên-sî,lien5-si5….lien5-si5,lien5-si5….lien5-si5
when,when you confess I will let you go,lṳ́ che̍k-ē-jīn uá chiũ-pàng lṳ́-khṳ̀,lur2 chek8-e7-jin7 ua2 chiu6-pang3 lur2-khur3,汝一下認我就放汝去
whenever,,put-lũn tiâng-sî,put4-lun6 tiang5-si5,不論誰時
whenever,whenever I think of it tears come into my eyes,sim che̍k-ē-siẽⁿ,sim1 chek8-e7-sienn6,心一下想
where,,tî-kò,ti5-ko3,底處
where,,tõ-tî-kò,to6-ti5-ko3,到底處
where,where I was born,uá tshut-sì kâi-ūi-tshṳ̀,ua2 chhut4-si3 kai5-ui7-chhur3,我出世个位處
where,where I was born,uá tshut-sin kâi-tī,ua2 chhut4-sin1 kai5-ti7,我出身个地
where,wherever,put-lũn tî-kò,put4-lun6 ti5-ko3,不論底塊
where,wherever,put-lũn hô-tshù,put4-lun6 ho5-chhu3,不論何處
wherefore,,in-ũi tsò-nîⁿ,in1-ui6 cho3-ninn5,因謂做年
wherefore,,ũ sĩ-mih-uân-kù,u6 si6-mih4-uan5-ku3,有是乜完故
wherefore,,sĩ-mih uân-kù,si6-mih4 uan5-ku3,是乜完故
wherefore,,sĩ-mih sṳ̄-kù,si6-mih4 sur7-ku3,是乜事故
whether,or,ho̍k…ho̍k,hok8…hok8,hok8…hok8
whether,whether he is willing or not I am going,m̄-kuán i huaⁿ-hí m̄-huaⁿ-hí,m7-kuan2 i1 huann1-hi2 m7-huann1-hi2,毋管伊歡喜毋歡喜
whetstone,,bûa-to-chie̍h,bua5-to1-chieh8,磨刀石
whetstone,,bûa-chie̍h,bua5-chieh8,磨石
which,,tî-kâi,ti5-kai5,底个
which,,tî-che̍k-kâi,ti5-chek8-kai5,底一个
which,which is it,tî-che̍k-kiãⁿ-sĩ,ti5-chek8-kiann6-si6,底一件是
which,which is he,tî-che̍k-nâng-sĩ,ti5-chek8-nang5-si6,底一人是
which,the words which he spoke,i só-tàⁿ kâi-ūe,i1 so2-tann3 kai5-ue7,伊所旦个話
while,a,che̍k-sî,chek8-si5,一時
while,a,khùn-kiáⁿ,khun3-kiann2,睏驚
while,a,siap-sî,siap4-si5,霎時
while,while thinking,hṳ́-tsûn tõ-siẽⁿ,hur2-chun5 to6-sienn6,彼陣在想
while,while a cash remains he will gamble,tshûn-kâi-chîⁿ siãng àiⁿ-khṳ̀-pua̍h,chhun5-kai5-chinn5 siang6 ainn3-khur3-puah8, 尚 愛去跋
while,while a cash remains he will gamble,sui-sĩ tshûn-kâi-chîⁿ huân-liáu àiⁿ-khṳ̀-pua̍h,sui1-si6 chhun5-kai5-chinn5 huan5-liau2 ainn3-khur3-puah8,雖是  還了 愛去跋
while,while I was speaking he arrived,"uá chiàⁿ-tõ-tàⁿ-ūe kâi-sî-hāu, i chiũ-kàu","ua2 chiann3-to6-tann3-ue7 kai5-si5-hau7, i1 chiu6-kau3",我正在旦話个時候伊就到
while,while,tng….kâi-sî-hāu,tng1….kai5-si5-hau7,tng1….kai5-si5-hau7
whimper,,hiuⁿ-hiuⁿ-kiè,hiunn1-hiunn1-kie3,香香叫
whimper,,hngh-hngh-kiè,hngh4-hngh4-kie3,哼哼叫
whimper,,hng-hng-kiè,hng1-hng1-kie3,哼哼叫
whip,a,bé-piⁿ,be2-pinn1,馬鞭
whip,to strike with a,pũaⁿ,puann6,拌
whip,to strike with a,hiuh,hiuh4,喝
whip,to strike with a,sut,sut4,摔
whip,to strike with a,piⁿ-phah,pinn1-phah4,鞭拍
whip,mosquito whip,máng-pũaⁿ,mang2-puann6,蚊拂
whip,lash of whip,piⁿ-soh,pinn1-soh4,鞭索
whirlpool,,tsúi ká-tsn̄g,chui2 ka2-chng7,水絞狀
whirlpool,,tsúi ká-pūn,chui2 ka2-pun7,水絞糞
whirlpool,,suân-lâu-tsúi,suan5-lau5-chui2,旋流水
whirlwind,,káu-kâⁿ-huang,kau2-kann5-huang1,狗銜風
whirlwind,,suân-huang,suan5-huang1,旋風
whiskers,,hôu-chhiu,hou5-chhiu1,鬍鬚
whisper,to,phak tõ-hĩⁿ-khang-kháu tàⁿ-ūe,phak4 to6-hinn6-khang1-khau2 tann3-ue7,趴在耳空口呾話
whisper,to,tàⁿ àm-chẽⁿ-ūe,tann3 am3-chenn6-ue7,旦暗靜話
whisper,to,sî-so-kiè,si5-so1-kie3,時索叫
whistle,to,tshùi pûn ki-kû,chhui3 pun5 ki1-ku5,喙吹機龜
whistle,a,ki-kû,ki1-ku5,機龜
whistle,to blow a,pûn ki-kû,pun5 ki1-ku5,吹機龜
white,,pe̍h,peh8,白
white,of an egg,nñg-chhêng,nng6-chheng5,卵清
white,of an egg,nñg-pe̍h,nng6-peh8,卵白
white,of an egg,nñg-phûe,nng6-phue5,卵皮
white,of the eye,ma̍k-chiu pe̍h-jîn,mak8-chiu1 peh8-jin5,目睭白仁
white,ants,pe̍h-hiã,peh8-hia6,白蟻
white,to whitewash,sueh-pe̍h,sueh4-peh8,雪白
white,to whitewash,hún-pe̍h,hun2-peh8,粉白
white,to whitewash,sueh-hún-tsúi,sueh4-hun2-chui2,雪粉水
white,to whitewash,sói-hue-tsúi,soi2-hue1-chui2,洗花水
whitlow,,tsńg-kah-tsu,chng2-kah4-chu1,指佮珠
whitlow,,seⁿ tsóiⁿ-búe-tsu,senn1 choinn2-bue2-chu1,生指尾珠
whizzing,sound,hiuh-hiuh-kiè,hiuh4-hiuh4-kie3,颼颼叫
who,,tî-tiâng,ti5-tiang5,底誰
who,,sĩ-mih-nâng,si6-mih4-nang5,是乜人
who,whosoever,put-lũn tî-tiâng,put4-lun6 ti5-tiang5,不論底誰
who,whosoever,hũam-sĩ-mih-nâng,huam6-si6-mih4-nang5,犯是乜人
whole,,tshûan,chhuan5,全
whole,,kàu-kâi,kau3-kai5,到个
whole,,chiâⁿ-kâi,chiann5-kai5,成个
whole,,chiâⁿ-kò,chiann5-ko3,成塊
whole,,ka-nn̂g-kâi,ka1-nng5-kai5,膠郎个
whole,,tsn̂g-kâi,chng5-kai5,整個
whole,,hãm-kâi,ham6-kai5,撼个
whole,,kan-chẽng,kan1-cheng6,干淨
whole,,lóng-tsóng,long2-chong2,攏總
whole,the whole,che̍k-khài,chek8-khai3,一概
whole,the whole,che̍k-chhiet,chek8-chhiet4,一切
whole,the whole,tsò-che̍k-ē,cho3-chek8-e7,做蜀下
whole,the whole,tsn̂g-kâi,chng5-kai5,整個
whole,family,ha̍p-ke,hap8-ke1,合家
whole,family,ha̍h-ke,hah8-ke1,合家
whole,family,tshûan-ke,chhuan5-ke1,全家
whole,life,che̍k-seⁿ,chek8-senn1,一生
whole,life,che̍k-sì-nâng,chek8-si3-nang5,一四儂
whole,life,tsong-sin,chong1-sin1,終身
whole,day,tsong-ji̍t,chong1-jit8,終日
whole,day,thàng-ji̍t,thang3-jit8,通日
whole,heart,tsuan-sim,chuan1-sim1,專心
whole,heart,chĩn-sim,chin6-sim1,盡心
whole,whole body wet,che̍k-sin tâm,chek8-sin1 tam5,一身㴷
wholesale,house,hâng,hang5,行
wholesale,house,bōi-chiàⁿ-khí,boi7-chiann3-khi2,賣正起
wholesale,house,tsò-chiēⁿ-pûaⁿ,cho3-chienn7-puann5,做上盤
wholesale,to buy,bói-chiēⁿ-pûaⁿ,boi2-chienn7-puann5,買上盤
why,,tsò-nîⁿ,cho3-ninn5,怎呢
why,,sĩ-mih uân-kù,si6-mih4 uan5-ku3,是乜完故
why,,sĩ-mih sṳ̄-kù,si6-mih4 sur7-ku3,是乜事故
why,,sĩ-mih sṳ̄-chhêng,si6-mih4 sur7-chheng5,是乜事情
why,,ũi sĩ-mih-sṳ̄,ui6 si6-mih4-sur7,謂是乜事
why so,,hô-pit chièⁿ-seⁿ,ho5-pit4 chienn3-senn1,何必醬生
why so,why,hiá,hia2,彼個
wick,,teng-sim,teng1-sim1,燈心
wicked,,ak,ak4,惡
wicked,,pháiⁿ,phainn2,歹
wicked,,siâ,sia5,邪
wicked,,hiong-ak,hiong1-ak4,凶惡
wicker,basket,tîn-nâⁿ,tin5-nann5,藤籃
wicker,basket (with divisions),tîn-siāⁿ,tin5-siann7,藤盛
wide,,khuah,khuah4,闊
wide,,khuah-tōa,khuah4-tua7,闊大
wide,,khuah-khǹg,khuah4-khng3,闊囥
wide,,kuang-khuah,kuang1-khuah4,光闊
wide,,khuan-khuah,khuan1-khuah4,寬闊
wide,,khùaⁿ,khuann3,寬
wide,,khuan-khùaⁿ,khuan1-khuann3,寬寬
wide,to widen,liú-khuah,liu2-khuah4,柳闊
wide,to widen,tsha̍k-khuah,chhak8-khuah4,鑿闊
wide,to widen,khui-khuah,khui1-khuah4,開闊
wide,to widen,chhiâⁿ-khuah,chhiann5-khuah4,情闊
wide,to widen,mue̍h-khuah,mueh8-khuah4,物闊
widow,,kúa-hũ,kua2-hu6,寡婦
widow,,siú-kúa,siu2-kua2,守寡
widow,who refuses to marry again,chiet-hũ,chiet4-hu6,寡婦
widow,who refuses to marry again,siú-chiet,siu2-chiet4,寡婦
widow,widower,sit-ngóu,sit4-ngou2,寡婦
wife,,chhi,chhi1,妻
wife,,bóu,bou2,母
wife,,hũ,hu6,婦
wife,,lãi-nâng,lai6-nang5,內人
wife,,ke-lãi,ke1-lai6,家內
wife,,ke-ãu,ke1-au6,家後
wife,,ke-kùan,ke1-kuan3,家眷
wife,your wife,lẽng-chiàⁿ,leng6-chiann3,令正
wife,your wife,tsun-só,chun1-so2,尊嫂
wife,your wife,lãi-tsõ,lai6-cho6,內坐
wife,your wife,tsun-hu-jîn,chun1-hu1-jin5,尊夫人
wife,your wife,tsun-lãi,chun1-lai6,尊內
wife,your wife,hiên-só,hien5-so2,賢嫂
wife,my wife,lãi-nâng,lai6-nang5,內人
wife,my wife,lãi-tsuat,lai6-chuat4,內拙
wife,my wife,tsuat-keng,chuat4-keng1,拙經
wife,[if she has a son fer husband will call her so-and-so's mother.] my good wife(addressing her),hiên-chhi,hien5-chhi1,賢妻
wife,wife and children,chhi-tsṳ́,chhi1-chur2,妻子
wife,wife and children,bóu-kiáⁿ,bou2-kiann2,某囝
wife,to take a second wife,tshūa-jī-nâng,chhua7-ji7-nang5,娶字人
wife,legal wife,chiàⁿ-chhi,chiann3-chhi1,正妻
wife,legal wife,tek-chhi,tek4-chhi1,嫡妻
wife,legal wife,tsháu-thâu,chhau2-thau5,草頭
wife,first wife,huat-chhi,huat4-chhi1,發妻
wife,first wife,ngûan-phùe,nguan5-phue3,原配
wife,wife's brother,chhi,chhi1,妻
wife,wife's sister,chhi-î,chhi1-i5,妻姨
wig,,ké-môⁿ,ke2-monn5,假毛
wig,,ké-thâu-môⁿ,ke2-thau5-monn5,假頭毛
wild,,iá,ia2,野
wild,beast,iá-siù,ia2-siu3,野獸
wild,growing wild,suaⁿ seⁿ,suann1 senn1,山生
wild,growing wild,pe̍h-huat,peh8-huat4,白發
wild,growing wild,tsṳ̃-seⁿ,chur6-senn1,自生
wild,fowl,tsúi-chiáu,chui2-chiau2,水鳥
wild,goose,hái-gô,hai2-go5,海鵝
wilderness,,khùang-iá,khuang3-ia2,礦野
wilderness,,tsháu-iá,chhau2-ia2,草野
will,,chì,chi3,志
will,,sim-chì,sim1-chi3,心志
will,,chì-khì,chi3-khi3,志氣
will,,tsú-ì,chu2-i3,主意
will,will you or will you not,lṳ́ àiⁿ a-màiⁿ,lur2 ainn3 a1-mainn3,汝愛亞勿
will,will you or will you not,lṳ́ àiⁿ--mé,lur2 ainn3--me2,汝 
will,I will go,úa pit-àiⁿ-khṳ̀,ua2 pit4-ainn3-khur3,我必愛去
will,he will not do it,i m̄-hàuⁿ-tsò,i1 m7-haunn3-cho3,伊毋好做
will,he will not do it,m̄-khéng,m7-kheng2,毋肯
will,he will not do it,m̄-ngũan,m7-nguan6,毋愿
will,will this do,chí-kâi hó--mé,chi2-kai5 ho2--me2,此个好猛
will,it will do,õi--tsò-tit,oi6--cho3-tit4,會做得
will,it will do,khó-íⁿ,kho2-inn2,可忍
will,a,zũi-tsṳ,jui6-chur1,銳資
will,a,zũi-tsok,jui6-chok4,銳族
wilful,,kù-ì,ku3-i3,故意
wilful,,chip-ì,chip4-i3,執意
willing,,khéng,kheng2,肯
willing,,hàuⁿ,haunn3,好
willing,,huaⁿ-hí,huann1-hi2,歡喜
willing,,ngũan,nguan6,願
willing,,kam-sim chhêng-ngũan,kam1-sim1 chheng5-nguan6,甘心情愿
willing,,kam-ngũan,kam1-nguan6,甘願
willing,,tshut-pńg-sim,chhut4-png2-sim1,出本心
willow,,liú,liu2,柳
willow,,liú-chhiū,liu2-chhiu7,柳樹
willow,weeping,si-liú,si1-liu2,絲柳
willow,weeping,sûi-si-liú,sui5-si1-liu2,垂絲柳
wince,,sok-bûa,sok4-bua5,縮磨
wince,,kiu-bûa,kiu1-bua5,揫磨
wind,,huang,huang1,風
wind,a gust of wind,che̍k-tsûn-huang,chek8-chun5-huang1,一陣風
wind,a gust of wind,che̍k-tsūn-huang,chek8-chun7-huang1,一陣風
wind,fair wind,sũn-huang,sun6-huang1,順風
wind,gentle wind,huang li-li,huang1 li1-li1,風哩哩
wind,adverse wind,nge̍k-huang,ngek8-huang1,逆風
wind,adverse wind,thêⁿ-huang,thenn5-huang1,坦風
wind,adverse wind,tùi-huang,tui3-huang1,對風
wind,adverse wind,phah-huang,phah4-huang1,拍風
wind,high wind,huang tōa,huang1 tua7,風大
wind,wind lighter,huang iáu-sie̍h,huang1 iau2-sieh8,風搖席
wind,wind gone down,huang tiām,huang1 tiam7,風淀
wind,wind gone down,huang chẽⁿ,huang1 chenn6,風靜
wind,to catch the wind,hâⁿ-huang,hann5-huang1,寒風
wind,windpipe,ngẽ-âu,nge6-au5,硬喉
wind,to (as thread),în,in5,引
wind,to (as thread),tîⁿ,tinn5,填
wind,to (as thread),tsāng,chang7,縡
wind,wind the queue round the head,khûan-piⁿ,khuan5-pinn1,卷鞭
wind,wind the queue round the head,phûan-piⁿ,phuan5-pinn1,絆鞭
wind,wind the queue round the head (at the back of the head),tá tsang-kiáⁿ-lô,ta2 chang1-kiann2-lo5,打 
wind,a clock,khui-sî-cheng,khui1-si5-cheng1,開時鐘
wind,a winding road,lōu uan,lou7 uan1,路彎
wind,a winding road,lōu uan-khek,lou7 uan1-khek4,路 
wind,a winding road,i-uan khit-khek,i1-uan1 khit4-khek4,伊彎屈刻
window,,theng,theng1,窗
window,a sliding one,theng-thuah,theng1-thuah4,窗托
window,shutters,theng-mn̂g,theng1-mng5,窗門
window,stanchions,theng-chí,theng1-chi2,窗柱
wine,(spirituous liquor),chiú,chiu2,酒
wine,(grape),phû-thô-chiú,phu5-tho5-chiu2,葡萄酒
wine,flagon,chiú-pân,chiu2-pan5,酒便
wine,flagon,chiú-tsun,chiu2-chun1,酒樽
wine,cup,chiú-pue,chiu2-pue1,酒杯
wine,cup,chiú-cheng,chiu2-cheng1,酒鍾
wine,cup,chiú-tsúaⁿ,chiu2-chuann2,酒盞
wine,cup,chiú-chiak,chiu2-chiak4,酒酌
wine,cup,chiú-au,chiu2-au1,酒甌
wine,shop,chiú-tiàm,chiu2-tiam3,酒店
wine,shop,chiú-phòu,chiu2-phou3,酒舖
wine,press,chiú-tsa̍h,chiu2-chah8,酒閘
wings,,si̍t,sit8,翼
wings,to flap the,phah-si̍t,phah4-sit8,拍翼
wings,to dress,tshńg-si̍t,chhng2-sit8,䟙翼
wings,to dress,tshóiⁿ-si̍t,chhoinn2-sit8,鏟翼
wings,to clip the,chién-si̍t,chien2-sit8,剪翼
wink,,nihⁿ-ma̍k,nihnn1-mak8,眲目
wink,to wink at a thing,tèⁿ-tsò m̄-tsai,tenn3-cho3 m7-chai1,打做毋知
winnow,,pùa-bí,pua3-bi2,簸米
winnow,,pùa-chhek,pua3-chhek4,簸粟
winnow,tray used to,pùa-ki,pua3-ki1,簸箕
winnow,fan used to,huang-kūiⁿ,huang1-kuinn7,風櫃
winnow,"to, in fan",ká-chhek,ka2-chhek4,絞粟
winter,,tang,tang1,冬
winter,,tang--thiⁿ,tang1--thinn1,冬天
winter,,chhìn--thiⁿ,chhin3--thinn1,凊天
winter,clothing,kûaⁿ-saⁿ,kuann5-sann1,寒衫
winter,clothing,hân-i,han5-i1,寒衣
winter,cap,kûaⁿ-bō,kuann5-bo7,寒帽
winter,solstice,tang-tsoih,tang1-choih4,冬節
winter,solstice,tang-chì,tang1-chi3,冬至
wipe,to wipe (with dry cloth),chhit,chhit4,拭
wipe,to wipe (with wet cloth),zṳ̂,jur5,挐
wire,,thih-sùaⁿ,thih4-suann3,鐵線
wire,,tâng-sùaⁿ,tang5-suann3,銅線
wire,,ngṳ̂n-sùaⁿ,ngurn5-suann3,銀線
wise,,hiên,hien5,賢
wise,,ũ-tì-hũi,u6-ti3-hui6,有智慧
wise,,kau-mêng,kau1-meng5,高明
wise,,ũ-kièn-sek,u6-kien3-sek4,有見色
wise,,ũ-tì-sek,u6-ti3-sek4,有智色
wise,,ũ-tshâi-tì,u6-chhai5-ti3,有才智
wise,,ũ-tshâi-ha̍k,u6-chhai5-hak8,有才學
wish,,àiⁿ,ainn3,愛
wish,,ngũan,nguan6,愿
wish,,ngũan-mōⁿ,nguan6-monn7,愿望
wish,,siẽⁿ-mōⁿ,sienn6-monn7,想望
wish,,siẽⁿ-àiⁿ,sienn6-ainn3,想愛
wish,,him-iẽn,him1-ien6,鑫延
wish,,it--tie̍h,it4--tieh8,一着
wish,according to one's wish,zû-ì,ju5-i3,如意
wish,according to one's wish,zû-ngũan,ju5-nguan6,如愿
wit,,ki-khá,ki1-kha2,機巧
wit,,sim-khiàu méⁿ,sim1-khiau3 menn2,心竅猛
wit,,ua̍h-phuah,uah8-phuah4,活潑
wit,,lêng-ki èng-pièn,leng5-ki1 eng3-pien3,靈機應變
wit,frightened out of one's wits,kiâⁿ-kàu-kông,kiann5-kau3-kong5,行到戇
wit,frightened out of one's wits,kiaⁿ-kàu-ngo̍h,kiann1-kau3-ngoh8,驚到愕
witch,,thóiⁿ-siàⁿ-phûa,thoinn2-siann3-phua5,睇聖婆
witch,,loo̍h-sîn-phûa,louh8-sin5-phua5,落神婆
witch,(spiritualist medium),tshai-kou-î,chhai1-kou1-i5,猜姑姨
witch,witch-craft,siâ-su̍t,sia5-sut8,邪術
witch,witch-craft,bû-su̍t,bu5-sut8,巫術
witch,witch-craft,huap-su̍t,huap4-sut8,法術
witch,witch-craft,iau-su̍t,iau1-sut8,妖術
with,to carry with one,tòa-tõ-sin,tua3-to6-sin1,帶在身
with,talk with you,kāng-lṳ́ tàⁿ-ūe,kang7-lur2 tann3-ue7,共汝呾話
with,walk with you,kāng-lṳ́ tsò-pû-kiâⁿ,kang7-lur2 cho3-pu5-kiann5,共汝做煲行
with,walk with you,kiau-lṳ́ tsò-pû-khṳ̀,kiau1-lur2 cho3-pu5-khur3,嬌汝做煲去
with,walk with you,kah-lṳ́-khṳ̀,kah4-lur2-khur3,合汝去
with,agrees with this,kāng-chí-kâi siang-ha̍h,kang7-chi2-kai5 siang1-hah8,共此个相合
with,with a pen,ēng-pit,eng7-pit4,用筆
with,with a pen,tsang-pit,chang1-pit4,棕筆
with,with a pen,chiang-pit,chiang1-pit4,將筆
with,with a pen,khiâ-pit,khia5-pit4,騎筆
with,with the hand,tsang-chhiū,chang1-chhiu7,棕樹
with,with respect to,lũn,lun6,論
with,with respect to,lũn-ki̍p,lun6-kip8,論及
with,with respect to,chì-i,chi3-i1,至伊
with,with respect to,tàⁿ-kàu,tann3-kau3,呾到
with,with respect to,lũn-kàu,lun6-kau3,論到
withdraw,to,thò,tho3,退
withdraw,to,thò-sî,tho3-si5,退時
withdraw,to,sî-siā,si5-sia7,時謝
withdraw,to,sià-sṳ̄,sia3-sur7,瀉事
withdraw,to,thò-cheh,tho3-cheh4,退職
wither,to (as flowers),kou-ta,kou1-ta1,枯焦
wither,to (as flowers),ta,ta1,焦
wither,to (as flowers),ta-ki,ta1-ki1,焦枝
wither,to (as flowers),siā,sia7,謝
within,,tõ-lãi,to6-lai6,在內
within,,lãi-mīn,lai6-min7,內面
within,,tói-mīn,toi2-min7,底面
within,,lãi--tang,lai6--tang1,內冬
within,,lãi--teng,lai6--teng1,內燈
within,,lãi-thâu,lai6-thau5,內頭
within,within a month,m̄-chiẽⁿ kâi-gu̍eh,m7-chienn6 kai5-gueh8,毋上个月
within,within a month,put-tshut kâi-gu̍eh,put4-chhut4 kai5-gueh8,不出个月
within,within a month,tõ-che̍k-gu̍eh-lãi,to6-chek8-gueh8-lai6,在一月內
within,within a month,tõ-chí-gu̍eh-tói,to6-chi2-gueh8-toi2,在此月底
within,within doors,tõ-mn̂g-lãi,to6-mng5-lai6,在門內
within,within doors,tō-ke-lãi,to7-ke1-lai6,袋家內
within,within doors,tõ-tshù-lãi,to6-chhu3-lai6,在厝內
within,within a step of death,hiám-hiám-sí,hiam2-hiam2-si2,險險死
within,within a step of death,tsu̍ah-se-su chiũ-sí,chuah8-se1-su1 chiu6-si2,蚻些輸就死
without,,tõ-gūa,to6-gua7,在外
without,,gūa-mīn,gua7-min7,外面
without,,gūa-thâu,gua7-thau5,外頭
without,without money,bô-chîⁿ,bo5-chinn5,無錢
without,without money,khueh-chîⁿ,khueh4-chinn5,缺錢
without,without fear,bô-só-ùi,bo5-so2-ui3,無所畏
without,better without it,put-zû-bô kèng-hó,put4-ju5-bo5 keng3-ho2,不如無更好
without,better without it,su-kùe-bô,su1-kue3-bo5,輸過無
without,better without it,lêng-tsò-bô,leng5-cho3-bo5,零做無
without,cannot do without it,bô chiũ-m̄-tsò-tit,bo5 chiu6-m7-cho3-tit4,無就毋做得
without,cannot do without it,chhiet-iàu tie̍h-ũ,chhiet4-iau3 tieh8-u6,切要着有
withstand,,tí-tng,ti2-tng1,抵當
withstand,,tang-tsũ,tang1-chu6,冬住
withstand,,tng-tsũ,tng1-chu6,當住
withstand,,tùi-te̍k,tui3-tek8,對敵
withstand,,khàng-kṳ̃,khang3-kur6,抗據
withstand,,khàng-nge̍k,khang3-ngek8,抗拒
withstand,,sie-káu-ke̍h,sie1-kau2-keh8,相狗逆
witness,a,kan-chèng,kan1-cheng3,干證
witness,a,thih-kan-chèng,thih4-kan1-cheng3,鐵干證
witness,an eye-witness,chèng-kìⁿ,cheng3-kinn3,證見
witness,an eye-witness,chhin-ma̍k thóiⁿ--kìⁿ,chhin1-mak8 thoinn2--kinn3,親目睇見
witness,to bear,tsò-kan-chèng,cho3-kan1-cheng3,做干證
witness,to bear,tsò-chèng-kìⁿ,cho3-cheng3-kinn3,做證見
witness,false,buáng-chèng,buang2-cheng3,妄證
witness,to suborn false witnesses,bói-chèng,boi2-cheng3,買證
wizard,,tâng-ki,tang5-ki1,童乩
