puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,,á,á,,,,or,,或、或是、還是,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a,a,,,,a honorific prefix to names,,阿,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-chó͘,a-tsóo,,,,father's grandparents,,曾祖父（母）,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-chó͘,a-tsóo,,,,mother's grandparents,,曾祖父（母）,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-kong,a-kong,,,,,,爺爺、內祖父,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-kong,a-kong,,,,,,公公、外祖父,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-má,a-má,,,,,,奶奶、內祖母,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-mà,a-mà,,,,,,婆婆、外祖母,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-ko͘,a-koo,,,,,,姑姑、姑母,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ko͘-tiūⁿ,koo-tiūnn,,,,,,姑父,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-kū,a-kū,,,,,,舅舅、舅父,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-kīm,a-kīm,,,,,,舅母,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-î,a-î,,,,,,姨母,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,î-tiūⁿ,î-tiūnn,,,,,,姨父,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-peh,a-peh,,,,,,伯伯、伯父,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-ḿ,a-ḿ,,,,,,伯母,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-chek,a-tsik,,,,,,叔叔、叔父,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-chím,a-tsím,,,,,,嬸嬸、叔母,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-hiaⁿ,a-hiann,,,,,,哥哥,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-só,a-só,,,,,,嫂嫂,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-chiu,a-tsiu,,,,Asia.,,亞洲,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a-phiàn,a-phiàn,,,,Opium,,鴉片,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āⁿ,ānn,,,,bean-jam,,餡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àⁿ lo̍h-khì,ànn lo̍h-khì,,,,to stoop down,,彎腰、俯下去,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ah,ah,,,,a duck,,鴨,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ah-bú,ah-bú,,,,a duck,,母鴨,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ah-kang,ah-kang,,,,a drake,,公鴨,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ah-nn̄g,ah-nn̄g,,,,duck eggs,,鴨蛋,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ah-bah,ah-bah,,,,duck meat,,鴨肉,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ài,ài,,,,"to wish, desire, want, need, should, will, love, like, sign of future",,要、愛、喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chin-ài,tsin-ài,,,,"to like very much, to want very much",,很喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chin-bô-ài,tsin-bô-ài,,,,very much not like (want) to; very much dislike,,很不喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,khah-ài,khah-ài,,,,to prefer to,,比較喜歡、寧願,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,khah bô-ài,khah bô-ài,,,,to prefer not to,,比較不喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,lóng-ài,lóng-ài,,,,to like entirely (all of),,都喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,lóng bô-ài,lóng bô-ài,,,,not to like at all,,都不喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bô sím-mih ài,bô sím-mih ài,,,,not to be particularly fond of,,不怎麼喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ke̍k-ài,ke̍k-ài,,,,to be extremely fond of,,最喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,put-chí-ài,put-tsí-ài,,,,to be exceedingly fond of,,很喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,hui-siông ài,hui-siông ài,,,,to be unusually fond of,,非常喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,siōng-ài,siōng-ài,,,,To like the most,,最喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,tē it ài,tē it ài,,,,To be the most fond of,,最喜歡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ài,ài,,,,"to be apt to, to be prone of",,有‧‧‧之癖的,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ài-bō͘,ài-bōo,,,,to love ardently,,愛慕,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ài-khùn,ài-khùn,,,,to be sleepy,,愛睡的,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ài-jîn,ài-jîn,,,,a sweetheart,,愛人、意中人,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ài-chêng,ài-tsîng,,,,"love, affection",,愛情,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ài-kok-sim,ài-kok-sim,,,,patriotism,,愛國心,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ai-kiû,ai-kiû,,,,"to entreat, petition, request",,哀求、懇求,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ai-keng,ai-king,,,,"works of mercy, charitable deeds",,哀矜,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ai-ki̍p,ai-ki̍p,,,,Egypt,,埃及,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ài-māi,ài-māi,,,,"underhand, deceitful",,曖昧,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āiⁿ,āinn,,,,to carry a person on one's back,,背,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ak-hoe,ak-hue,,,,to water flowers,,澆水（花）,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ak-hō͘,ak-hōo,,,,to be caught in the rain,,淋雨,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ak-tio̍h-hō͘,ak-tio̍h-hōo,,,,past participle of [ak-hoo7],,淋著雨,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ak-chúi,ak-tsuí,,,,"to water, to sprinkle",,澆水,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ak-chhiú,ak-tshiú,,,,"a hand-shake, to shake hand",,握手,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àm-sî,àm-sî,,,,at night,,晚上,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àm,àm,,,,dark,,暗,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,eng-àm,ing-àm,,,,tonight,,今天晚上,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chang-àm,tsang-àm,,,,last-night,,昨天晚上,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,boeh-àm-á,bueh-àm-á,,,,at dusk,,黃昏,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àm-khò,àm-khò,,,,night prayers,,晚課,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,liām àm-khò,liām àm-khò,,,,to say night prayers,,念晚課,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ám,ám,,,,"rice water, watery",,泔,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ám-môe,ám-muê,,,,"congee, rice boiled very soft and watery",,稀飯,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àm-kì,àm-kì,,,,"memorizing, to memorize",,暗記、背念,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àm-siōng,àm-siōng,,,,"to recite, recitation",,背誦,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àm-hō,àm-hō,,,,"a cipher, a code-word, a password, a signal",,暗號,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àm-sek,àm-sik,,,,a dark room for photography,,暗室,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àm-sat,àm-sat,,,,to assassinate,,暗殺,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àm-sī,àm-sī,,,,"a hint, to suggest",,暗示,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,âm-khang,âm-khang,,,,"an underdrain, a subterranean drain",,暗渠、暗溝,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,án-chóaⁿ,án-tsuánn,,,,Why? How?,,怎麼,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,án-ni,án-ni,,,,"thus, so",,這樣、如此,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ân,ân,,,,tight,,緊,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,an-choân,an-tsuân,,,,"safe, reliable, safety",,安全,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,an-choân tē-it,an-tsuân tē-it,,,,Safety first!,,安全第一,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,an-sim,an-sim,,,,"to feel at ease, peace of mind, free from anxiety",,放心,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,an-lo̍k,an-lo̍k,,,,"peaceful, comfortable",,安樂,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,an-ún,an-ún,,,,"quiet, peaceful, safety",,安穩,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,an-ùi,an-uì,,,,"to comfort, console",,安慰,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àn-sǹg,àn-sǹg,,,,"intend to, presume, expect",,打算,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àn-kiāⁿ,àn-kiānn,,,,a case,,案件,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,âng,âng,,,,red,,紅,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,âng-sek,âng-sik,,,,red color.,,紅色,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,âng-tê,âng-tê,,,,black tea,,紅茶,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,âng-iⁿ-á,âng-inn-á,,,,an infant,,嬰孩,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,seⁿ âng-eⁿ-á,senn âng-enn-á,,,,to give birth to a baby,,生嬰孩,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ang-á,ang-á,,,,"a doll, drawings",,玩偶、洋娃娃、卡通,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ang-á tô͘,ang-á tôo,,,,"cartoons, comics",,卡通、圖畫,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ang,ang,,,,husband,,丈夫,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ang-bó͘,ang-bóo,,,,husband and wife,,夫妻,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,âng-phôe-chhài,âng-phuê-tshài,,,,an egg plant (lit. red skin vegetable),,茄子,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,âng-mô͘-thô͘,âng-môo-thôo,,,,cement,,水泥,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,a̍p,a̍p,,,,a little box,,盒,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ap-pek,ap-pik,,,,"to press, pressure, to oppress, to force",,壓迫,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,at,at,,,,"to break, to snap (things which have the classifier ""[KI]"")",,折,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu,āu,,,,behind,,後,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-piah,āu-piah,,,,behind,,後面,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-bīn,āu-bīn,,,,behind,,後面,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-pái,āu-pái,,,,"next time, in the future",,下次、往後,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-lâi,āu-lâi,,,,"after, afterwards",,後來,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu--ji̍t,āu--ji̍t,,,,the day of tomorrow,,後天,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-ji̍t,āu-ji̍t,,,,on some indefinite day in the future,,後來、以後,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu,āu,,,,"next, the one following",,後、下,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-kù,āu-kù,,,,the next sentence,,下句,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu lé-pài,āu lé-pài,,,,next week,,下個禮拜（星期）,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-chú-ji̍t,āu-tsú-ji̍t,,,,next Sunday,,下個主日,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-kó͘-goe̍h,āu-kóo-gue̍h,,,,next month,,下個月,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-goe̍h-ji̍t,āu-gue̍h-ji̍t,,,,next month,,下個月,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu lé-pài gō͘,āu lé-pài gōo,,,,next Friday,,下個禮拜五,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-nî,āu-nî,,,,some future year,,將來,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu--nî,āu--nî,,,,year after next,,後年,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,au-á,au-á,,,,cup,,甌、杯子,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,tê au-á,tê au-á,,,,tea cup,,茶杯,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chi̍t au tê,tsi̍t au tê,,,,a cup of tea,,一杯茶,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chi̍t au chúi,tsi̍t au tsuí,,,,a cup of wine,,一杯酒,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,au-chiu,au-tsiu,,,,Europe,,歐洲,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,àu,àu,,,,rotten,,腐,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,áu,áu,,,,to bend,,折,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,āu-bú,āu-bú,,,,a stepmother,,後母、繼母,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bā,bā,,,,"one yard, 3 ft.",,碼,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bâ,bâ,,,,numb,,麻痹,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bâ-io̍h,bâ-io̍h,,,,"a narcotic, an anaesthetic",,麻醉藥,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bā,bā,,,,"(to shut or to cover) tight, fast",,緊、密合的、密閉的,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bah,bah,,,,meat,,肉,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ti-bah,ti-bah,,,,pork,,猪肉,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,gû-bah,gû-bah,,,,beef,,牛肉,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,iûⁿ-bah,iûnn-bah,,,,mutton,,羊肉,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ke-bah,ke-bah,,,,chicken,,鷄肉,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ah-bah,ah-bah,,,,duck,,鴨肉,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chiaⁿ-bah,tsiann-bah,,,,lean meat,,瘦肉,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,pûi-bah,puî-bah,,,,fat,,肥肉,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bah-thng,bah-thng,,,,gravy,,肉湯,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bah-suh,bah-suh,,,,a bus,,公共汽車、巴士,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bái,bái,,,,"ugly, bad",,醜,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bāi,bāi,,,,"a suffix, to try",,看,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chhì khòaⁿ-bāi,tshì khuànn-bāi,,,,to try,,試試看,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chia̍h khòaⁿ bāi,tsia̍h khuànn bāi,,,,"to try to eat, to taste",,吃吃看,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,khì khòaⁿ bāi,khì khuànn bāi,,,,go and take a look,,去看看,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chò khòaⁿ-bāi,tsò khuànn-bāi,,,,try to do it,,做做看,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,phīⁿ khòaⁿ bāi,phīnn khuànn bāi,,,,smell it,,聞聞看,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-chiap,ba̍k-tsiap,,,,tears,,眼淚,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-sái,ba̍k-sái,,,,tears,,眼淚,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-chiu,ba̍k-tsiu,,,,eyes,,眼睛,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chi̍t ba̍k nih-á,tsi̍t ba̍k nih-á,,,,"one twinkle of the eyes; A very time, an instant",,一瞬間,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-iû,ba̍k-iû,,,,water from the eyes,,目油（眼淚）,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-bâi,ba̍k-bâi,,,,eyebrows,,眉毛,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-chiu-mo͘,ba̍k-tsiu-moo,,,,eye-lashes,,睫毛,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-chiu-jîn,ba̍k-tsiu-jîn,,,,an eyeball,,眼珠,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-chiu-phôe,ba̍k-tsiu-phuê,,,,an eyelid,,眼瞼,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-io̍h,ba̍k-io̍h,,,,"eye-lotion, eyewash",,眼藥,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-sái-ko,ba̍k-sái-ko,,,,eye-mucus,,眼脂,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-kiàⁿ,ba̍k-kiànn,,,,"eye-glass, spectacles",,眼鏡,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,kòa ba̍k-kiàⁿ,kuà ba̍k-kiànn,,,,"to wear spectacles, to wear glasses.",,戴眼睛,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-chhiūⁿ-sai-hū,ba̍k-tshiūnn-sai-hū,,,,carpenter,,木匠,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-chúi,ba̍k-tsuí,,,,ink,,墨水,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bak chúi,bak tsuí,,,,dabbling in water,,玩水,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍k-kia̍h,ba̍k-kia̍h,,,,wooden shoes worn in Taiwan,,木屐,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bān,bān,,,,slow,,慢、緩,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bān,bān,,,,"10,000",,萬,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,chi̍t pah bān,tsi̍t pah bān,,,,"1,000,000",,一百萬,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bān-it,bān-it,,,,"if perchance, by any chance; should there be",,萬一,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bān-liân pit,bān-liân pit,,,,fountain pen,,自來水筆、萬年筆、鋼筆,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bán,bán,,,,"to pick, to pull, to pluck",,採、摘,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bán tê,bán tê,,,,to pick tea leaves,,採茶葉,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bán ông-lâi,bán ông-lâi,,,,to pick pineapples,,摘鳳梨,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bán hoe,bán hue,,,,to pluck flowers,,採花,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bán chhài,bán tshài,,,,to pick vegetables,,摘菜,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bân,bân,,,,"indolent, to neglect one's duty",,慢,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bāng,bāng,,,,a dream,,夢,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bāng-kìⁿ,bāng-kìnn,,,,to dream,,夢見,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,báng,báng,,,,a mosquito,,蚊子,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,báng-tà,báng-tà,,,,a mosquito net,,蚊帳,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bāng-á,bāng-á,,,,a net,,網,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bāng-á-mn̂g,bāng-á-mn̂g,,,,screens,,網屏,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bāng-kiû,bāng-kiû,,,,tennis,,網球,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bāng,bāng,,,,"a hope, a prospect, to expect",,希望,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ū bāng,ū bāng,,,,"hopeful, promising",,有希望,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bô bāng,bô bāng,,,,"hopeless, desperate",,沒有希望、絕望,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bat,bat,,,,have been + verb,,曾經,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,m̄-bat,m̄-bat,,,,never,,未曾,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍t-sat,ba̍t-sat,,,,a bed bug,,臭蟲,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bat,bat,,,,"to know, to recognize",,認識,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍t,ba̍t,,,,"secretly, closely",,密,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,ba̍uh,ba̍uh,,,,to contract for a piece of work,,包辦、承辦,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bē hiáu,bē hiáu,,,,"not understand, not to know to",,不會,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bé,bé,,,,a horse,,馬,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,khiâ bé,khiâ bé,,,,to ride a horse,,騎馬,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bé,bé,,,,to buy,,買,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bē,bē,,,,to sell,,賣,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bé-bē,bé-bē,,,,"trade, bussiness",,買賣,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bē,bē,,,,not able,,不,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bē ēng--tit,bē īng--tit,,,,"improper, not alright",,不行、不能用的,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bē-kì-tit,bē-kì-tit,,,,"do not remember, to forget",,忘記,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bē sìn--tit,bē sìn--tit,,,,"can not be believed, can not believe, do not believe",,不能信的,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bē jīn--tit,bē jīn--tit,,,,"can not recognize; can not be recognized, do not recognize",,不認得,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bē-tàng,bē-tàng,,,,can not,,不能,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bê-sìn,bê-sìn,,,,superstitions,,迷信,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bé-chô,bé-tsô,,,,a crib,,粖槽,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
,,bé-tiâu,bé-tiâu,,,,a stable,,馬廄,ChhoeTaigi > ChhoeTaigi_TaioanPehoeKichhooGiku
