puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,,Re-gon-kiu,Re-gon-kiu,,雷公球,,,,雷電球,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Re-gon-kiu,Re-gon-kiu,,雷公球,,,,Voltorb,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-ba̍k-kiû,Pe̍h-ba̍k-kiû,,白目球,,,,頑皮彈,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-ba̍k-kiû,Pe̍h-ba̍k-kiû,,白目球,,,,Electrode,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Ang-á-nn̄g,Ang-á-nn̄g,,尪仔卵,,,,蛋蛋,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Ang-á-nn̄g,Ang-á-nn̄g,,尪仔卵,,,,Exeggcute,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Iâ-nn̄g-chhiū,Iâ-nn̄g-tshiū,,椰卵樹,,,,椰蛋樹,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Iâ-nn̄g-chhiū,Iâ-nn̄g-tshiū,,椰卵樹,,,,Exeggutor,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-kut-liông,Pe̍h-kut-liông,,白骨龍,,,,可拉可拉,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-kut-liông,Pe̍h-kut-liông,,白骨龍,,,,Cubone,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-kut-kiap,Pe̍h-kut-kiap,,白骨俠,,,,嘎拉嘎拉,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-kut-kiap,Pe̍h-kut-kiap,,白骨俠,,,,Marowak,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-kut-hiaⁿ,Pe̍h-kut-hiann,,白骨兄,,,,嘎拉嘎拉,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-kut-hiaⁿ,Pe̍h-kut-hiann,,白骨兄,,,,Marowak,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-kut-lông-kun,Pe̍h-kut-lông-kun,,白骨郎君,,,,嘎拉嘎拉,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-kut-lông-kun,Pe̍h-kut-lông-kun,,白骨郎君,,,,Marowak,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Keng-á-kha,King-á-kha,,弓仔跤,,,,沙瓦郎,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Keng-á-kha,King-á-kha,,弓仔跤,,,,Hitmonlee,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Bok-sìn-kuh-kûn,Bok-sìn-kuh-kûn,,,,,,艾比郎,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Bok-sìn-kuh-kûn,Bok-sìn-kuh-kûn,,,,,,Hitmonchan,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Phah-kûn-sai,Phah-kûn-sai,,拍拳師,,,,艾比郎,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Phah-kûn-sai,Phah-kûn-sai,,拍拳師,,,,Hitmonchan,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kûn-thâu-sai,Kûn-thâu-sai,,拳頭師,,,,艾比郎,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kûn-thâu-sai,Kûn-thâu-sai,,拳頭師,,,,Hitmonchan,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tōa-chi̍h-koài,Tuā-tsi̍h-kuài,,大舌怪,,,,大舌頭,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tōa-chi̍h-koài,Tuā-tsi̍h-kuài,,大舌怪,,,,Lickitung,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tōa- chhùi-chi̍h,Tuā- tshuì-tsi̍h,,大喙舌,,,,大舌頭,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tōa- chhùi-chi̍h,Tuā- tshuì-tsi̍h,,大喙舌,,,,Lickitung,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Têng-chi̍h-koài,Tîng-tsi̍h-kuài,,重舌怪,,,,大舌頭,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Têng-chi̍h-koài,Tîng-tsi̍h-kuài,,重舌怪,,,,Lickitung,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Gá-suh-kiû,Gá-suh-kiû,,瓦斯球,,,,瓦斯彈,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Gá-suh-kiû,Gá-suh-kiû,,瓦斯球,,,,Koffing,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Koàn-thâu-ke-kui,Kuàn-thâu-ke-kui,,罐頭雞胿,,,,瓦斯彈,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Koàn-thâu-ke-kui,Kuàn-thâu-ke-kui,,罐頭雞胿,,,,Koffing,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Siang-seⁿ-gá-suh,Siang-senn-gá-suh,,雙生瓦斯,,,,雙彈瓦斯,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Siang-seⁿ-gá-suh,Siang-senn-gá-suh,,雙生瓦斯,,,,Weezing,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Siang-bīn-gá-suh,Siang-bīn-gá-suh,,雙面瓦斯,,,,雙彈瓦斯,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Siang-bīn-gá-suh,Siang-bīn-gá-suh,,雙面瓦斯,,,,Weezing,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Thih-kah-gû,Thih-kah-gû,,鐵甲牛,,,,鐵甲犀牛,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Thih-kah-gû,Thih-kah-gû,,鐵甲牛,,,,Rhyhorn,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Thih-sai-gû,Thih-sai-gû,,鐵犀牛,,,,鐵甲犀牛,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Thih-sai-gû,Thih-sai-gû,,鐵犀牛,,,,Rhyhorn,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Thih-kah-liông,Thih-kah-liông,,鐵甲龍,,,,鐵甲暴龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Thih-kah-liông,Thih-kah-liông,,鐵甲龍,,,,Rhydon,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Âng-nn̄g-pûi,Âng-nn̄g-puî,,紅卵肥,,,,吉利蛋,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Âng-nn̄g-pûi,Âng-nn̄g-puî,,紅卵肥,,,,Chansey,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kiat-siông-nn̄g,Kiat-siông-nn̄g,,吉祥卵,,,,吉利蛋,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kiat-siông-nn̄g,Kiat-siông-nn̄g,,吉祥卵,,,,Chansey,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Âng-chhái-nn̄g,Âng-tshái-nn̄g,,紅彩卵,,,,吉利蛋,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Âng-chhái-nn̄g,Âng-tshái-nn̄g,,紅彩卵,,,,Chansey,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Khan-tîn-koài,Khan-tîn-kuài,,牽藤怪,,,,蔓藤怪,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Khan-tîn-koài,Khan-tîn-kuài,,牽藤怪,,,,Tangela,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hî-tîn-koài,Hî-tîn-kuài,,魚藤怪,,,,蔓藤怪,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hî-tîn-koài,Hî-tîn-kuài,,魚藤怪,,,,Tangela,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tē-chhí-liông,Tē-tshí-liông,,袋鼠龍,,,,袋龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tē-chhí-liông,Tē-tshí-liông,,袋鼠龍,,,,Kangaskhan,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lak-á-liông,Lak-á-liông,,橐仔龍,,,,袋龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lak-á-liông,Lak-á-liông,,橐仔龍,,,,Kangaskhan,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hái-bé-chiaⁿ,Hái-bé-tsiann,,海馬精,,,,墨海馬,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hái-bé-chiaⁿ,Hái-bé-tsiann,,海馬精,,,,Horsea,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Ba̍k-cha̍t-á-bé,Ba̍k-tsa̍t-á-bé,,墨賊仔馬,,,,墨海馬,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Ba̍k-cha̍t-á-bé,Ba̍k-tsa̍t-á-bé,,墨賊仔馬,,,,Horsea,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hái-chhì-liông,Hái-tshì-liông,,海刺龍,,,,海刺龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hái-chhì-liông,Hái-tshì-liông,,海刺龍,,,,Seadra,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Chhiah-hái-bé,Tshiah-hái-bé,,刺海馬,,,,海刺龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Chhiah-hái-bé,Tshiah-hái-bé,,刺海馬,,,,Seadra,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kak-kim-hî,Kak-kim-hî,,角金魚,,,,角金魚,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kak-kim-hî,Kak-kim-hî,,角金魚,,,,Goldeen,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kim-hî-ông,Kim-hî-ông,,金魚王,,,,金魚王,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kim-hî-ông,Kim-hî-ông,,金魚王,,,,Seaking,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tê-hái-chheⁿ,Tê-hái-tshenn,,茶海星,,,,海星星,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tê-hái-chheⁿ,Tê-hái-tshenn,,茶海星,,,,Staryu,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Âng-pó-hái-chheⁿ,Âng-pó-hái-tshenn,,紅寶海星,,,,寶石海星,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Âng-pó-hái-chheⁿ,Âng-pó-hái-tshenn,,紅寶海星,,,,Starmie,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Mo͘h-piah-ang-á,Mooh-piah-ang-á,,,,,,吸盤魔偶,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Mo͘h-piah-ang-á,Mooh-piah-ang-á,,,,,,Mr. Mime,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Siang-to-chháu-kâu,Siang-to-tsháu-kâu,,雙刀草猴,,,,飛天螳螂,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Siang-to-chháu-kâu,Siang-to-tsháu-kâu,,雙刀草猴,,,,Scyther,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Loa̍h-chhiú,Lua̍h-tshiú,,辣手,,,,迷唇姐,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Loa̍h-chhiú,Lua̍h-tshiú,,辣手,,,,Jynx,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,O͘-niau-chí-á,Oo-niau-tsí-á,,烏貓姐仔,,,,迷唇姐,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,O͘-niau-chí-á,Oo-niau-tsí-á,,烏貓姐仔,,,,Jynx,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tiān-hó͘-iâ,Tiān-hóo-iâ,,電虎爺,,,,電擊獸,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tiān-hó͘-iâ,Tiān-hóo-iâ,,電虎爺,,,,Electabuzz,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hóe-chhùi-ah,Hué-tshuì-ah,,火喙鴨,,,,鴨嘴火龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hóe-chhùi-ah,Hué-tshuì-ah,,火喙鴨,,,,Magmar,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hóe-ah-liông,Hué-ah-liông,,火鴨龍,,,,鴨嘴火龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hóe-ah-liông,Hué-ah-liông,,火鴨龍,,,,Magmar,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Ka-to-thâng,Ka-to-thâng,,絞刀蟲,,,,大甲,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Ka-to-thâng,Ka-to-thâng,,絞刀蟲,,,,Pinsir,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Gû-sái-ku,Gû-sái-ku,,牛屎龜,,,,大甲,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Gû-sái-ku,Gû-sái-ku,,牛屎龜,,,,Pinsir,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Sái-ku-thâng,Sái-ku-thâng,,屎龜蟲,,,,大甲,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Sái-ku-thâng,Sái-ku-thâng,,屎龜蟲,,,,Pinsir,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Saⁿ-bóe-gû,Sann-bué-gû,,三尾牛,,,,肯泰羅,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Sam-bóe-gû,Sam-bué-gû,,三尾牛,,,,肯泰羅,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Saⁿ-bóe-gû,Sann-bué-gû,,三尾牛,,,,Tauros,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Sam-bóe-gû,Sam-bué-gû,,三尾牛,,,,Tauros,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lí-hî-ông,Lí-hî-ông,,鯉魚王,,,,鯉魚王,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lí-hî-ông,Lí-hî-ông,,鯉魚王,,,,Magikarp,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Béng-chúi-liông,Bíng-tsuí-liông,,猛水龍,,,,暴鯉龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Béng-chúi-liông,Bíng-tsuí-liông,,猛水龍,,,,Gyarados,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kong-chhia-liông,Kong-tshia-liông,,公車龍,,,,乘龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kong-chhia-liông,Kong-tshia-liông,,公車龍,,,,Lapras,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tn̂g-ām-ku-liông,Tn̂g-ām-ku-liông,,長頷龜龍,,,,乘龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tn̂g-ām-ku-liông,Tn̂g-ām-ku-liông,,長頷龜龍,,,,Lapras,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Ni-bó-chhia-liông,Ni-bó-tshia-liông,,奶母車龍,,,,乘龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Ni-bó-chhia-liông,Ni-bó-tshia-liông,,奶母車龍,,,,Lapras,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pah-bīn-koài,Pah-bīn-kuài,,百面怪,,,,百變怪,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pah-bīn-koài,Pah-bīn-kuài,,百面怪,,,,Ditto,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Cheng-lêng-káu,Tsing-lîng-káu,,精靈狗,,,,伊布,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Cheng-lêng-káu,Tsing-lîng-káu,,精靈狗,,,,Eevee,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Chúi-chiaⁿ-lêng,Tsuí-tsiann-lîng,,水精靈,,,,水精靈,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Chúi-chiaⁿ-lêng,Tsuí-tsiann-lîng,,水精靈,,,,Vaporeon,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lûi-chiaⁿ-lêng,Luî-tsiann-lîng,,雷精靈,,,,雷精靈,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lûi-chiaⁿ-lêng,Luî-tsiann-lîng,,雷精靈,,,,Jolteon,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hóe-chiaⁿ-lêng,Hué-tsiann-lîng,,火精靈,,,,火精靈,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hóe-chiaⁿ-lêng,Hué-tsiann-lîng,,火精靈,,,,Flareon,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lêng-kak-liông,Lîng-kak-liông,,菱角龍,,,,３Ｄ龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lêng-kak-liông,Lîng-kak-liông,,菱角龍,,,,Porygon,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lê-khak-koài,Lê-khak-kuài,,螺殼怪,,,,菊石獸,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lê-khak-koài,Lê-khak-kuài,,螺殼怪,,,,Omanyte,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lê-á-chhì,Lê-á-tshì,,螺仔刺,,,,多刺菊石獸,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Lê-á-chhì,Lê-á-tshì,,螺仔刺,,,,Omastar,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Thih-bō-thâng,Thih-bō-thâng,,鐵帽蟲,,,,化石盔,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Thih-bō-thâng,Thih-bō-thâng,,鐵帽蟲,,,,Kabuto,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Thih-liâm-to,Thih-liâm-to,,鐵鐮刀,,,,鐮刀盔,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Thih-liâm-to,Thih-liâm-to,,鐵鐮刀,,,,Kabutops,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Chio̍h-lêng-chiáu,Tsio̍h-lîng-tsiáu,,石龍鳥,,,,化石翼龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Chio̍h-lêng-chiáu,Tsio̍h-lîng-tsiáu,,石龍鳥,,,,Aerodactyl,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Khùn-tōa-ti,Khùn-tuā-ti,,睏大豬,,,,卡比獸,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Khùn-tōa-ti,Khùn-tuā-ti,,睏大豬,,,,Snorlax,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Khùn-tōa-sian,Khùn-tuā-sian,,睏大仙,,,,卡比獸,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Khùn-tōa-sian,Khùn-tuā-sian,,睏大仙,,,,Snorlax,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kek-tàng-chiáu,Kik-tàng-tsiáu,,激凍鳥,,,,急凍鳥,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Kek-tàng-chiáu,Kik-tàng-tsiáu,,激凍鳥,,,,Articuno,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Léng-tòng-chiáu,Líng-tòng-tsiáu,,冷凍鳥,,,,急凍鳥,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Léng-tòng-chiáu,Líng-tòng-tsiáu,,冷凍鳥,,,,Articuno,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Sih-nah-chiáu,Sih-nah-tsiáu,,爍爁鳥,,,,閃電鳥,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Sih-nah-chiáu,Sih-nah-tsiáu,,爍爁鳥,,,,Zapdos,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hóe-ke-bó,Hué-ke-bó,,火雞母,,,,火焰鳥,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hóe-ke-bó,Hué-ke-bó,,火雞母,,,,Moltres,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-phīⁿ-liông,Pe̍h-phīnn-liông,,白鼻龍,,,,迷你龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-phīⁿ-liông,Pe̍h-phīnn-liông,,白鼻龍,,,,Dratini,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-hīⁿ-liông,Pe̍h-hīnn-liông,,白耳龍,,,,哈克龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Pe̍h-hīⁿ-liông,Pe̍h-hīnn-liông,,白耳龍,,,,Dragonair,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Phiau-liông,Phiau-liông,,飆龍,,,,快龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Phiau-liông,Phiau-liông,,飆龍,,,,Dragonite,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tōa-kha-chhng-liông,Tuā-kha-tshng-liông,,大尻川龍,,,,快龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tōa-kha-chhng-liông,Tuā-kha-tshng-liông,,大尻川龍,,,,Dragonite,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tōa-bóe-chui-liông,Tuā-bué-tsui-liông,,大尾脽龍,,,,快龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tōa-bóe-chui-liông,Tuā-bué-tsui-liông,,大尾脽龍,,,,Dragonite,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Chāi-thian-liông,Tsāi-thian-liông,,在天龍,,,,快龍,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Chāi-thian-liông,Tsāi-thian-liông,,在天龍,,,,Dragonite,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Ō͘-kóe-bāng,Ōo-kué-bāng,,芋粿夢,,,,超夢,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Ō͘-kóe-bāng,Ōo-kué-bāng,,芋粿夢,,,,Mewtwo,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hún-chhiâng-bāng,Hún-tshiâng-bāng,,粉腸夢,,,,夢幻,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Hún-chhiâng-bāng,Hún-tshiâng-bāng,,粉腸夢,,,,Mew,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,Tang-chio̍h,Tang-tsio̍h,,東石,,,,東石,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,sèng-khì-koan,sìng-khì-kuan,,性器官,,,,性器官,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,ú-mô͘-kiû,ú-môo-kiû,,羽毛球,,,,羽毛球,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,siong-tiōng,siong-tiōng,,傷重,,,,瀕危,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,bîn-bāng,bîn-bāng,,眠夢,,,,沒門,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,ha̍k-khi,ha̍k-khi,,礐敧,,,,曲棍球,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,oai-kùn-á-kiû,uai-kùn-á-kiû,,歪棍仔球,,,,曲棍球,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,thang-khì-tah-pòo,thang-khì-tah-pòo,,通氣貼布,,,,透氣膠布,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,OK tah,OK tah,,,,,,OK繃,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,bōng,bōng,,妄,,,,妄,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,mó͘-oh,móo-oh,,,,,,莫耳,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,kián-muh,kián-muh,,,,,,遊戲,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,ó͘-khé-tah,óo-khé-tah,,,,,,OK繃,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,bo̍k-ní,bo̍k-ní,,莫耳,,,,莫耳,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,bó͘-lū-pòng,bóo-lū-pòng,,牡喻嗙,,,,墨爾本,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,bán-bah,bán-bah,,,,,,保險桿,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,khu-sióng,khu-sióng,,,,,,避震器,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
,,hāi-kheh,hāi-kheh,,械客,,,,駭客,ChhoeTaigi > ChhoeTaigi_iTaigiHoataiTuichiautian
