puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,za¹,,,,咤,,,,,dieghv > dioion.dict
,za¹,,,,吒,,,,,dieghv > dioion.dict
,za¹,,,,嗟,,,,,dieghv > dioion.dict
,za¹,,,,喳,,,,,dieghv > dioion.dict
,za¹,,,,揸,,,,,dieghv > dioion.dict
,za¹,,,,槎,,,,,dieghv > dioion.dict
,za¹,,,,茬,,,,,dieghv > dioion.dict
,za¹,,,,查,,,,,dieghv > dioion.dict
,za¹,,,,楂,,,,,dieghv > dioion.dict
,za¹,,,,猹,,,,,dieghv > dioion.dict
,za¹,,,,侘,,,,,dieghv > dioion.dict
,za¹,,,,碴,,,,,dieghv > dioion.dict
,za¹,,,,渣,,,,,dieghv > dioion.dict
,za¹,,,,溠,,,,,dieghv > dioion.dict
,za¹,,,,瘥,,,,,dieghv > dioion.dict
,za¹,,,,皻,,,,,dieghv > dioion.dict
,za¹,,,,齇,,,,,dieghv > dioion.dict
,za¹,,,,餷,,,,,dieghv > dioion.dict
,za¹,,,,蹉,,,,,dieghv > dioion.dict
,za¹,,,,髽,,,,,dieghv > dioion.dict
,za²,,,,蚤,,,,,dieghv > dioion.dict
,za²,,,,早,,,,,dieghv > dioion.dict
,za²,,,,昔,,,,,dieghv > dioion.dict
,za²,,,,昨,,,,,dieghv > dioion.dict
,za²,,,,痄,,,,,dieghv > dioion.dict
,za³,,,,乍,,,,,dieghv > dioion.dict
,za³,,,,咋,,,,,dieghv > dioion.dict
,za³,,,,怍,,,,,dieghv > dioion.dict
,za³,,,,怎,,,,,dieghv > dioion.dict
,za³,,,,榨,,,,,dieghv > dioion.dict
,za³,,,,搾,,,,,dieghv > dioion.dict
,za³,,,,窄,,,,,dieghv > dioion.dict
,za³,,,,炸,,,,,dieghv > dioion.dict
,za³,,,,柞,,,,,dieghv > dioion.dict
,za³,,,,蚱,,,,,dieghv > dioion.dict
,za³,,,,砟,,,,,dieghv > dioion.dict
,za³,,,,詐,,,,,dieghv > dioion.dict
,za³,,,,鮓,,,,,dieghv > dioion.dict
,zah⁴,,,,𠷿,,,,,dieghv > dioion.dict
,zah⁸,,,,卡,,,,,dieghv > dioion.dict
,zah⁸,,,,柵,,,,,dieghv > dioion.dict
,zah⁸,,,,炸,,,,,dieghv > dioion.dict
,zah⁸,,,,閘,,,,,dieghv > dioion.dict
,ca¹,,,,差,,,,,dieghv > dioion.dict
,ca¹,,,,岔,,,,,dieghv > dioion.dict
,ca¹,,,,嵯,,,,,dieghv > dioion.dict
,ca¹,,,,搓,,,,,dieghv > dioion.dict
,ca¹,,,,叉,,,,,dieghv > dioion.dict
,ca¹,,,,衩,,,,,dieghv > dioion.dict
,ca¹,,,,杈,,,,,dieghv > dioion.dict
,ca¹,,,,䟕,,,,,dieghv > dioion.dict
,ca¹,,,,汊,,,,,dieghv > dioion.dict
,ca²,,,,炒,,,,,dieghv > dioion.dict
,ca³,,,,詫,,,,,dieghv > dioion.dict
,ca³,,,,蹅,,,,,dieghv > dioion.dict
,ca³,,,,礤,,,,,dieghv > dioion.dict
,ca³,,,,姹,,,,,dieghv > dioion.dict
,ca³,,,,奼,,,,,dieghv > dioion.dict
,ca³,,,,仛,,,,,dieghv > dioion.dict
,cah⁴,,,,插,,,,,dieghv > dioion.dict
,cah⁴,,,,歃,,,,,dieghv > dioion.dict
,cah⁴,,,,臿,,,,,dieghv > dioion.dict
,cah⁴,,,,鍤,,,,,dieghv > dioion.dict
,ca⁵,,,,柴,,,,,dieghv > dioion.dict
,ca⁵,,,,垞,,,,,dieghv > dioion.dict
,sa¹,,,,沙,,,,,dieghv > dioion.dict
,sa¹,,,,筲,,,,,dieghv > dioion.dict
,sa¹,,,,莎,,,,,dieghv > dioion.dict
,sa³,,,,撒,,,,,dieghv > dioion.dict
,sa⁶,,,,傻,,,,,dieghv > dioion.dict
,sa⁶,,,,啥,,,,,dieghv > dioion.dict
,o¹,,,,窩,,,,,dieghv > dioion.dict
,o¹,,,,噢,,,,,dieghv > dioion.dict
,o¹,,,,啊,,,,,dieghv > dioion.dict
,o¹,,,,婀,,,,,dieghv > dioion.dict
,o¹,,,,媧,,,,,dieghv > dioion.dict
,o¹,,,,渦,,,,,dieghv > dioion.dict
,o¹,,,,呵,,,,,dieghv > dioion.dict
,o¹,,,,訶,,,,,dieghv > dioion.dict
,o¹,,,,萵,,,,,dieghv > dioion.dict
,o¹,,,,屙,,,,,dieghv > dioion.dict
,o¹,,,,阿,,,,,dieghv > dioion.dict
,o¹,,,,倭,,,,,dieghv > dioion.dict
,o²,,,,襖,,,,,dieghv > dioion.dict
,oⁿ³,,,,澳,,,,,dieghv > dioion.dict
,oⁿ³,,,,奧,,,,,dieghv > dioion.dict
,oⁿ³,,,,懊,,,,,dieghv > dioion.dict
,oⁿ³,,,,隩,,,,,dieghv > dioion.dict
,oⁿ³,,,,嶴,,,,,dieghv > dioion.dict
,o³,,,,圫,,,,,dieghv > dioion.dict
,oh⁴,,,,呃,,,,,dieghv > dioion.dict
,o⁵,,,,菏,,,,,dieghv > dioion.dict
,o⁵,,,,蚝,,,,,dieghv > dioion.dict
,oⁿ⁶,,,,臥,,,,,dieghv > dioion.dict
,o⁶,,,,荷,,,,,dieghv > dioion.dict
,o⁶,,,,嚄,,,,,dieghv > dioion.dict
,o⁷,,,,哦,,,,,dieghv > dioion.dict
,o⁷,,,,喔,,,,,dieghv > dioion.dict
,bo¹,,,,波,,,,,dieghv > dioion.dict
,bo¹,,,,嶓,,,,,dieghv > dioion.dict
