puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,,Têng,Tîng,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,螣,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,盯,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,瞪,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,蜒,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,庭,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,程,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,呈,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,橙,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Têng,Tîng,,裎,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,têng,tîng,,謄,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,têng,tîng,,重,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,定,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,掟,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,椗,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,錠,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,鄭,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,鄧,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,蹬,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tēng,Tīng,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,tēng,tīng,,限,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,tēng,tīng,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,tēng,tīng,,奠,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,tēng,tīng,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Ti,Ti,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Ti,Ti,,蜘,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Ti,Ti,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Ti,Ti,,知,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Ti,Ti,,椓,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,ti,ti,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,ti,ti,,豬,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,ti,ti,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tí,Tí,,呧,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tí,Tí,,軧,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tí,Tí,,邸,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Tí,Tí,,詆,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
