puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,hah⁴,,,,瓣,,,,,dieghv > dieziu.dict
,hah⁸,,,,合,,,,,dieghv > dieziu.dict
,hah⁸,,,,鉿,,,,,dieghv > dieziu.dict
,za¹,,,,咱,,,,,dieghv > dieziu.dict
,za¹,,,,咤,,,,,dieghv > dieziu.dict
,za¹,,,,吒,,,,,dieghv > dieziu.dict
,za¹,,,,嗟,,,,,dieghv > dieziu.dict
,za¹,,,,喳,,,,,dieghv > dieziu.dict
,za¹,,,,揸,,,,,dieghv > dieziu.dict
,za¹,,,,槎,,,,,dieghv > dieziu.dict
,za¹,,,,茬,,,,,dieghv > dieziu.dict
,za¹,,,,查,,,,,dieghv > dieziu.dict
,za¹,,,,楂,,,,,dieghv > dieziu.dict
,za¹,,,,猹,,,,,dieghv > dieziu.dict
,za¹,,,,侘,,,,,dieghv > dieziu.dict
,za¹,,,,碴,,,,,dieghv > dieziu.dict
,za¹,,,,渣,,,,,dieghv > dieziu.dict
,za¹,,,,溠,,,,,dieghv > dieziu.dict
,za¹,,,,瘥,,,,,dieghv > dieziu.dict
,za¹,,,,皻,,,,,dieghv > dieziu.dict
,za¹,,,,齇,,,,,dieghv > dieziu.dict
,za¹,,,,餷,,,,,dieghv > dieziu.dict
,za¹,,,,蹉,,,,,dieghv > dieziu.dict
,za¹,,,,髽,,,,,dieghv > dieziu.dict
,za²,,,,蚤,,,,,dieghv > dieziu.dict
,za²,,,,早,,,,,dieghv > dieziu.dict
,za²,,,,昔,,,,,dieghv > dieziu.dict
,za²,,,,昨,,,,,dieghv > dieziu.dict
,za²,,,,痄,,,,,dieghv > dieziu.dict
,za³,,,,乍,,,,,dieghv > dieziu.dict
,za³,,,,咋,,,,,dieghv > dieziu.dict
,za³,,,,怍,,,,,dieghv > dieziu.dict
,za³,,,,怎,,,,,dieghv > dieziu.dict
,za³,,,,榨,,,,,dieghv > dieziu.dict
,za³,,,,搾,,,,,dieghv > dieziu.dict
,za³,,,,窄,,,,,dieghv > dieziu.dict
,za³,,,,炸,,,,,dieghv > dieziu.dict
,za³,,,,柞,,,,,dieghv > dieziu.dict
,za³,,,,蚱,,,,,dieghv > dieziu.dict
,za³,,,,砟,,,,,dieghv > dieziu.dict
,za³,,,,詐,,,,,dieghv > dieziu.dict
,za³,,,,鮓,,,,,dieghv > dieziu.dict
,zah⁴,,,,𠷿,,,,,dieghv > dieziu.dict
,zah⁸,,,,卡,,,,,dieghv > dieziu.dict
,zah⁸,,,,柵,,,,,dieghv > dieziu.dict
,zah⁸,,,,炸,,,,,dieghv > dieziu.dict
,zah⁸,,,,閘,,,,,dieghv > dieziu.dict
,ca¹,,,,差,,,,,dieghv > dieziu.dict
,ca¹,,,,岔,,,,,dieghv > dieziu.dict
,ca¹,,,,嵯,,,,,dieghv > dieziu.dict
,ca¹,,,,搓,,,,,dieghv > dieziu.dict
,ca¹,,,,叉,,,,,dieghv > dieziu.dict
,ca¹,,,,衩,,,,,dieghv > dieziu.dict
,ca¹,,,,杈,,,,,dieghv > dieziu.dict
,ca¹,,,,䟕,,,,,dieghv > dieziu.dict
,ca¹,,,,汊,,,,,dieghv > dieziu.dict
,ca²,,,,炒,,,,,dieghv > dieziu.dict
,ca³,,,,詫,,,,,dieghv > dieziu.dict
,ca³,,,,蹅,,,,,dieghv > dieziu.dict
,ca³,,,,礤,,,,,dieghv > dieziu.dict
,ca³,,,,姹,,,,,dieghv > dieziu.dict
,ca³,,,,奼,,,,,dieghv > dieziu.dict
,ca³,,,,仛,,,,,dieghv > dieziu.dict
,cah⁴,,,,插,,,,,dieghv > dieziu.dict
,cah⁴,,,,歃,,,,,dieghv > dieziu.dict
,cah⁴,,,,臿,,,,,dieghv > dieziu.dict
,cah⁴,,,,鍤,,,,,dieghv > dieziu.dict
,ca⁵,,,,柴,,,,,dieghv > dieziu.dict
,ca⁵,,,,垞,,,,,dieghv > dieziu.dict
,sa¹,,,,沙,,,,,dieghv > dieziu.dict
,sa¹,,,,筲,,,,,dieghv > dieziu.dict
,sa¹,,,,莎,,,,,dieghv > dieziu.dict
,sa³,,,,撒,,,,,dieghv > dieziu.dict
,sa⁶,,,,傻,,,,,dieghv > dieziu.dict
,sa⁶,,,,啥,,,,,dieghv > dieziu.dict
,o¹,,,,窩,,,,,dieghv > dieziu.dict
,o¹,,,,噢,,,,,dieghv > dieziu.dict
,o¹,,,,啊,,,,,dieghv > dieziu.dict
,o¹,,,,婀,,,,,dieghv > dieziu.dict
,o¹,,,,媧,,,,,dieghv > dieziu.dict
,o¹,,,,渦,,,,,dieghv > dieziu.dict
,o¹,,,,呵,,,,,dieghv > dieziu.dict
,o¹,,,,訶,,,,,dieghv > dieziu.dict
,o¹,,,,萵,,,,,dieghv > dieziu.dict
,o¹,,,,屙,,,,,dieghv > dieziu.dict
,o¹,,,,阿,,,,,dieghv > dieziu.dict
,o¹,,,,倭,,,,,dieghv > dieziu.dict
,o²,,,,襖,,,,,dieghv > dieziu.dict
,o³,,,,澳,,,,,dieghv > dieziu.dict
,o³,,,,奧,,,,,dieghv > dieziu.dict
,o³,,,,懊,,,,,dieghv > dieziu.dict
,o³,,,,隩,,,,,dieghv > dieziu.dict
,o³,,,,嶴,,,,,dieghv > dieziu.dict
,o³,,,,圫,,,,,dieghv > dieziu.dict
,oh⁴,,,,呃,,,,,dieghv > dieziu.dict
,o⁵,,,,菏,,,,,dieghv > dieziu.dict
,o⁵,,,,蚝,,,,,dieghv > dieziu.dict
,o⁵,,,,荷,,,,,dieghv > dieziu.dict
,o⁶,,,,臥,,,,,dieghv > dieziu.dict
,o⁶,,,,荷,,,,,dieghv > dieziu.dict
,o⁶,,,,嚄,,,,,dieghv > dieziu.dict
,o⁷,,,,哦,,,,,dieghv > dieziu.dict
,o⁷,,,,喔,,,,,dieghv > dieziu.dict
,bo¹,,,,波,,,,,dieghv > dieziu.dict
,bo¹,,,,嶓,,,,,dieghv > dieziu.dict
,bo¹,,,,坡,,,,,dieghv > dieziu.dict
,bo¹,,,,玻,,,,,dieghv > dieziu.dict
,bo¹,,,,啵,,,,,dieghv > dieziu.dict
,bo¹,,,,菠,,,,,dieghv > dieziu.dict
,bo¹,,,,陂,,,,,dieghv > dieziu.dict
,bo²,,,,保,,,,,dieghv > dieziu.dict
,bo²,,,,寶,,,,,dieghv > dieziu.dict
,bo³,,,,報,,,,,dieghv > dieziu.dict
,boh⁴,,,,舶,,,,,dieghv > dieziu.dict
,boh⁴,,,,駁,,,,,dieghv > dieziu.dict
,bo⁵,,,,婆,,,,,dieghv > dieziu.dict
,bo⁷,,,,薄,,,,,dieghv > dieziu.dict
,boh⁸,,,,泊,,,,,dieghv > dieziu.dict
,boh⁸,,,,礴,,,,,dieghv > dieziu.dict
,boh⁸,,,,薄,,,,,dieghv > dieziu.dict
,boh⁸,,,,鉑,,,,,dieghv > dieziu.dict
,boh⁸,,,,箔,,,,,dieghv > dieziu.dict
,po²,,,,叵,,,,,dieghv > dieziu.dict
,po²,,,,跛,,,,,dieghv > dieziu.dict
,po²,,,,鉕,,,,,dieghv > dieziu.dict
,po²,,,,頗,,,,,dieghv > dieziu.dict
,po²,,,,笸,,,,,dieghv > dieziu.dict
,poh⁴,,,,粕,,,,,dieghv > dieziu.dict
,po⁵,,,,皤,,,,,dieghv > dieziu.dict
,po⁵,,,,婆,,,,,dieghv > dieziu.dict
,po⁶,,,,抱,,,,,dieghv > dieziu.dict
,mo¹,,,,芼,,,,,dieghv > dieziu.dict
,mo¹,,,,嘛,,,,,dieghv > dieziu.dict
,mo¹,,,,饃,,,,,dieghv > dieziu.dict
,mo²,,,,孬,,,,,dieghv > dieziu.dict
,moh⁴,,,,麽,,,,,dieghv > dieziu.dict
,moh⁴,,,,麼,,,,,dieghv > dieziu.dict
,mo⁵,,,,摩,,,,,dieghv > dieziu.dict
,mo⁵,,,,蘑,,,,,dieghv > dieziu.dict
,mo⁵,,,,摹,,,,,dieghv > dieziu.dict
,mo⁵,,,,毛,,,,,dieghv > dieziu.dict
,mo⁵,,,,嫫,,,,,dieghv > dieziu.dict
,mo⁵,,,,蟆,,,,,dieghv > dieziu.dict
,mo⁵,,,,謨,,,,,dieghv > dieziu.dict
,mo⁵,,,,模,,,,,dieghv > dieziu.dict
,mo⁵,,,,魔,,,,,dieghv > dieziu.dict
,mo⁶,,,,募,,,,,dieghv > dieziu.dict
,mo⁶,,,,墓,,,,,dieghv > dieziu.dict
,mo⁶,,,,慕,,,,,dieghv > dieziu.dict
,mo⁶,,,,幕,,,,,dieghv > dieziu.dict
,mo⁶,,,,暮,,,,,dieghv > dieziu.dict
,mo⁶,,,,莫,,,,,dieghv > dieziu.dict
,mo⁷,,,,望,,,,,dieghv > dieziu.dict
,moh⁸,,,,漠,,,,,dieghv > dieziu.dict
,moh⁸,,,,瘼,,,,,dieghv > dieziu.dict
,moh⁸,,,,膜,,,,,dieghv > dieziu.dict
,bho²,,,,姥,,,,,dieghv > dieziu.dict
,bho²,,,,母,,,,,dieghv > dieziu.dict
,bho²,,,,拇,,,,,dieghv > dieziu.dict
,bho⁵,,,,无,,,,,dieghv > dieziu.dict
,bho⁵,,,,毋,,,,,dieghv > dieziu.dict
,bho⁵,,,,無,,,,,dieghv > dieziu.dict
,bho⁵,,,,亡,,,,,dieghv > dieziu.dict
,bho⁷,,,,帽,,,,,dieghv > dieziu.dict
,bho⁷,,,,磨,,,,,dieghv > dieziu.dict
,do¹,,,,刀,,,,,dieghv > dieziu.dict
,do¹,,,,敠,,,,,dieghv > dieziu.dict
,do¹,,,,敪,,,,,dieghv > dieziu.dict
,do¹,,,,多,,,,,dieghv > dieziu.dict
,do¹,,,,哆,,,,,dieghv > dieziu.dict
,do²,,,,倒,,,,,dieghv > dieziu.dict
,do²,,,,嚲,,,,,dieghv > dieziu.dict
,do²,,,,短,,,,,dieghv > dieziu.dict
,do³,,,,戴,,,,,dieghv > dieziu.dict
,do³,,,,倒,,,,,dieghv > dieziu.dict
,doh⁴,,,,卓,,,,,dieghv > dieziu.dict
,doh⁴,,,,倬,,,,,dieghv > dieziu.dict
,doh⁴,,,,桌,,,,,dieghv > dieziu.dict
,doh⁴,,,,啄,,,,,dieghv > dieziu.dict
,doh⁴,,,,踔,,,,,dieghv > dieziu.dict
,doh⁴,,,,諑,,,,,dieghv > dieziu.dict
,do⁵,,,,剁,,,,,dieghv > dieziu.dict
,do⁵,,,,垛,,,,,dieghv > dieziu.dict
,do⁵,,,,朵,,,,,dieghv > dieziu.dict
,do⁵,,,,埵,,,,,dieghv > dieziu.dict
,do⁵,,,,跺,,,,,dieghv > dieziu.dict
,do⁵,,,,躲,,,,,dieghv > dieziu.dict
,do⁵,,,,逃,,,,,dieghv > dieziu.dict
,do⁶,,,,在,,,,,dieghv > dieziu.dict
,do⁶,,,,垛,,,,,dieghv > dieziu.dict
,do⁶,,,,朵,,,,,dieghv > dieziu.dict
,do⁷,,,,代,,,,,dieghv > dieziu.dict
,do⁷,,,,袋,,,,,dieghv > dieziu.dict
,do⁷,,,,埭,,,,,dieghv > dieziu.dict
,doh⁸,,,,擇,,,,,dieghv > dieziu.dict
,doh⁸,,,,奪,,,,,dieghv > dieziu.dict
,to¹,,,,胎,,,,,dieghv > dieziu.dict
,to²,,,,妥,,,,,dieghv > dieziu.dict
,to²,,,,炧,,,,,dieghv > dieziu.dict
,to²,,,,唾,,,,,dieghv > dieziu.dict
,to²,,,,橢,,,,,dieghv > dieziu.dict
,to²,,,,討,,,,,dieghv > dieziu.dict
,to³,,,,退,,,,,dieghv > dieziu.dict
,to³,,,,蛻,,,,,dieghv > dieziu.dict
,to³,,,,褪,,,,,dieghv > dieziu.dict
,toh⁴,,,,拓,,,,,dieghv > dieziu.dict
,toh⁴,,,,搨,,,,,dieghv > dieziu.dict
,toh⁴,,,,托,,,,,dieghv > dieziu.dict
,toh⁴,,,,庹,,,,,dieghv > dieziu.dict
,toh⁴,,,,託,,,,,dieghv > dieziu.dict
,toh⁴,,,,蘀,,,,,dieghv > dieziu.dict
,toh⁴,,,,籜,,,,,dieghv > dieziu.dict
,to⁵,,,,桃,,,,,dieghv > dieziu.dict
,to⁵,,,,柁,,,,,dieghv > dieziu.dict
,to⁵,,,,沱,,,,,dieghv > dieziu.dict
,to⁵,,,,跎,,,,,dieghv > dieziu.dict
,to⁵,,,,坨,,,,,dieghv > dieziu.dict
,to⁵,,,,酡,,,,,dieghv > dieziu.dict
,to⁵,,,,陀,,,,,dieghv > dieziu.dict
,to⁵,,,,馱,,,,,dieghv > dieziu.dict
,to⁵,,,,砣,,,,,dieghv > dieziu.dict
,to⁵,,,,駝,,,,,dieghv > dieziu.dict
,to⁵,,,,鮀,,,,,dieghv > dieziu.dict
,to⁵,,,,鴕,,,,,dieghv > dieziu.dict
,to⁵,,,,鼉,,,,,dieghv > dieziu.dict
,to⁵,,,,鼧,,,,,dieghv > dieziu.dict
,to⁵,,,,萄,,,,,dieghv > dieziu.dict
,toh⁸,,,,駝,,,,,dieghv > dieziu.dict
,no³,,,,努,,,,,dieghv > dieziu.dict
,no³,,,,懦,,,,,dieghv > dieziu.dict
,no³,,,,耨,,,,,dieghv > dieziu.dict
,no³,,,,糯,,,,,dieghv > dieziu.dict
,no³,,,,砮,,,,,dieghv > dieziu.dict
,no³,,,,駑,,,,,dieghv > dieziu.dict
,no⁵,,,,娜,,,,,dieghv > dieziu.dict
