puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source
tan,,,,殫,,,,,,teochew.chars
tan,,,,鄲,,,,,,teochew.chars
tang,,,,中,,,,,,teochew.chars
tang,,,,冬,,,,,,teochew.chars
tang,,,,噹,,,,,,teochew.chars
tang,,,,東,,,,,,teochew.chars
tap,,,,瘩,,,,,,teochew.chars
tap,,,,答,,,,,,teochew.chars
tau,,,,兜,,,,,,teochew.chars
tau,,,,逗,,,,,,teochew.chars
ta̍h,,,,誻,,,,,,teochew.chars
ta̍h,,,,譗,,,,,,teochew.chars
ta̍h,,,,踏,,,,,,teochew.chars
ta̍k,,,,度,,,,,,teochew.chars
ta̍k,,,,毒,,,,,,teochew.chars
ta̍k,,,,獨,,,,,,teochew.chars
ta̍p,,,,答,,,,,,teochew.chars
ta̍t,,,,値,,,,,,teochew.chars
ta̍t,,,,值,,,,,,teochew.chars
ta̍t,,,,達,,,,,,teochew.chars
taⁿ,,,,今,,,,,,teochew.chars
taⁿ,,,,担,,,,,,teochew.chars
taⁿ,,,,擔,,,,,,teochew.chars
teh,,,,壓,,,,,,teochew.chars
tek,,,,嫡,,,,,,teochew.chars
tek,,,,德,,,,,,teochew.chars
tek,,,,竹,,,,,,teochew.chars
tek,,,,竺,,,,,,teochew.chars
teng,,,,丁,,,,,,teochew.chars
teng,,,,叮,,,,,,teochew.chars
teng,,,,徵,,,,,,teochew.chars
teng,,,,燈,,,,,,teochew.chars
teng,,,,癥,,,,,,teochew.chars
teng,,,,登,,,,,,teochew.chars
teng,,,,盯,,,,,,teochew.chars
teng,,,,蹬,,,,,,teochew.chars
teng,,,,酊,,,,,,teochew.chars
teng,,,,釘,,,,,,teochew.chars
te̍k,,,,敵,,,,,,teochew.chars
te̍k,,,,滌,,,,,,teochew.chars
te̍k,,,,特,,,,,,teochew.chars
te̍k,,,,狄,,,,,,teochew.chars
te̍k,,,,的,,,,,,teochew.chars
te̍k,,,,笛,,,,,,teochew.chars
te̍k,,,,翟,,,,,,teochew.chars
te̍k,,,,蟄,,,,,,teochew.chars
te̍k,,,,軸,,,,,,teochew.chars
te̍k,,,,迪,,,,,,teochew.chars
te̍k,,,,鹿,,,,,,teochew.chars
teⁿ,,,,蹬,,,,,,teochew.chars
tha,,,,他,,,,,,teochew.chars
tha,,,,她,,,,,,teochew.chars
tha,,,,它,,,,,,teochew.chars
tha,,,,牠,,,,,,teochew.chars
tha,,,,祂,,,,,,teochew.chars
thah,,,,塔,,,,,,teochew.chars
thai,,,,篩,,,,,,teochew.chars
thai,,,,苔,,,,,,teochew.chars
thai,,,,颱,,,,,,teochew.chars
thak,,,,塞,,,,,,teochew.chars
thak,,,,拓,,,,,,teochew.chars
thak,,,,撻,,,,,,teochew.chars
tham,,,,貪,,,,,,teochew.chars
than,,,,坍,,,,,,teochew.chars
than,,,,癱,,,,,,teochew.chars
thang,,,,蹚,,,,,,teochew.chars
thang,,,,通,,,,,,teochew.chars
thap,,,,塌,,,,,,teochew.chars
thap,,,,蹋,,,,,,teochew.chars
thap,,,,遢,,,,,,teochew.chars
that,,,,噠,,,,,,teochew.chars
that,,,,踢,,,,,,teochew.chars
thau,,,,偷,,,,,,teochew.chars
thau,,,,滔,,,,,,teochew.chars
thau,,,,絛,,,,,,teochew.chars
tha̍h,,,,疊,,,,,,teochew.chars
tha̍k,,,,蠹,,,,,,teochew.chars
tha̍k,,,,讀,,,,,,teochew.chars
tha̍p,,,,塌,,,,,,teochew.chars
theh,,,,裼,,,,,,teochew.chars
thek,,,,剔,,,,,,teochew.chars
thek,,,,彳,,,,,,teochew.chars
thek,,,,忑,,,,,,teochew.chars
thek,,,,忒,,,,,,teochew.chars
thek,,,,惕,,,,,,teochew.chars
thek,,,,搐,,,,,,teochew.chars
thek,,,,禿,,,,,,teochew.chars
thek,,,,踢,,,,,,teochew.chars
theng,,,,汀,,,,,,teochew.chars
theng,,,,烴,,,,,,teochew.chars
theng,,,,窓,,,,,,teochew.chars
theng,,,,窗,,,,,,teochew.chars
the̍h,,,,宅,,,,,,teochew.chars
theⁿ,,,,撐,,,,,,teochew.chars
thiah,,,,拆,,,,,,teochew.chars
thiam,,,,添,,,,,,teochew.chars
thiap,,,,帖,,,,,,teochew.chars
thiap,,,,貼,,,,,,teochew.chars
thiau,,,,挑,,,,,,teochew.chars
thiau,,,,迢,,,,,,teochew.chars
thiaⁿ,,,,廳,,,,,,teochew.chars
thiaⁿ,,,,聽,,,,,,teochew.chars
thie,,,,挑,,,,,,teochew.chars
thien,,,,天,,,,,,teochew.chars
thiet,,,,徹,,,,,,teochew.chars
thiet,,,,撤,,,,,,teochew.chars
thiet,,,,澈,,,,,,teochew.chars
thiet,,,,轍,,,,,,teochew.chars
thih,,,,忒,,,,,,teochew.chars
thih,,,,鐵,,,,,,teochew.chars
thiok,,,,畜,,,,,,teochew.chars
thiok,,,,蓄,,,,,,teochew.chars
thit,,,,佚,,,,,,teochew.chars
thiu,,,,抽,,,,,,teochew.chars
thiàng,,,,暢,,,,,,teochew.chars
thiàu,,,,超,,,,,,teochew.chars
thiàu,,,,跳,,,,,,teochew.chars
thiàⁿ,,,,痛,,,,,,teochew.chars
thiám,,,,忝,,,,,,teochew.chars
thiám,,,,舔,,,,,,teochew.chars
thiáu,,,,眺,,,,,,teochew.chars
thiáu,,,,窕,,,,,,teochew.chars
thiâm,,,,恬,,,,,,teochew.chars
thiâu,,,,調,,,,,,teochew.chars
thiâu,,,,鮡,,,,,,teochew.chars
thiâⁿ,,,,呈,,,,,,teochew.chars
thiâⁿ,,,,程,,,,,,teochew.chars
thiãu,,,,柱,,,,,,teochew.chars
thiè,,,,糶,,,,,,teochew.chars
thién,,,,腆,,,,,,teochew.chars
thiên,,,,填,,,,,,teochew.chars
thiên,,,,瞋,,,,,,teochew.chars
thiú,,,,丑,,,,,,teochew.chars
thiû,,,,儔,,,,,,teochew.chars
thiû,,,,濤,,,,,,teochew.chars
thiû,,,,疇,,,,,,teochew.chars
thiû,,,,籌,,,,,,teochew.chars
thiû,,,,躊,,,,,,teochew.chars
thiⁿ,,,,天,,,,,,teochew.chars
thiⁿ,,,,添,,,,,,teochew.chars
thng,,,,湯,,,,,,teochew.chars
thn̂g,,,,糖,,,,,,teochew.chars
thn̄g,,,,捅,,,,,,teochew.chars
thn̄g,,,,撞,,,,,,teochew.chars
tho,,,,推,,,,,,teochew.chars
tho,,,,胎,,,,,,teochew.chars
thoh,,,,托,,,,,,teochew.chars
thoh,,,,託,,,,,,teochew.chars
thoh,,,,魄,,,,,,teochew.chars
thoih,,,,代,,,,,,teochew.chars
thok,,,,禿,,,,,,teochew.chars
thong,,,,通,,,,,,teochew.chars
tho̍h,,,,駝,,,,,,teochew.chars
thua,,,,拖,,,,,,teochew.chars
thuah,,,,獺,,,,,,teochew.chars
thuaⁿ,,,,攤,,,,,,teochew.chars
thuaⁿ,,,,灘,,,,,,teochew.chars
thuaⁿ,,,,癱,,,,,,teochew.chars
thue,,,,頹,,,,,,teochew.chars
thui,,,,推,,,,,,teochew.chars
thui,,,,梯,,,,,,teochew.chars
thun,,,,吞,,,,,,teochew.chars
thun,,,,飩,,,,,,teochew.chars
thut,,,,脫,,,,,,teochew.chars
thut,,,,黜,,,,,,teochew.chars
thuân,,,,傳,,,,,,teochew.chars
thuân,,,,團,,,,,,teochew.chars
thuân,,,,糰,,,,,,teochew.chars
thài,,,,傣,,,,,,teochew.chars
thài,,,,太,,,,,,teochew.chars
thài,,,,態,,,,,,teochew.chars
thài,,,,汰,,,,,,teochew.chars
thài,,,,泰,,,,,,teochew.chars
thài,,,,酞,,,,,,teochew.chars
thài,,,,鈦,,,,,,teochew.chars
thàm,,,,嘆,,,,,,teochew.chars
thàm,,,,探,,,,,,teochew.chars
thàn,,,,賺,,,,,,teochew.chars
thàn,,,,贃,,,,,,teochew.chars
thàn,,,,趁,,,,,,teochew.chars
thàng,,,,亙,,,,,,teochew.chars
thàng,,,,通,,,,,,teochew.chars
thàu,,,,套,,,,,,teochew.chars
thàu,,,,透,,,,,,teochew.chars
thái,,,,癩,,,,,,teochew.chars
thán,,,,坦,,,,,,teochew.chars
thán,,,,忐,,,,,,teochew.chars
thán,,,,毯,,,,,,teochew.chars
thán,,,,袒,,,,,,teochew.chars
tháng,,,,倘,,,,,,teochew.chars
tháng,,,,帑,,,,,,teochew.chars
tháng,,,,桶,,,,,,teochew.chars
tháng,,,,淌,,,,,,teochew.chars
tháng,,,,趟,,,,,,teochew.chars
tháng,,,,躺,,,,,,teochew.chars
tháu,,,,㪗,,,,,,teochew.chars
thâi,,,,刣,,,,,,teochew.chars
thâi,,,,台,,,,,,teochew.chars
thâi,,,,抬,,,,,,teochew.chars
thâi,,,,檯,,,,,,teochew.chars
thâi,,,,臺,,,,,,teochew.chars
thâm,,,,壇,,,,,,teochew.chars
thâm,,,,撢,,,,,,teochew.chars
thâm,,,,撣,,,,,,teochew.chars
thâm,,,,潭,,,,,,teochew.chars
thâm,,,,痰,,,,,,teochew.chars
thâm,,,,罈,,,,,,teochew.chars
thâm,,,,談,,,,,,teochew.chars
thâm,,,,譚,,,,,,teochew.chars
thân,,,,彈,,,,,,teochew.chars
thân,,,,檀,,,,,,teochew.chars
thâng,,,,唐,,,,,,teochew.chars
thâng,,,,堂,,,,,,teochew.chars
thâng,,,,塘,,,,,,teochew.chars
thâng,,,,搪,,,,,,teochew.chars
thâng,,,,桐,,,,,,teochew.chars
thâng,,,,棠,,,,,,teochew.chars
thâng,,,,膛,,,,,,teochew.chars
thâng,,,,虫,,,,,,teochew.chars
thâng,,,,蟲,,,,,,teochew.chars
thâu,,,,掏,,,,,,teochew.chars
thâu,,,,淘,,,,,,teochew.chars
thâu,,,,陶,,,,,,teochew.chars
thâu,,,,頭,,,,,,teochew.chars
thãi,,,,待,,,,,,teochew.chars
thãng,,,,動,,,,,,teochew.chars
thèng,,,,亂,,,,,,teochew.chars
thèng,,,,聽,,,,,,teochew.chars
théng,,,,懲,,,,,,teochew.chars
théng,,,,挺,,,,,,teochew.chars
théng,,,,潁,,,,,,teochew.chars
théng,,,,穎,,,,,,teochew.chars
théng,,,,艇,,,,,,teochew.chars
théng,,,,逞,,,,,,teochew.chars
thêng,,,,停,,,,,,teochew.chars
thêng,,,,婷,,,,,,teochew.chars
thêng,,,,庭,,,,,,teochew.chars
thêng,,,,廷,,,,,,teochew.chars
thêng,,,,澄,,,,,,teochew.chars
thêng,,,,瞪,,,,,,teochew.chars
thêng,,,,程,,,,,,teochew.chars
thêng,,,,蜓,,,,,,teochew.chars
thêng,,,,謄,,,,,,teochew.chars
thêng,,,,騰,,,,,,teochew.chars
thì,,,,剃,,,,,,teochew.chars
thì,,,,嚏,,,,,,teochew.chars
thì,,,,屜,,,,,,teochew.chars
thì,,,,替,,,,,,teochew.chars
thì,,,,涕,,,,,,teochew.chars
thì,,,,滯,,,,,,teochew.chars
thì,,,,看,,,,,,teochew.chars
thì,,,,睇,,,,,,teochew.chars
thì,,,,締,,,,,,teochew.chars
thì,,,,翅,,,,,,teochew.chars
thí,,,,體,,,,,,teochew.chars
thî,,,,啼,,,,,,teochew.chars
thî,,,,持,,,,,,teochew.chars
thî,,,,提,,,,,,teochew.chars
thîn,,,,陳,,,,,,teochew.chars
thò,,,,蛻,,,,,,teochew.chars
thò,,,,褪,,,,,,teochew.chars
thò,,,,退,,,,,,teochew.chars
thòi,,,,代,,,,,,teochew.chars
thòi,,,,替,,,,,,teochew.chars
thòng,,,,痛,,,,,,teochew.chars
thòu,,,,兎,,,,,,teochew.chars
thòu,,,,兔,,,,,,teochew.chars
thòu,,,,吐,,,,,,teochew.chars
thó,,,,妥,,,,,,teochew.chars
thó,,,,橢,,,,,,teochew.chars
thó,,,,討,,,,,,teochew.chars
thói,,,,體,,,,,,teochew.chars
thóiⁿ,,,,看,,,,,,teochew.chars
thóiⁿ,,,,睇,,,,,,teochew.chars
thóng,,,,塚,,,,,,teochew.chars
thóng,,,,寵,,,,,,teochew.chars
thóng,,,,捅,,,,,,teochew.chars
thóng,,,,統,,,,,,teochew.chars
thóu,,,,凸,,,,,,teochew.chars
thóu,,,,土,,,,,,teochew.chars
thô,,,,佗,,,,,,teochew.chars
thô,,,,桃,,,,,,teochew.chars
thô,,,,萄,,,,,,teochew.chars
thô,,,,陀,,,,,,teochew.chars
thô,,,,馱,,,,,,teochew.chars
thô,,,,鴕,,,,,,teochew.chars
thông,,,,仝,,,,,,teochew.chars
thông,,,,侗,,,,,,teochew.chars
thông,,,,幢,,,,,,teochew.chars
thông,,,,彤,,,,,,teochew.chars
thông,,,,恫,,,,,,teochew.chars
thông,,,,桐,,,,,,teochew.chars
thông,,,,洞,,,,,,teochew.chars
thông,,,,瞳,,,,,,teochew.chars
thông,,,,童,,,,,,teochew.chars
thông,,,,衕,,,,,,teochew.chars
thông,,,,酮,,,,,,teochew.chars
thôu,,,,塗,,,,,,teochew.chars
thõ,,,,唾,,,,,,teochew.chars
thùaⁿ,,,,炭,,,,,,teochew.chars
thùaⁿ,,,,碳,,,,,,teochew.chars
thúaⁿ,,,,鏟,,,,,,teochew.chars
thúi,,,,腿,,,,,,teochew.chars
thún,,,,氽,,,,,,teochew.chars
thû,,,,儲,,,,,,teochew.chars
thû,,,,圖,,,,,,teochew.chars
thû,,,,塗,,,,,,teochew.chars
thû,,,,徒,,,,,,teochew.chars
thû,,,,滁,,,,,,teochew.chars
thû,,,,荼,,,,,,teochew.chars
thû,,,,躇,,,,,,teochew.chars
thû,,,,途,,,,,,teochew.chars
thûe,,,,㿗,,,,,,teochew.chars
thûi,,,,槌,,,,,,teochew.chars
thûi,,,,錘,,,,,,teochew.chars
thûn,,,,囤,,,,,,teochew.chars
thûn,,,,塵,,,,,,teochew.chars
thûn,,,,屯,,,,,,teochew.chars
thûn,,,,燂,,,,,,teochew.chars
thûn,,,,臀,,,,,,teochew.chars
thûn,,,,豚,,,,,,teochew.chars
thē,,,,蜇,,,,,,teochew.chars
thĩ,,,,痔,,,,,,teochew.chars
thīⁿ,,,,縫,,,,,,teochew.chars
thōng,,,,洞,,,,,,teochew.chars
thūi,,,,墜,,,,,,teochew.chars
thǹg,,,,燙,,,,,,teochew.chars
thǹg,,,,褪,,,,,,teochew.chars
thẽng,,,,等,,,,,,teochew.chars
ti,,,,低,,,,,,teochew.chars
ti,,,,嘀,,,,,,teochew.chars
ti,,,,的,,,,,,teochew.chars
ti,,,,知,,,,,,teochew.chars
ti,,,,祗,,,,,,teochew.chars
ti,,,,蜘,,,,,,teochew.chars
ti,,,,遲,,,,,,teochew.chars
tia,,,,爹,,,,,,teochew.chars
tia,,,,爺,,,,,,teochew.chars
tiah,,,,嫡,,,,,,teochew.chars
tiah,,,,摘,,,,,,teochew.chars
tiak,,,,耋,,,,,,teochew.chars
tiam,,,,掂,,,,,,teochew.chars
tiam,,,,沾,,,,,,teochew.chars
tiam,,,,玷,,,,,,teochew.chars
tiam,,,,砧,,,,,,teochew.chars
tiam,,,,硯,,,,,,teochew.chars
tiam,,,,霑,,,,,,teochew.chars
tiau,,,,凋,,,,,,teochew.chars
tiau,,,,刁,,,,,,teochew.chars
tiau,,,,叼,,,,,,teochew.chars
tiau,,,,碉,,,,,,teochew.chars
tiau,,,,貂,,,,,,teochew.chars
tiau,,,,雕,,,,,,teochew.chars
tiau,,,,鵰,,,,,,teochew.chars
tia̍h,,,,䨀,,,,,,teochew.chars
tia̍h,,,,糴,,,,,,teochew.chars
tia̍p,,,,疊,,,,,,teochew.chars
tia̍p,,,,蝶,,,,,,teochew.chars
tia̍p,,,,諜,,,,,,teochew.chars
tia̍p,,,,鍱,,,,,,teochew.chars
tien,,,,巔,,,,,,teochew.chars
tien,,,,滇,,,,,,teochew.chars
tien,,,,珍,,,,,,teochew.chars
tien,,,,癲,,,,,,teochew.chars
tien,,,,顚,,,,,,teochew.chars
tien,,,,顛,,,,,,teochew.chars
tiet,,,,哲,,,,,,teochew.chars
tiet,,,,桎,,,,,,teochew.chars
tiet,,,,瓞,,,,,,teochew.chars
tiet,,,,秩,,,,,,teochew.chars
tiet,,,,窒,,,,,,teochew.chars
tiet,,,,膣,,,,,,teochew.chars
tiet,,,,蛭,,,,,,teochew.chars
tiet,,,,蜇,,,,,,teochew.chars
tiet,,,,跌,,,,,,teochew.chars
tiet,,,,輒,,,,,,teochew.chars
tiet,,,,迭,,,,,,teochew.chars
tie̍h,,,,着,,,,,,teochew.chars
tie̍t,,,,侄,,,,,,teochew.chars
tie̍t,,,,姪,,,,,,teochew.chars
tieⁿ,,,,張,,,,,,teochew.chars
tih,,,,滴,,,,,,teochew.chars
tih,,,,蒂,,,,,,teochew.chars
tim,,,,㶩,,,,,,teochew.chars
tim,,,,郴,,,,,,teochew.chars
tim,,,,鴆,,,,,,teochew.chars
tin,,,,籐,,,,,,teochew.chars
tin,,,,顚,,,,,,teochew.chars
tin,,,,顛,,,,,,teochew.chars
tit,,,,得,,,,,,teochew.chars
tiu,,,,丟,,,,,,teochew.chars
tiàm,,,,坫,,,,,,teochew.chars
tiàm,,,,店,,,,,,teochew.chars
tiàm,,,,惦,,,,,,teochew.chars
tiàu,,,,吊,,,,,,teochew.chars
tiàu,,,,弔,,,,,,teochew.chars
tiám,,,,㸃,,,,,,teochew.chars
tiám,,,,點,,,,,,teochew.chars
tiáⁿ,,,,鼎,,,,,,teochew.chars
tiâm,,,,恬,,,,,,teochew.chars
tiâm,,,,甜,,,,,,teochew.chars
tiâng,,,,誰,,,,,,teochew.chars
tiâu,,,,條,,,,,,teochew.chars
tiâⁿ,,,,呈,,,,,,teochew.chars
tiâⁿ,,,,埕,,,,,,teochew.chars
tiâⁿ,,,,庭,,,,,,teochew.chars
tiãu,,,,兆,,,,,,teochew.chars
tiãu,,,,召,,,,,,teochew.chars
tiãⁿ,,,,錠,,,,,,teochew.chars
tièⁿ,,,,帳,,,,,,teochew.chars
tièⁿ,,,,脹,,,,,,teochew.chars
tièⁿ,,,,賬,,,,,,teochew.chars
tièⁿ,,,,釣,,,,,,teochew.chars
tién,,,,典,,,,,,teochew.chars
tién,,,,展,,,,,,teochew.chars
tién,,,,碘,,,,,,teochew.chars
tién,,,,碾,,,,,,teochew.chars
tién,,,,腆,,,,,,teochew.chars
tién,,,,輾,,,,,,teochew.chars
tiéⁿ,,,,長,,,,,,teochew.chars
tiê,,,,潮,,,,,,teochew.chars
tiêⁿ,,,,場,,,,,,teochew.chars
tiêⁿ,,,,塲,,,,,,teochew.chars
tiú,,,,佇,,,,,,teochew.chars
tiú,,,,肘,,,,,,teochew.chars
tiú,,,,胄,,,,,,teochew.chars
tiú,,,,貯,,,,,,teochew.chars
tiû,,,,綢,,,,,,teochew.chars
tiām,,,,恬,,,,,,teochew.chars
tiāu,,,,掉,,,,,,teochew.chars
tiāu,,,,調,,,,,,teochew.chars
tiāⁿ,,,,定,,,,,,teochew.chars
tiũ,,,,宙,,,,,,teochew.chars
tiũ,,,,晝,,,,,,teochew.chars
tiũ,,,,稻,,,,,,teochew.chars
tiũ,,,,紂,,,,,,teochew.chars
tiū,,,,住,,,,,,teochew.chars
ti̍h,,,,碟,,,,,,teochew.chars
ti̍h,,,,𧫡,,,,,,teochew.chars
ti̍t,,,,直,,,,,,teochew.chars
tiẽn,,,,墊,,,,,,teochew.chars
tiẽn,,,,奠,,,,,,teochew.chars
tiẽn,,,,殿,,,,,,teochew.chars
tiẽn,,,,澱,,,,,,teochew.chars
tiẽn,,,,甸,,,,,,teochew.chars
tiẽn,,,,電,,,,,,teochew.chars
tiẽⁿ,,,,丈,,,,,,teochew.chars
tiẽⁿ,,,,趙,,,,,,teochew.chars
tng,,,,當,,,,,,teochew.chars
tn̂g,,,,唐,,,,,,teochew.chars
tn̂g,,,,堂,,,,,,teochew.chars
tn̂g,,,,塘,,,,,,teochew.chars
tn̂g,,,,腸,,,,,,teochew.chars
tn̂g,,,,長,,,,,,teochew.chars
tn̄g,,,,傳,,,,,,teochew.chars
tn̄g,,,,段,,,,,,teochew.chars
tn̄g,,,,緞,,,,,,teochew.chars
to,,,,刀,,,,,,teochew.chars
to,,,,哆,,,,,,teochew.chars
to,,,,多,,,,,,teochew.chars
toh,,,,卓,,,,,,teochew.chars
toh,,,,啄,,,,,,teochew.chars
toh,,,,桌,,,,,,teochew.chars
toh,,,,棹,,,,,,teochew.chars
toh,,,,琢,,,,,,teochew.chars
toi,,,,堤,,,,,,teochew.chars
tok,,,,斫,,,,,,teochew.chars
tok,,,,斲,,,,,,teochew.chars
tok,,,,督,,,,,,teochew.chars
tok,,,,築,,,,,,teochew.chars
tok,,,,諑,,,,,,teochew.chars
tong,,,,中,,,,,,teochew.chars
tong,,,,冬,,,,,,teochew.chars
tong,,,,忠,,,,,,teochew.chars
tong,,,,東,,,,,,teochew.chars
tou,,,,都,,,,,,teochew.chars
to̍h,,,,奪,,,,,,teochew.chars
to̍h,,,,掇,,,,,,teochew.chars
to̍h,,,,擇,,,,,,teochew.chars
to̍h,,,,着,,,,,,teochew.chars
to̍k,,,,毒,,,,,,teochew.chars
to̍k,,,,犢,,,,,,teochew.chars
to̍k,,,,獨,,,,,,teochew.chars
to̍k,,,,篤,,,,,,teochew.chars
to̍k,,,,讀,,,,,,teochew.chars
to̍k,,,,逐,,,,,,teochew.chars
tsa,,,,咱,,,,,,teochew.chars
tsa,,,,喳,,,,,,teochew.chars
tsa,,,,扎,,,,,,teochew.chars
tsa,,,,昨,,,,,,teochew.chars
tsa,,,,查,,,,,,teochew.chars
tsa,,,,渣,,,,,,teochew.chars
tsa,,,,猹,,,,,,teochew.chars
tsa,,,,碴,,,,,,teochew.chars
tsa,,,,諸,,,,,,teochew.chars
tsai,,,,栽,,,,,,teochew.chars
tsai,,,,災,,,,,,teochew.chars
tsai,,,,知,,,,,,teochew.chars
tsak,,,,作,,,,,,teochew.chars
tsak,,,,扎,,,,,,teochew.chars
tsak,,,,紮,,,,,,teochew.chars
tsak,,,,軋,,,,,,teochew.chars
tsak,,,,鍘,,,,,,teochew.chars
tsam,,,,針,,,,,,teochew.chars
tsang,,,,曾,,,,,,teochew.chars
tsang,,,,棕,,,,,,teochew.chars
tsang,,,,臧,,,,,,teochew.chars
tsang,,,,莊,,,,,,teochew.chars
tsang,,,,贓,,,,,,teochew.chars
tsang,,,,髒,,,,,,teochew.chars
tsang,,,,鬃,,,,,,teochew.chars
tsap,,,,匝,,,,,,teochew.chars
tsap,,,,札,,,,,,teochew.chars
tsap,,,,汁,,,,,,teochew.chars
tsap,,,,眨,,,,,,teochew.chars
tsap,,,,砸,,,,,,teochew.chars
tsat,,,,節,,,,,,teochew.chars
tsau,,,,糟,,,,,,teochew.chars
tsau,,,,遭,,,,,,teochew.chars
tsa̍h,,,,柵,,,,,,teochew.chars
tsa̍h,,,,炸,,,,,,teochew.chars
tsa̍h,,,,閘,,,,,,teochew.chars
tsa̍p,,,,什,,,,,,teochew.chars
tsa̍p,,,,十,,,,,,teochew.chars
tsa̍p,,,,拾,,,,,,teochew.chars
tsa̍p,,,,集,,,,,,teochew.chars
tsa̍p,,,,雜,,,,,,teochew.chars
tsa̍t,,,,實,,,,,,teochew.chars
tsha,,,,叉,,,,,,teochew.chars
tsha,,,,喳,,,,,,teochew.chars
tsha,,,,岔,,,,,,teochew.chars
tsha,,,,差,,,,,,teochew.chars
tsha,,,,搓,,,,,,teochew.chars
tshah,,,,挿,,,,,,teochew.chars
tshah,,,,插,,,,,,teochew.chars
tshah,,,,歃,,,,,,teochew.chars
tshai,,,,猜,,,,,,teochew.chars
tshak,,,,擦,,,,,,teochew.chars
tshak,,,,膝,,,,,,teochew.chars
tshak,,,,錯,,,,,,teochew.chars
tsham,,,,參,,,,,,teochew.chars
tsham,,,,摻,,,,,,teochew.chars
tshan,,,,孱,,,,,,teochew.chars
tshan,,,,謒,,,,,,teochew.chars
tshan,,,,餐,,,,,,teochew.chars
tshang,,,,倉,,,,,,teochew.chars
tshang,,,,滄,,,,,,teochew.chars
tshang,,,,蒼,,,,,,teochew.chars
tshang,,,,蔥,,,,,,teochew.chars
tshang,,,,蹌,,,,,,teochew.chars
tshap,,,,挿,,,,,,teochew.chars
tshap,,,,插,,,,,,teochew.chars
tshat,,,,察,,,,,,teochew.chars
tshat,,,,漆,,,,,,teochew.chars
tshau,,,,剿,,,,,,teochew.chars
tshau,,,,吵,,,,,,teochew.chars
tshau,,,,抄,,,,,,teochew.chars
tshau,,,,操,,,,,,teochew.chars
tshau,,,,鈔,,,,,,teochew.chars
tsha̍k,,,,鑿,,,,,,teochew.chars
tsha̍t,,,,賊,,,,,,teochew.chars
tshng,,,,倉,,,,,,teochew.chars
tshng,,,,川,,,,,,teochew.chars
tshng,,,,村,,,,,,teochew.chars
tshng,,,,瘡,,,,,,teochew.chars
tshng,,,,穿,,,,,,teochew.chars
tshng,,,,艙,,,,,,teochew.chars
tshn̂g,,,,床,,,,,,teochew.chars
tshn̂g,,,,牀,,,,,,teochew.chars
tsho,,,,初,,,,,,teochew.chars
tsho,,,,搓,,,,,,teochew.chars
tsho,,,,臊,,,,,,teochew.chars
tshoh,,,,撮,,,,,,teochew.chars
tshoh,,,,錯,,,,,,teochew.chars
tshoiⁿ,,,,仟,,,,,,teochew.chars
tshoiⁿ,,,,千,,,,,,teochew.chars
tshok,,,,亍,,,,,,teochew.chars
tshok,,,,促,,,,,,teochew.chars
tshok,,,,戳,,,,,,teochew.chars
tshok,,,,捉,,,,,,teochew.chars
tshok,,,,矗,,,,,,teochew.chars
tshok,,,,簇,,,,,,teochew.chars
tshok,,,,觸,,,,,,teochew.chars
tshok,,,,蹴,,,,,,teochew.chars
tshok,,,,齬,,,,,,teochew.chars
tshong,,,,充,,,,,,teochew.chars
tshong,,,,冲,,,,,,teochew.chars
tshong,,,,匆,,,,,,teochew.chars
tshong,,,,囪,,,,,,teochew.chars
tshong,,,,忡,,,,,,teochew.chars
tshong,,,,沖,,,,,,teochew.chars
tshong,,,,種,,,,,,teochew.chars
tshong,,,,聰,,,,,,teochew.chars
tshong,,,,蔥,,,,,,teochew.chars
tshong,,,,衝,,,,,,teochew.chars
tshong,,,,衷,,,,,,teochew.chars
tshong,,,,𭀚,,,,,,teochew.chars
tshou,,,,粗,,,,,,teochew.chars
tsho̍h,,,,亍,,,,,,teochew.chars
tshu,,,,趨,,,,,,teochew.chars
tshu,,,,雛,,,,,,teochew.chars
tshuah,,,,掇,,,,,,teochew.chars
tshuan,,,,川,,,,,,teochew.chars
tshuan,,,,皴,,,,,,teochew.chars
tshuan,,,,穿,,,,,,teochew.chars
tshuat,,,,掇,,,,,,teochew.chars
tshuat,,,,撮,,,,,,teochew.chars
tshuat,,,,綴,,,,,,teochew.chars
tshuat,,,,茁,,,,,,teochew.chars
tshue,,,,吹,,,,,,teochew.chars
tshue,,,,炊,,,,,,teochew.chars
tshueh,,,,啜,,,,,,teochew.chars
tshui,,,,催,,,,,,teochew.chars
tshui,,,,崔,,,,,,teochew.chars
tshui,,,,推,,,,,,teochew.chars
tshui,,,,摧,,,,,,teochew.chars
tshun,,,,伸,,,,,,teochew.chars
tshun,,,,春,,,,,,teochew.chars
tshun,,,,椿,,,,,,teochew.chars
tshun,,,,鶉,,,,,,teochew.chars
tshut,,,,出,,,,,,teochew.chars
tshut,,,,齣,,,,,,teochew.chars
tshuàn,,,,串,,,,,,teochew.chars
tshuàn,,,,竄,,,,,,teochew.chars
tshuàn,,,,篡,,,,,,teochew.chars
tshuàn,,,,纂,,,,,,teochew.chars
tshuàn,,,,躥,,,,,,teochew.chars
tshuàn,,,,釧,,,,,,teochew.chars
tshuàn,,,,闖,,,,,,teochew.chars
tshuán,,,,喘,,,,,,teochew.chars
