puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source
ka,,,,鉸,,,,,,teochew.chars
ka,,,,鮫,,,,,,teochew.chars
kah,,,,佮,,,,,,teochew.chars
kah,,,,合,,,,,,teochew.chars
kah,,,,甲,,,,,,teochew.chars
kah,,,,蓋,,,,,,teochew.chars
kah,,,,袷,,,,,,teochew.chars
kah,,,,鉀,,,,,,teochew.chars
kai,,,,揩,,,,,,teochew.chars
kai,,,,楷,,,,,,teochew.chars
kai,,,,皆,,,,,,teochew.chars
kai,,,,秸,,,,,,teochew.chars
kai,,,,該,,,,,,teochew.chars
kai,,,,階,,,,,,teochew.chars
kak,,,,各,,,,,,teochew.chars
kak,,,,穀,,,,,,teochew.chars
kak,,,,覺,,,,,,teochew.chars
kak,,,,角,,,,,,teochew.chars
kak,,,,軋,,,,,,teochew.chars
kak,,,,鉻,,,,,,teochew.chars
kam,,,,泔,,,,,,teochew.chars
kam,,,,甘,,,,,,teochew.chars
kam,,,,監,,,,,,teochew.chars
kan,,,,乾,,,,,,teochew.chars
kan,,,,奸,,,,,,teochew.chars
kan,,,,姦,,,,,,teochew.chars
kan,,,,干,,,,,,teochew.chars
kan,,,,杆,,,,,,teochew.chars
kan,,,,竿,,,,,,teochew.chars
kan,,,,艱,,,,,,teochew.chars
kan,,,,間,,,,,,teochew.chars
kang,,,,公,,,,,,teochew.chars
kang,,,,剛,,,,,,teochew.chars
kang,,,,功,,,,,,teochew.chars
kang,,,,岡,,,,,,teochew.chars
kang,,,,崗,,,,,,teochew.chars
kang,,,,工,,,,,,teochew.chars
kang,,,,扛,,,,,,teochew.chars
kang,,,,江,,,,,,teochew.chars
kang,,,,綱,,,,,,teochew.chars
kang,,,,缸,,,,,,teochew.chars
kang,,,,肛,,,,,,teochew.chars
kang,,,,蚣,,,,,,teochew.chars
kao,,,,跤,,,,,,teochew.chars
kap,,,,合,,,,,,teochew.chars
kap,,,,哈,,,,,,teochew.chars
kap,,,,夾,,,,,,teochew.chars
kap,,,,甲,,,,,,teochew.chars
kap,,,,蛤,,,,,,teochew.chars
kap,,,,鴿,,,,,,teochew.chars
kat,,,,結,,,,,,teochew.chars
kau,,,,交,,,,,,teochew.chars
kau,,,,勾,,,,,,teochew.chars
kau,,,,枸,,,,,,teochew.chars
kau,,,,溝,,,,,,teochew.chars
kau,,,,皋,,,,,,teochew.chars
kau,,,,睾,,,,,,teochew.chars
kau,,,,郊,,,,,,teochew.chars
kau,,,,鈎,,,,,,teochew.chars
kau,,,,鉤,,,,,,teochew.chars
kau,,,,高,,,,,,teochew.chars
kau,,,,鮫,,,,,,teochew.chars
ka̍h,,,,合,,,,,,teochew.chars
ka̍k,,,,捔,,,,,,teochew.chars
kaⁿ,,,,柑,,,,,,teochew.chars
kaⁿ,,,,橄,,,,,,teochew.chars
ke,,,,傢,,,,,,teochew.chars
ke,,,,加,,,,,,teochew.chars
ke,,,,家,,,,,,teochew.chars
ke,,,,袈,,,,,,teochew.chars
keh,,,,格,,,,,,teochew.chars
keh,,,,槅,,,,,,teochew.chars
keh,,,,胳,,,,,,teochew.chars
keh,,,,膈,,,,,,teochew.chars
keh,,,,隔,,,,,,teochew.chars
keh,,,,骼,,,,,,teochew.chars
kek,,,,亟,,,,,,teochew.chars
kek,,,,棘,,,,,,teochew.chars
kek,,,,檄,,,,,,teochew.chars
kek,,,,殛,,,,,,teochew.chars
kek,,,,激,,,,,,teochew.chars
kek,,,,菊,,,,,,teochew.chars
kek,,,,衋,,,,,,teochew.chars
kek,,,,革,,,,,,teochew.chars
keng,,,,供,,,,,,teochew.chars
keng,,,,兢,,,,,,teochew.chars
keng,,,,宮,,,,,,teochew.chars
keng,,,,弓,,,,,,teochew.chars
keng,,,,更,,,,,,teochew.chars
keng,,,,矜,,,,,,teochew.chars
keng,,,,經,,,,,,teochew.chars
keng,,,,芎,,,,,,teochew.chars
keng,,,,荊,,,,,,teochew.chars
keng,,,,驚,,,,,,teochew.chars
ke̍h,,,,逆,,,,,,teochew.chars
ke̍k,,,,局,,,,,,teochew.chars
ke̍k,,,,極,,,,,,teochew.chars
keⁿ,,,,庚,,,,,,teochew.chars
keⁿ,,,,更,,,,,,teochew.chars
keⁿ,,,,經,,,,,,teochew.chars
keⁿ,,,,羹,,,,,,teochew.chars
keⁿ,,,,耕,,,,,,teochew.chars
keⁿ,,,,莖,,,,,,teochew.chars
keⁿ,,,,賡,,,,,,teochew.chars
kha,,,,尻,,,,,,teochew.chars
kha,,,,脚,,,,,,teochew.chars
kha,,,,腳,,,,,,teochew.chars
kha,,,,踋,,,,,,teochew.chars
kha,,,,骹,,,,,,teochew.chars
khah,,,,籗,,,,,,teochew.chars
khah,,,,較,,,,,,teochew.chars
khai,,,,開,,,,,,teochew.chars
khak,,,,嘎,,,,,,teochew.chars
khak,,,,恪,,,,,,teochew.chars
khak,,,,榷,,,,,,teochew.chars
khak,,,,殼,,,,,,teochew.chars
khak,,,,確,,,,,,teochew.chars
khak,,,,霍,,,,,,teochew.chars
khak,,,,麴,,,,,,teochew.chars
kham,,,,勘,,,,,,teochew.chars
kham,,,,堪,,,,,,teochew.chars
kham,,,,戡,,,,,,teochew.chars
kham,,,,湛,,,,,,teochew.chars
kham,,,,龕,,,,,,teochew.chars
khan,,,,刊,,,,,,teochew.chars
khan,,,,牽,,,,,,teochew.chars
khan,,,,纖,,,,,,teochew.chars
khang,,,,匡,,,,,,teochew.chars
khang,,,,工,,,,,,teochew.chars
khang,,,,康,,,,,,teochew.chars
khang,,,,慷,,,,,,teochew.chars
khang,,,,空,,,,,,teochew.chars
khang,,,,糠,,,,,,teochew.chars
khap,,,,恰,,,,,,teochew.chars
khap,,,,掐,,,,,,teochew.chars
khap,,,,盍,,,,,,teochew.chars
khap,,,,磕,,,,,,teochew.chars
khap,,,,蓋,,,,,,teochew.chars
khat,,,,刻,,,,,,teochew.chars
khau,,,,摳,,,,,,teochew.chars
kheh,,,,喀,,,,,,teochew.chars
kheh,,,,客,,,,,,teochew.chars
khek,,,,刻,,,,,,teochew.chars
khek,,,,擊,,,,,,teochew.chars
khek,,,,曲,,,,,,teochew.chars
khek,,,,蛐,,,,,,teochew.chars
khek,,,,麴,,,,,,teochew.chars
kheng,,,,兢,,,,,,teochew.chars
kheng,,,,卿,,,,,,teochew.chars
kheng,,,,筐,,,,,,teochew.chars
kheⁿ,,,,吭,,,,,,teochew.chars
kheⁿ,,,,坑,,,,,,teochew.chars
khi,,,,崎,,,,,,teochew.chars
khi,,,,攲,,,,,,teochew.chars
khi,,,,欺,,,,,,teochew.chars
khi,,,,蹊,,,,,,teochew.chars
khia,,,,奇,,,,,,teochew.chars
khia,,,,家,,,,,,teochew.chars
khiah,,,,隙,,,,,,teochew.chars
khiak,,,,卻,,,,,,teochew.chars
khiak,,,,厥,,,,,,teochew.chars
khiak,,,,怯,,,,,,teochew.chars
khiak,,,,攫,,,,,,teochew.chars
khiam,,,,謙,,,,,,teochew.chars
khiap,,,,㾀,,,,,,teochew.chars
khiau,,,,敲,,,,,,teochew.chars
khiau,,,,橇,,,,,,teochew.chars
khiau,,,,磽,,,,,,teochew.chars
khia̍t,,,,硈,,,,,,teochew.chars
khieh,,,,𢭪,,,,,,teochew.chars
khien,,,,虔,,,,,,teochew.chars
khiet,,,,喫,,,,,,teochew.chars
khiet,,,,契,,,,,,teochew.chars
khiet,,,,孑,,,,,,teochew.chars
khiet,,,,挈,,,,,,teochew.chars
khiet,,,,据,,,,,,teochew.chars
khiet,,,,撅,,,,,,teochew.chars
khiet,,,,黠,,,,,,teochew.chars
khie̍h,,,,挈,,,,,,teochew.chars
khieⁿ,,,,腔,,,,,,teochew.chars
khih,,,,潔,,,,,,teochew.chars
khih,,,,缺,,,,,,teochew.chars
khim,,,,欽,,,,,,teochew.chars
khim,,,,衿,,,,,,teochew.chars
khim,,,,襟,,,,,,teochew.chars
khin,,,,氫,,,,,,teochew.chars
khin,,,,輕,,,,,,teochew.chars
khiok,,,,克,,,,,,teochew.chars
khiok,,,,剋,,,,,,teochew.chars
khiok,,,,可,,,,,,teochew.chars
khip,,,,吸,,,,,,teochew.chars
khip,,,,圾,,,,,,teochew.chars
khip,,,,汲,,,,,,teochew.chars
khip,,,,泣,,,,,,teochew.chars
khip,,,,級,,,,,,teochew.chars
khiu,,,,丘,,,,,,teochew.chars
khiu,,,,蚯,,,,,,teochew.chars
khiu,,,,邱,,,,,,teochew.chars
khiu,,,,鳩,,,,,,teochew.chars
khiàm,,,,欠,,,,,,teochew.chars
khiàng,,,,勥,,,,,,teochew.chars
khiàu,,,,竅,,,,,,teochew.chars
khiàu,,,,翹,,,,,,teochew.chars
khiám,,,,歉,,,,,,teochew.chars
khiáu,,,,巧,,,,,,teochew.chars
khiâ,,,,擎,,,,,,teochew.chars
khiâ,,,,騎,,,,,,teochew.chars
khiâm,,,,緘,,,,,,teochew.chars
khiâm,,,,鉗,,,,,,teochew.chars
khiâng,,,,強,,,,,,teochew.chars
khiâng,,,,强,,,,,,teochew.chars
khiâng,,,,襁,,,,,,teochew.chars
khiâu,,,,僑,,,,,,teochew.chars
khiâu,,,,喬,,,,,,teochew.chars
khiâu,,,,翹,,,,,,teochew.chars
khiâu,,,,蕎,,,,,,teochew.chars
khiã,,,,企,,,,,,teochew.chars
khiã,,,,徛,,,,,,teochew.chars
khiãm,,,,儉,,,,,,teochew.chars
khién,,,,犬,,,,,,teochew.chars
khién,,,,譴,,,,,,teochew.chars
khién,,,,遣,,,,,,teochew.chars
khiên,,,,乾,,,,,,teochew.chars
khióng,,,,恐,,,,,,teochew.chars
khióng,,,,鞏,,,,,,teochew.chars
khiông,,,,窮,,,,,,teochew.chars
khiû,,,,求,,,,,,teochew.chars
khiû,,,,裘,,,,,,teochew.chars
khiū,,,,硬,,,,,,teochew.chars
khng,,,,糠,,,,,,teochew.chars
kho,,,,坷,,,,,,teochew.chars
kho,,,,戈,,,,,,teochew.chars
kho,,,,柯,,,,,,teochew.chars
kho,,,,苛,,,,,,teochew.chars
khoh,,,,咯,,,,,,teochew.chars
khoi,,,,揩,,,,,,teochew.chars
khoi,,,,溪,,,,,,teochew.chars
khoih,,,,乞,,,,,,teochew.chars
khoih,,,,軋,,,,,,teochew.chars
khok,,,,哭,,,,,,teochew.chars
khok,,,,柝,,,,,,teochew.chars
khok,,,,梏,,,,,,teochew.chars
khok,,,,酷,,,,,,teochew.chars
khong,,,,空,,,,,,teochew.chars
khou,,,,呼,,,,,,teochew.chars
khou,,,,枯,,,,,,teochew.chars
khou,,,,箍,,,,,,teochew.chars
khou,,,,篐,,,,,,teochew.chars
khu,,,,丘,,,,,,teochew.chars
khu,,,,區,,,,,,teochew.chars
khu,,,,嶇,,,,,,teochew.chars
khu,,,,拘,,,,,,teochew.chars
khu,,,,樞,,,,,,teochew.chars
khu,,,,軀,,,,,,teochew.chars
khu,,,,邱,,,,,,teochew.chars
khu,,,,驅,,,,,,teochew.chars
khu,,,,𨄅,,,,,,teochew.chars
khua,,,,垮,,,,,,teochew.chars
khua,,,,夸,,,,,,teochew.chars
khua,,,,挎,,,,,,teochew.chars
khua,,,,誇,,,,,,teochew.chars
khua,,,,跨,,,,,,teochew.chars
khuah,,,,渴,,,,,,teochew.chars
khuah,,,,濶,,,,,,teochew.chars
khuah,,,,闊,,,,,,teochew.chars
khuak,,,,擴,,,,,,teochew.chars
khuan,,,,傾,,,,,,teochew.chars
khuan,,,,圈,,,,,,teochew.chars
khuan,,,,寬,,,,,,teochew.chars
khuan,,,,頃,,,,,,teochew.chars
khuan,,,,髖,,,,,,teochew.chars
khuang,,,,匡,,,,,,teochew.chars
khuang,,,,框,,,,,,teochew.chars
khuang,,,,眶,,,,,,teochew.chars
khuang,,,,逛,,,,,,teochew.chars
khuaⁿ,,,,款,,,,,,teochew.chars
khue,,,,恢,,,,,,teochew.chars
khue,,,,盔,,,,,,teochew.chars
khue,,,,科,,,,,,teochew.chars
khue,,,,魁,,,,,,teochew.chars
khueh,,,,缺,,,,,,teochew.chars
khuh,,,,窟,,,,,,teochew.chars
khui,,,,巋,,,,,,teochew.chars
khui,,,,虧,,,,,,teochew.chars
khui,,,,開,,,,,,teochew.chars
khun,,,,坤,,,,,,teochew.chars
khun,,,,崑,,,,,,teochew.chars
khun,,,,昆,,,,,,teochew.chars
khut,,,,倔,,,,,,teochew.chars
khut,,,,屈,,,,,,teochew.chars
khut,,,,窟,,,,,,teochew.chars
khuài,,,,快,,,,,,teochew.chars
khuài,,,,筷,,,,,,teochew.chars
khuàng,,,,擴,,,,,,teochew.chars
khuàng,,,,曠,,,,,,teochew.chars
khuàng,,,,況,,,,,,teochew.chars
khuàng,,,,礦,,,,,,teochew.chars
khuán,,,,傾,,,,,,teochew.chars
khuán,,,,款,,,,,,teochew.chars
khuán,,,,頃,,,,,,teochew.chars
khuân,,,,權,,,,,,teochew.chars
khuân,,,,顴,,,,,,teochew.chars
khuâng,,,,煢,,,,,,teochew.chars
khuâng,,,,狂,,,,,,teochew.chars
khuâng,,,,瓊,,,,,,teochew.chars
khuâng,,,,誑,,,,,,teochew.chars
khà,,,,敲,,,,,,teochew.chars
khài,,,,㮣,,,,,,teochew.chars
khài,,,,慨,,,,,,teochew.chars
khài,,,,暨,,,,,,teochew.chars
khài,,,,概,,,,,,teochew.chars
khài,,,,溉,,,,,,teochew.chars
khàm,,,,蓋,,,,,,teochew.chars
khàn,,,,看,,,,,,teochew.chars
khàng,,,,亢,,,,,,teochew.chars
khàng,,,,吭,,,,,,teochew.chars
khàng,,,,抗,,,,,,teochew.chars
khàng,,,,炕,,,,,,teochew.chars
khàu,,,,叩,,,,,,teochew.chars
khàu,,,,哭,,,,,,teochew.chars
khàu,,,,寇,,,,,,teochew.chars
khàu,,,,扣,,,,,,teochew.chars
khàu,,,,釦,,,,,,teochew.chars
khàu,,,,銬,,,,,,teochew.chars
khàu,,,,靠,,,,,,teochew.chars
khá,,,,卡,,,,,,teochew.chars
khá,,,,咔,,,,,,teochew.chars
khá,,,,巧,,,,,,teochew.chars
khá,,,,豈,,,,,,teochew.chars
khái,,,,凱,,,,,,teochew.chars
khái,,,,楷,,,,,,teochew.chars
khám,,,,坎,,,,,,teochew.chars
khám,,,,嵌,,,,,,teochew.chars
khám,,,,檻,,,,,,teochew.chars
khám,,,,砍,,,,,,teochew.chars
kháu,,,,口,,,,,,teochew.chars
kháu,,,,拷,,,,,,teochew.chars
kháu,,,,攷,,,,,,teochew.chars
kháu,,,,槁,,,,,,teochew.chars
kháu,,,,烤,,,,,,teochew.chars
kháu,,,,考,,,,,,teochew.chars
khâm,,,,嵁,,,,,,teochew.chars
khân,,,,刊,,,,,,teochew.chars
khâng,,,,捧,,,,,,teochew.chars
khèng,,,,慶,,,,,,teochew.chars
khèng,,,,罄,,,,,,teochew.chars
khéng,,,,啃,,,,,,teochew.chars
khéng,,,,肯,,,,,,teochew.chars
khêng,,,,扃,,,,,,teochew.chars
khêng,,,,擎,,,,,,teochew.chars
khêng,,,,痙,,,,,,teochew.chars
khêng,,,,莖,,,,,,teochew.chars
khêng,,,,鯨,,,,,,teochew.chars
khì,,,,亟,,,,,,teochew.chars
khì,,,,器,,,,,,teochew.chars
khì,,,,棄,,,,,,teochew.chars
khì,,,,氣,,,,,,teochew.chars
khì,,,,汽,,,,,,teochew.chars
khí,,,,啓,,,,,,teochew.chars
khí,,,,杞,,,,,,teochew.chars
khí,,,,起,,,,,,teochew.chars
khí,,,,齒,,,,,,teochew.chars
khî,,,,亓,,,,,,teochew.chars
khî,,,,其,,,,,,teochew.chars
khî,,,,奇,,,,,,teochew.chars
khî,,,,期,,,,,,teochew.chars
khî,,,,歧,,,,,,teochew.chars
khî,,,,沂,,,,,,teochew.chars
khî,,,,祁,,,,,,teochew.chars
khî,,,,祇,,,,,,teochew.chars
khî,,,,祈,,,,,,teochew.chars
khî,,,,祺,,,,,,teochew.chars
khî,,,,耆,,,,,,teochew.chars
khî,,,,蜞,,,,,,teochew.chars
khî,,,,鰭,,,,,,teochew.chars
khî,,,,麒,,,,,,teochew.chars
khîm,,,,擒,,,,,,teochew.chars
khîm,,,,琴,,,,,,teochew.chars
khîm,,,,禽,,,,,,teochew.chars
khîm,,,,黔,,,,,,teochew.chars
khîⁿ,,,,鉗,,,,,,teochew.chars
khò,,,,鋯,,,,,,teochew.chars
khò,,,,靠,,,,,,teochew.chars
khòi,,,,喫,,,,,,teochew.chars
khòi,,,,契,,,,,,teochew.chars
khòiⁿ,,,,蓋,,,,,,teochew.chars
khòng,,,,控,,,,,,teochew.chars
khòu,,,,寇,,,,,,teochew.chars
khòu,,,,庫,,,,,,teochew.chars
khòu,,,,蔻,,,,,,teochew.chars
khòu,,,,褲,,,,,,teochew.chars
khó,,,,可,,,,,,teochew.chars
khó,,,,棵,,,,,,teochew.chars
khó,,,,洘,,,,,,teochew.chars
khó,,,,涸,,,,,,teochew.chars
khó,,,,顆,,,,,,teochew.chars
khóng,,,,孔,,,,,,teochew.chars
khóu,,,,苦,,,,,,teochew.chars
khóu,,,,許,,,,,,teochew.chars
khùa,,,,掛,,,,,,teochew.chars
khùa,,,,胯,,,,,,teochew.chars
khùaⁿ,,,,寬,,,,,,teochew.chars
khùaⁿ,,,,快,,,,,,teochew.chars
khùaⁿ,,,,看,,,,,,teochew.chars
khùe,,,,卦,,,,,,teochew.chars
khùe,,,,快,,,,,,teochew.chars
khùe,,,,課,,,,,,teochew.chars
khùi,,,,器,,,,,,teochew.chars
khùi,,,,季,,,,,,teochew.chars
khùi,,,,氣,,,,,,teochew.chars
khùn,,,,困,,,,,,teochew.chars
khùn,,,,睏,,,,,,teochew.chars
khùn,,,,頃,,,,,,teochew.chars
khúa,,,,可,,,,,,teochew.chars
khúi,,,,軌,,,,,,teochew.chars
khún,,,,墾,,,,,,teochew.chars
khún,,,,懇,,,,,,teochew.chars
khún,,,,捆,,,,,,teochew.chars
khún,,,,窘,,,,,,teochew.chars
khún,,,,菌,,,,,,teochew.chars
khûe,,,,瘸,,,,,,teochew.chars
khûi,,,,葵,,,,,,teochew.chars
khûi,,,,馗,,,,,,teochew.chars
khûn,,,,拳,,,,,,teochew.chars
khûn,,,,羣,,,,,,teochew.chars
khī,,,,忌,,,,,,teochew.chars
khũ,,,,臼,,,,,,teochew.chars
khũi,,,,愧,,,,,,teochew.chars
khũi,,,,潰,,,,,,teochew.chars
khũi,,,,饋,,,,,,teochew.chars
khǹg,,,,勸,,,,,,teochew.chars
khǹg,,,,囥,,,,,,teochew.chars
khṳh,,,,乞,,,,,,teochew.chars
khṳh,,,,吃,,,,,,teochew.chars
khṳt,,,,乞,,,,,,teochew.chars
khṳ̀,,,,去,,,,,,teochew.chars
khṳ̂,,,,渠,,,,,,teochew.chars
khṳ̂n,,,,勤,,,,,,teochew.chars
khṳ̂n,,,,芹,,,,,,teochew.chars
khẽng,,,,虹,,,,,,teochew.chars
ki,,,,乩,,,,,,teochew.chars
ki,,,,基,,,,,,teochew.chars
ki,,,,奇,,,,,,teochew.chars
ki,,,,姬,,,,,,teochew.chars
ki,,,,岐,,,,,,teochew.chars
ki,,,,嵇,,,,,,teochew.chars
ki,,,,幾,,,,,,teochew.chars
ki,,,,支,,,,,,teochew.chars
ki,,,,期,,,,,,teochew.chars
ki,,,,枝,,,,,,teochew.chars
ki,,,,梔,,,,,,teochew.chars
ki,,,,機,,,,,,teochew.chars
ki,,,,畸,,,,,,teochew.chars
ki,,,,畿,,,,,,teochew.chars
ki,,,,稽,,,,,,teochew.chars
ki,,,,箕,,,,,,teochew.chars
ki,,,,肌,,,,,,teochew.chars
ki,,,,譏,,,,,,teochew.chars
ki,,,,飢,,,,,,teochew.chars
ki,,,,饑,,,,,,teochew.chars
kia,,,,佳,,,,,,teochew.chars
kia,,,,加,,,,,,teochew.chars
kia,,,,咖,,,,,,teochew.chars
kia,,,,嘉,,,,,,teochew.chars
kia,,,,笳,,,,,,teochew.chars
kia,,,,茄,,,,,,teochew.chars
kia,,,,迦,,,,,,teochew.chars
kiah,,,,揭,,,,,,teochew.chars
kiah,,,,撅,,,,,,teochew.chars
kiam,,,,兼,,,,,,teochew.chars
kiang,,,,僵,,,,,,teochew.chars
kiang,,,,姜,,,,,,teochew.chars
kiang,,,,殭,,,,,,teochew.chars
kiang,,,,疆,,,,,,teochew.chars
kiang,,,,羌,,,,,,teochew.chars
kiap,,,,刧,,,,,,teochew.chars
kiap,,,,劫,,,,,,teochew.chars
kiap,,,,峽,,,,,,teochew.chars
kiap,,,,愜,,,,,,teochew.chars
kiap,,,,潔,,,,,,teochew.chars
kiap,,,,篋,,,,,,teochew.chars
kiap,,,,頰,,,,,,teochew.chars
kiau,,,,嬌,,,,,,teochew.chars
kiau,,,,澆,,,,,,teochew.chars
kiau,,,,邀,,,,,,teochew.chars
kiau,,,,驕,,,,,,teochew.chars
kia̍h,,,,劇,,,,,,teochew.chars
kia̍h,,,,屐,,,,,,teochew.chars
kia̍p,,,,夾,,,,,,teochew.chars
kiaⁿ,,,,京,,,,,,teochew.chars
kiaⁿ,,,,經,,,,,,teochew.chars
kiaⁿ,,,,驚,,,,,,teochew.chars
kieh,,,,角,,,,,,teochew.chars
kien,,,,堅,,,,,,teochew.chars
kien,,,,娟,,,,,,teochew.chars
kien,,,,慳,,,,,,teochew.chars
kien,,,,捐,,,,,,teochew.chars
kien,,,,鵑,,,,,,teochew.chars
kiet,,,,吉,,,,,,teochew.chars
kiet,,,,潔,,,,,,teochew.chars
kie̍t,,,,傑,,,,,,teochew.chars
kie̍t,,,,桀,,,,,,teochew.chars
kie̍t,,,,竭,,,,,,teochew.chars
kieⁿ,,,,薑,,,,,,teochew.chars
kih,,,,砌,,,,,,teochew.chars
kih,,,,頰,,,,,,teochew.chars
kim,,,,今,,,,,,teochew.chars
kim,,,,金,,,,,,teochew.chars
kioh,,,,腳,,,,,,teochew.chars
kiok,,,,粥,,,,,,teochew.chars
kiok,,,,鞠,,,,,,teochew.chars
kiong,,,,共,,,,,,teochew.chars
kiong,,,,恭,,,,,,teochew.chars
kiong,,,,穹,,,,,,teochew.chars
kiong,,,,躬,,,,,,teochew.chars
kip,,,,急,,,,,,teochew.chars
kip,,,,給,,,,,,teochew.chars
kit,,,,吉,,,,,,teochew.chars
kit,,,,揭,,,,,,teochew.chars
kit,,,,桔,,,,,,teochew.chars
kit,,,,結,,,,,,teochew.chars
kiu,,,,勼,,,,,,teochew.chars
kiu,,,,龜,,,,,,teochew.chars
kià,,,,寄,,,,,,teochew.chars
kiàm,,,,劍,,,,,,teochew.chars
kiàⁿ,,,,鏡,,,,,,teochew.chars
kiá,,,,假,,,,,,teochew.chars
kiá,,,,賈,,,,,,teochew.chars
kiám,,,,撿,,,,,,teochew.chars
kiám,,,,檢,,,,,,teochew.chars
kiám,,,,減,,,,,,teochew.chars
kiám,,,,鹼,,,,,,teochew.chars
kiáng,,,,強,,,,,,teochew.chars
kiáng,,,,强,,,,,,teochew.chars
kiáu,,,,攪,,,,,,teochew.chars
kiáu,,,,矯,,,,,,teochew.chars
kiáu,,,,筊,,,,,,teochew.chars
kiáu,,,,繳,,,,,,teochew.chars
kiáu,,,,餃,,,,,,teochew.chars
kiáu,,,,𢅎,,,,,,teochew.chars
kiáⁿ,,,,今,,,,,,teochew.chars
kiáⁿ,,,,仔,,,,,,teochew.chars
kiáⁿ,,,,囝,,,,,,teochew.chars
kiâm,,,,鹹,,,,,,teochew.chars
kiâm,,,,鹼,,,,,,teochew.chars
kiâⁿ,,,,行,,,,,,teochew.chars
kiãu,,,,撬,,,,,,teochew.chars
kiãu,,,,橇,,,,,,teochew.chars
kiãⁿ,,,,件,,,,,,teochew.chars
kiè,,,,叫,,,,,,teochew.chars
kiè,,,,呌,,,,,,teochew.chars
kièn,,,,建,,,,,,teochew.chars
kièn,,,,絹,,,,,,teochew.chars
kièn,,,,見,,,,,,teochew.chars
kiê,,,,橋,,,,,,teochew.chars
kiê,,,,茄,,,,,,teochew.chars
kióng,,,,拱,,,,,,teochew.chars
kiù,,,,廄,,,,,,teochew.chars
kiù,,,,救,,,,,,teochew.chars
kiù,,,,疚,,,,,,teochew.chars
kiù,,,,究,,,,,,teochew.chars
kiú,,,,九,,,,,,teochew.chars
kiú,,,,玖,,,,,,teochew.chars
kiú,,,,赳,,,,,,teochew.chars
kiû,,,,球,,,,,,teochew.chars
kiāⁿ,,,,健,,,,,,teochew.chars
kiē,,,,轎,,,,,,teochew.chars
kiũ,,,,咎,,,,,,teochew.chars
kiũ,,,,疚,,,,,,teochew.chars
kiũ,,,,糾,,,,,,teochew.chars
ki̍p,,,,及,,,,,,teochew.chars
kiẽn,,,,健,,,,,,teochew.chars
kiẽn,,,,建,,,,,,teochew.chars
kiẽn,,,,毽,,,,,,teochew.chars
kiẽn,,,,犍,,,,,,teochew.chars
kiẽn,,,,鍵,,,,,,teochew.chars
kng,,,,光,,,,,,teochew.chars
kng,,,,崗,,,,,,teochew.chars
kng,,,,扛,,,,,,teochew.chars
kng,,,,缸,,,,,,teochew.chars
ko,,,,哥,,,,,,teochew.chars
ko,,,,歌,,,,,,teochew.chars
ko,,,,滒,,,,,,teochew.chars
ko,,,,瘑,,,,,,teochew.chars
ko,,,,竿,,,,,,teochew.chars
ko,,,,篙,,,,,,teochew.chars
ko,,,,糕,,,,,,teochew.chars
ko,,,,羔,,,,,,teochew.chars
ko,,,,膏,,,,,,teochew.chars
ko,,,,過,,,,,,teochew.chars
ko,,,,高,,,,,,teochew.chars
koh,,,,各,,,,,,teochew.chars
koh,,,,擱,,,,,,teochew.chars
koh,,,,胳,,,,,,teochew.chars
koh,,,,閣,,,,,,teochew.chars
koi,,,,街,,,,,,teochew.chars
koi,,,,雞,,,,,,teochew.chars
koih,,,,圿,,,,,,teochew.chars
koih,,,,夾,,,,,,teochew.chars
koih,,,,莢,,,,,,teochew.chars
koi̍h,,,,夾,,,,,,teochew.chars
koi̍h,,,,挾,,,,,,teochew.chars
koi̍h,,,,葵,,,,,,teochew.chars
koiⁿ,,,,肩,,,,,,teochew.chars
koiⁿ,,,,間,,,,,,teochew.chars
kok,,,,咯,,,,,,teochew.chars
kok,,,,國,,,,,,teochew.chars
kok,,,,峪,,,,,,teochew.chars
kok,,,,幗,,,,,,teochew.chars
kok,,,,穀,,,,,,teochew.chars
kok,,,,谷,,,,,,teochew.chars
kong,,,,公,,,,,,teochew.chars
kong,,,,功,,,,,,teochew.chars
kong,,,,工,,,,,,teochew.chars
kong,,,,攻,,,,,,teochew.chars
kong,,,,蚣,,,,,,teochew.chars
kong,,,,龔,,,,,,teochew.chars
kou,,,,估,,,,,,teochew.chars
kou,,,,姑,,,,,,teochew.chars
kou,,,,孤,,,,,,teochew.chars
kou,,,,枯,,,,,,teochew.chars
kou,,,,沽,,,,,,teochew.chars
kou,,,,罛,,,,,,teochew.chars
kou,,,,菇,,,,,,teochew.chars
kou,,,,菰,,,,,,teochew.chars
kou,,,,辜,,,,,,teochew.chars
ku,,,,佝,,,,,,teochew.chars
ku,,,,咕,,,,,,teochew.chars
ku,,,,孤,,,,,,teochew.chars
ku,,,,辜,,,,,,teochew.chars
ku,,,,駒,,,,,,teochew.chars
ku,,,,龜,,,,,,teochew.chars
kua,,,,柯,,,,,,teochew.chars
kua,,,,歌,,,,,,teochew.chars
kuah,,,,割,,,,,,teochew.chars
kuah,,,,噶,,,,,,teochew.chars
kuah,,,,渴,,,,,,teochew.chars
kuah,,,,葛,,,,,,teochew.chars
kuai,,,,乖,,,,,,teochew.chars
kuai,,,,鮭,,,,,,teochew.chars
kuak,,,,郭,,,,,,teochew.chars
kuan,,,,冠,,,,,,teochew.chars
kuan,,,,綸,,,,,,teochew.chars
