latn_norm,puj,han
hiet4,hiet,紇
hiet4,hiet,齕
hiet4,hiet,欯
hiet4,hiet,蠍
hiet4,hiet,𥄴
hiet4,hiet,擷
hiet4,hiet,血
hiet8,hie̍t,猲
hiet8,hie̍t,擖
him1,him,歆
him1,him,廞
him1,him,愔
him5,hîm,熊
hin3,hìn,哯
hin5,hîn,眩
hin7,hīn,見
hin7,hīn,現
hinn5,hîⁿ,弦
hinn5,hîⁿ,絃
hinn6,hĩⁿ,耳
hiok4,hiok,𡒃
hiok4,hiok,隩
hiok4,hiok,頊
hiok4,hiok,勗
hiok4,hiok,勖
hiok4,hiok,旭
hiok4,hiok,煜
hiok4,hiok,𣋉
hiok4,hiok,燠
hiok4,hiok,䐿
hiok4,hiok,薁
hiok4,hiok,彧
hiok4,hiok,郁
hiok4,hiok,哊
hiok8,hio̍k,壆
hiok8,hio̍k,學
hiok8,hio̍k,斈
hiong1,hiong,胸
hiong1,hiong,匈
hiong1,hiong,胷
hiong1,hiong,兄
hiong1,hiong,凶
hiong1,hiong,兇
hiong1,hiong,訩
hiong1,hiong,詾
hiong1,hiong,恟
hiong1,hiong,洶
hiong2,hióng,洶
hiong3,hiòng,匈
hiong5,hiông,熊
hiong5,hiông,雄
hiong5,hiông,渹
hip4,hip,吸
hip4,hip,噏
hip4,hip,潝
hip4,hip,翕
hip4,hip,歙
hip4,hip,熻
hip4,hip,闟
hit4,hit,肷
hit4,hit,迄
hit4,hit,肸
hiu1,hiu,齁
hiu1,hiu,貅
hiu1,hiu,𩢮
hiu1,hiu,鵂
hiu1,hiu,幽
hiu1,hiu,呦
hiu3,hiù,齅
hiunn1,hiuⁿ,烋
hiunn1,hiuⁿ,休
hiunn1,hiuⁿ,咻
hiunn1,hiuⁿ,庥
hiunn1,hiuⁿ,髤
hiunn1,hiuⁿ,攸
hiunn1,hiuⁿ,悠
hiunn2,hiúⁿ,朽
hiunn2,hiúⁿ,㱙
hiunn3,hiùⁿ,朽
hiunn3,hiùⁿ,㱙
hiunn3,hiùⁿ,糗
hiunn3,hiùⁿ,𩝠
hiunn3,hiùⁿ,溴
hiunn3,hiùⁿ,𧽒
hiunn3,hiùⁿ,復
hiunn3,hiùⁿ,覆
hiunn3,hiùⁿ,臭
hiunn3,hiùⁿ,嗅
hiunn5,hiûⁿ,裘
hng1,hng,方
hng1,hng,坊
hng1,hng,荒
hng5,hn̂g,園
hng6,hñg,遠
ho1,ho,訶
ho2,hó,好
ho2,hó,火
ho2,hó,伙
ho2,hó,夥
ho2,hó,輠
ho3,hò,耗
ho3,hò,秏
ho3,hò,貨
ho5,hô,訛
ho5,hô,譌
ho5,hô,魺
ho5,hô,河
ho5,hô,蚵
ho5,hô,何
ho5,hô,荷
ho5,hô,禾
ho5,hô,咊
ho5,hô,和
ho5,hô,龢
ho6,hõ,咊
ho6,hõ,和
ho6,hõ,龢
ho6,hõ,盉
ho6,hõ,禍
ho6,hõ,楇
ho7,hō,號
ho7,hō,号
ho7,hō,賀
hoh8,ho̍h,鶴
hoh8,ho̍h,隺
hoi6,hõi,蟹
hoi6,hõi,蠏
hoinn2,hóiⁿ,蜆
hoinn5,hôiⁿ,還
hoinn5,hôiⁿ,还
hoinn7,hōiⁿ,莧
hok4,hok,嗀
hok4,hok,覆
hok4,hok,副
hok4,hok,箙
hok4,hok,畐
hok4,hok,福
hok4,hok,葍
hok4,hok,蝠
hok4,hok,輻
hok4,hok,㙏
hok4,hok,蝮
hok4,hok,輹
hok4,hok,馥
hok4,hok,複
hok4,hok,楅
hok4,hok,縠
hok4,hok,罭
hok4,hok,䔰
hok4,hok,幅
hok8,ho̍k,翯
hok8,ho̍k,復
hok8,ho̍k,覆
hok8,ho̍k,鶴
hok8,ho̍k,伏
hok8,ho̍k,栿
hok8,ho̍k,洑
hok8,ho̍k,茯
hok8,ho̍k,袱
hok8,ho̍k,絥
hok8,ho̍k,复
hok8,ho̍k,𡐣
hok8,ho̍k,鰒
hok8,ho̍k,服
hok8,ho̍k,𦨕
hok8,ho̍k,菔
hok8,ho̍k,鵩
hok8,ho̍k,𡐗
hok8,ho̍k,槲
hok8,ho̍k,䈸
hok8,ho̍k,觳
hok8,ho̍k,焀
hok8,ho̍k,斛
hok8,ho̍k,蔛
hok8,ho̍k,𢃎
hok8,ho̍k,䰥
hok8,ho̍k,䱛
hok8,ho̍k,或
hok8,ho̍k,掝
hok8,ho̍k,惑
hok8,ho̍k,宓
hok8,ho̍k,𩍘
hok8,ho̍k,域
hok8,ho̍k,㽣
hok8,ho̍k,棫
hok8,ho̍k,緎
hok8,ho̍k,蜮
hok8,ho̍k,閾
hong1,hong,䜶
hong1,hong,灴
hong1,hong,佭
hong1,hong,㧦
hong1,hong,風
hong1,hong,瘋
hong1,hong,檒
hong1,hong,丰
hong1,hong,妦
hong1,hong,夆
hong1,hong,峯
hong1,hong,烽
hong1,hong,䀱
hong1,hong,鋒
hong1,hong,豐
hong1,hong,㒥
hong1,hong,灃
hong1,hong,酆
hong1,hong,封
hong1,hong,崶
hong1,hong,犎
hong1,hong,葑
hong1,hong,烘
hong1,hong,𩐠
hong1,hong,叿
hong1,hong,轟
hong1,hong,薨
hong1,hong,𥔀
hong1,hong,䃔
hong1,hong,𩓅
hong1,hong,蜂
hong1,hong,蠭
hong2,hóng,𢴦
hong2,hóng,夯
hong2,hóng,吽
hong2,hóng,唪
hong2,hóng,捧
hong2,hóng,覂
hong2,hóng,俸
hong2,hóng,口
hong2,hóng,㐄
hong2,hóng,澒
hong2,hóng,嗊
hong2,hóng,汞
hong3,hòng,閧
hong3,hòng,訌
hong3,hòng,風
hong3,hòng,諷
hong3,hòng,賵
hong3,hòng,哄
hong3,hòng,鬨
hong3,hòng,𦶓
hong3,hòng,蕻
hong3,hòng,贛
hong5,hông,洪
hong5,hông,紅
hong5,hông,魟
hong5,hông,佭
hong5,hông,降
hong5,hông,烘
hong5,hông,𩐠
hong5,hông,叿
hong5,hông,逢
hong5,hông,摓
hong5,hông,漨
hong5,hông,縫
hong5,hông,䂫
hong5,hông,灴
hong5,hông,𠰈
hong5,hông,鞃
hong5,hông,泓
hong5,hông,虹
hong5,hông,鴻
hong5,hông,葒
hong5,hông,吰
hong5,hông,宏
hong5,hông,䆖
hong5,hông,竑
hong5,hông,紘
hong5,hông,翃
hong5,hông,耾
hong5,hông,閎
hong5,hông,弘
hong5,hông,𨹁
hong5,hông,訌
hong5,hông,夅
hong6,hõng,捧
hong6,hõng,鳳
hong6,hõng,奉
hong7,hōng,巷
hou3,hòu,戽
hou3,hòu,𣶉
hou3,hòu,雨
hou5,hôu,喉
hou5,hôu,𩺟
hou5,hôu,侯
hou5,hôu,鯸
hou5,hôu,𡟑
hou5,hôu,猴
hou5,hôu,瘊
hou5,hôu,睺
hou5,hôu,𥚦
hou5,hôu,篌
hou5,hôu,糇
hou5,hôu,餱
hou5,hôu,鄇
hou5,hôu,鍭
hou5,hôu,胡
hou5,hôu,葫
hou5,hôu,鬍
hou5,hôu,狐
hou5,hôu,瓠
hou5,hôu,㬋
hou6,hõu,后
hou6,hõu,後
hou6,hõu,候
hou6,hõu,雨
hou6,hõu,堠
hou6,hõu,厚
hou6,hõu,逅
hou6,hõu,郈
hou6,hõu,戶
hou6,hõu,帍
hou6,hõu,姱
hou6,hõu,茩
hou6,hõu,詬
hou6,hõu,訽
hounn2,hóuⁿ,否
hounn2,hóuⁿ,虎
hounn2,hóuⁿ,琥
hu1,hu,膴
hu1,hu,㒇
hu1,hu,憮
hu1,hu,枹
hu1,hu,夫
hu1,hu,玞
hu1,hu,砆
hu1,hu,衭
hu1,hu,趺
hu1,hu,鈇
hu1,hu,尃
hu1,hu,敷
hu1,hu,旉
hu1,hu,懯
hu1,hu,孚
hu1,hu,俘
hu1,hu,稃
hu1,hu,𥞂
hu1,hu,莩
hu1,hu,郛
hu1,hu,膚
hu1,hu,𧀴
hu1,hu,怤
hu1,hu,柎
hu1,hu,鄜
hu1,hu,枎
hu1,hu,桴
hu1,hu,罦
hu1,hu,泭
hu1,hu,跗
hu1,hu,腐
hu1,hu,姁
hu1,hu,盱
hu1,hu,呴
hu1,hu,昫
hu1,hu,煦
hu1,hu,虖
hu1,hu,滹
hu1,hu,虍
hu1,hu,幠
hu1,hu,乎
hu1,hu,灰
hu1,hu,鋪
hu2,hú,捬
hu2,hú,撫
hu2,hú,虎
hu2,hú,琥
hu2,hú,姁
hu2,hú,甫
hu2,hú,莆
hu2,hú,輔
hu2,hú,鬴
hu2,hú,𩳐
hu2,hú,黼
hu2,hú,盙
hu2,hú,簠
hu2,hú,弣
hu2,hú,拊
hu2,hú,軵
hu2,hú,府
hu2,hú,俯
hu2,hú,頫
hu2,hú,腑
hu2,hú,父
hu2,hú,㕮
hu2,hú,釜
hu2,hú,俛
hu2,hú,冔
hu2,hú,栩
hu2,hú,珝
hu2,hú,詡
hu2,hú,喣
hu2,hú,煦
hu2,hú,滸
hu2,hú,噳
hu2,hú,噢
hu3,hù,罅
hu3,hù,𨻲
hu3,hù,副
hu3,hù,福
hu3,hù,戽
hu3,hù,𣶉
hu3,hù,䔰
hu3,hù,付
hu3,hù,咐
hu3,hù,仆
hu3,hù,訃
hu3,hù,赴
hu3,hù,賦
hu3,hù,謼
hu3,hù,鴮
hu3,hù,傅
hu3,hù,富
hu5,hû,胡
hu5,hû,葫
hu5,hû,鬍
hu5,hû,狐
hu5,hû,瓠
hu5,hû,夫
hu5,hû,芣
hu5,hû,扶
hu5,hû,蚨
hu5,hû,颫
hu5,hû,榑
hu5,hû,䵾
hu5,hû,符
hu5,hû,𣻜
hu5,hû,鳧
hu5,hû,𦽏
hu5,hû,苻
hu5,hû,湖
hu5,hû,煳
hu5,hû,㷻
hu5,hû,猢
hu5,hû,瑚
hu5,hû,箶
hu5,hû,䩴
hu5,hû,糊
hu5,hû,蝴
hu5,hû,醐
hu5,hû,餬
hu5,hû,鶘
hu5,hû,壺
hu5,hû,弧
hu5,hû,鋘
hu5,hû,釫
hu6,hũ,戶
hu6,hũ,帍
hu6,hũ,跗
hu6,hũ,輔
hu6,hũ,姁
hu6,hũ,阜
hu6,hũ,䘀
hu6,hũ,賻
hu6,hũ,祔
hu6,hũ,蚹
hu6,hũ,駙
hu6,hũ,鮒
hu6,hũ,附
hu6,hũ,𦱖
hu6,hũ,父
hu6,hũ,負
hu6,hũ,偩
hu6,hũ,媍
hu6,hũ,婦
hu6,hũ,酗
hu6,hũ,嫭
hu6,hũ,嫮
hu6,hũ,鳸
hu6,hũ,扈
hu6,hũ,㨭
hu6,hũ,滬
hu6,hũ,簄
hu6,hũ,岵
hu6,hũ,怙
hu6,hũ,祜
hu6,hũ,楛
hu6,hũ,互
hu6,hũ,冱
hu6,hũ,沍
hu6,hũ,枑
hu6,hũ,䇘
hu6,hũ,𦬚
hu6,hũ,護
hu6,hũ,𡜂
hu6,hũ,芐
hu6,hũ,鄠
hu6,hũ,𧿓
hu6,hũ,濩
hu6,hũ,篧
hu6,hũ,擭
hu6,hũ,鱯
hu6,hũ,穫
hu6,hũ,鑊
hu6,hũ,鸌
hu6,hũ,雇
hu6,hũ,䯱
hu6,hũ,僱
hu7,hū,腐
hua1,hua,靴
hua1,hua,鞾
hua1,hua,鋘
hua1,hua,釫
hua1,hua,找
hua1,hua,花
hua1,hua,嘩
hua1,hua,譁
hua1,hua,划
hua2,húa,踝
hua2,húa,輠
hua3,hùa,華
hua3,hùa,䔢
hua3,hùa,蕐
hua3,hùa,化
hua3,hùa,崋
hua3,hùa,𠹁
hua5,hûa,禾
hua5,hûa,咊
hua5,hûa,和
hua5,hûa,龢
hua5,hûa,盉
hua5,hûa,划
hua5,hûa,華
hua5,hûa,䔢
hua5,hûa,蕐
hua5,hûa,鏵
hua5,hûa,驊
hua5,hûa,𦽊
hua6,hũa,禍
hua7,hūa,擭
hua7,hūa,樺
huah4,huah,喝
huai5,huâi,槐
huai5,huâi,褢
huai5,huâi,褱
huai5,huâi,懷
huai5,huâi,怀
huai5,huâi,蘹
huai5,huâi,淮
huai6,huãi,壞
huak4,huak,鑊
huak4,huak,蒦
huak4,huak,劐
huak4,huak,矱
huak4,huak,彍
huak4,huak,霩
huak4,huak,湱
huak8,hua̍k,熇
huam3,hùam,渢
huam3,hùam,汎
huam3,hùam,泛
huam3,hùam,䒦
huam3,hùam,氾
huam5,hûam,凢
huam5,hûam,凡
huam5,hûam,杋
huam5,hûam,渢
huam5,hûam,汎
huam5,hûam,泛
huam6,hũam,𧍙
huam6,hũam,范
huam6,hũam,犯
huam6,hũam,範
huam6,hũam,患
huam6,hũam,槵
huan1,huan,歡
huan1,huan,懽
huan1,huan,番
huan1,huan,幡
huan1,huan,繙
huan1,huan,翻
huan1,huan,轓
huan1,huan,旛
huan1,huan,蕃
huan1,huan,反
huan1,huan,欢
huan1,huan,獾
huan1,huan,貛
huan1,huan,讙
huan1,huan,驩
huan1,huan,噃
huan1,huan,拚
huan1,huan,嶓
huan1,huan,藩
huan2,huán,反
huan2,huán,坂
huan2,huán,返
huan2,huán,阪
huan2,huán,鯇
huan2,huán,鰀
huan3,huàn,喚
huan3,huàn,反
huan3,huàn,㤆
huan3,huàn,畈
huan3,huàn,㽹
huan3,huàn,販
huan3,huàn,𧶶
huan3,huàn,嬎
huan3,huàn,䯘
huan3,huàn,奐
huan3,huàn,㪱
huan3,huàn,渙
huan3,huàn,煥
huan3,huàn,幻
huan3,huàn,換
huan4,huan,拚
huan5,huân,儇
huan5,huân,還
huan5,huân,还
huan5,huân,噃
huan5,huân,懁
huan5,huân,袢
huan5,huân,墦
huan5,huân,燔
huan5,huân,璠
huan5,huân,羳
huan5,huân,膰
huan5,huân,蹯
huan5,huân,籓
huan5,huân,藩
huan5,huân,繁
huan5,huân,瀿
huan5,huân,蘩
huan5,huân,棥
huan5,huân,樊
huan5,huân,礬
huan5,huân,蠜
huan5,huân,煩
huan5,huân,薠
huan5,huân,笲
huan5,huân,蠉
huan5,huân,亘
huan5,huân,貆
huan5,huân,翾
huan5,huân,圜
huan5,huân,𡑡
huan5,huân,寰
huan5,huân,環
huan5,huân,鐶
huan5,huân,𨫑
huan5,huân,鍰
huan5,huân,闤
huan5,huân,鬟
huan5,huân,峘
huan5,huân,桓
huan5,huân,荁
huan5,huân,䭴
huan5,huân,捖
huan5,huân,繯
huan5,huân,垣
huan5,huân,洹
huan6,huãn,漫
huan6,huãn,梵
huan6,huãn,䣲
huan6,huãn,𨠒
huan6,huãn,擐
huan6,huãn,轘
huan6,huãn,𠈄
huan6,huãn,宦
huan6,huãn,豢
huan6,huãn,飯
huang1,huang,方
huang1,huang,坊
huang1,huang,荒
huang1,huang,風
huang1,huang,瘋
huang1,huang,封
huang1,huang,肪
huang1,huang,芳
huang1,huang,邡
huang1,huang,鈁
huang1,huang,匚
huang1,huang,肓
huang1,huang,巟
huang1,huang,衁
huang1,huang,𥞙
huang1,huang,𥠸
huang1,huang,𥿪
huang1,huang,雱
huang1,huang,枋
huang1,huang,霶
huang2,huáng,舫
huang2,huáng,仿
huang2,huáng,倣
huang2,huáng,彷
huang2,huáng,髣
huang2,huáng,昉
huang2,huáng,瓬
huang2,huáng,旊
huang2,huáng,眆
huang2,huáng,訪
huang2,huáng,放
huang2,huáng,慌
huang2,huáng,詤
huang2,huáng,謊
huang2,huáng,𣉪
huang2,huáng,櫎
huang2,huáng,恍
huang2,huáng,怳
huang2,huáng,晃
huang2,huáng,幌
huang2,huáng,愰
huang2,huáng,榥
huang2,huáng,熀
huang2,huáng,鎤
huang2,huáng,𣄙
huang2,huáng,䌙
huang2,huáng,滉
huang2,huáng,紡
huang3,huàng,放
huang3,huàng,況
huang5,huâng,妨
huang5,huâng,防
huang5,huâng,鲂
huang5,huâng,𢖍
huang5,huâng,衡
huang5,huâng,橫
huang5,huâng,皇
huang5,huâng,偟
huang5,huâng,凰
huang5,huâng,喤
huang5,huâng,堭
huang5,huâng,隍
huang5,huâng,媓
huang5,huâng,徨
huang5,huâng,惶
huang5,huâng,湟
huang5,huâng,煌
huang5,huâng,篁
huang5,huâng,艎
huang5,huâng,蝗
huang5,huâng,遑
huang5,huâng,鍠
huang5,huâng,餭
huang5,huâng,鰉
huang5,huâng,鱑
huang5,huâng,潢
huang5,huâng,璜
huang5,huâng,磺
huang5,huâng,簧
huang5,huâng,蟥
huang5,huâng,趪
huang5,huâng,𪏙
huang5,huâng,黌
huang5,huâng,黃
huang5,huâng,房
huann1,huaⁿ,歡
huann1,huaⁿ,懽
huann1,huaⁿ,欢
huann5,hûaⁿ,鼾
huann7,hūaⁿ,按
huann7,hūaⁿ,闀
huap4,huap,法
huap4,huap,灋
huat4,huat,䆷
huat4,huat,發
huat4,huat,髮
huat4,huat,琺
huat4,huat,沷
huat8,hua̍t,橃
huat8,hua̍t,伐
huat8,hua̍t,栰
huat8,hua̍t,筏
huat8,hua̍t,閥
huat8,hua̍t,乏
huat8,hua̍t,姂
huat8,hua̍t,罰
huat8,hua̍t,垡
huat8,hua̍t,疺
huat8,hua̍t,䑔
huat8,hua̍t,穴
huat8,hua̍t,泬
huat8,hua̍t,刖
huat8,hua̍t,跀
hue1,hue,灰
hue1,hue,花
hue1,hue,𪑀
hue2,húe,火
hue2,húe,伙
hue2,húe,夥
hue2,húe,悔
hue2,húe,𠧩
hue3,hùe,貨
hue3,hùe,化
hue3,hùe,晦
hue3,hùe,誨
hue3,hùe,翽
hue3,hùe,亗
hue3,hùe,岁
hue3,hùe,悔
hue3,hùe,𠧩
hue3,hùe,歲
hue3,hùe,歳
hue5,hûe,徊
hue5,hûe,和
hue5,hûe,咊
hue5,hûe,龢
hue5,hûe,回
hue5,hûe,囬
hue5,hûe,囘
hue5,hûe,恛
hue5,hûe,𣑩
hue5,hûe,洄
hue5,hûe,痐
hue5,hûe,茴
hue5,hûe,迴
hue5,hûe,廻
hue5,hûe,鮰
hue5,hûe,蚘
hue5,hûe,橫
hue6,hũe,譮
hue6,hũe,會
hue6,hũe,会
hueh4,hueh,血
huenn5,hûeⁿ,𢖍
huenn5,hûeⁿ,衡
huenn5,hûeⁿ,橫
hui1,hui,皓
hui1,hui,顥
hui1,hui,皜
hui1,hui,灰
hui1,hui,非
hui1,hui,扉
hui1,hui,緋
hui1,hui,蜚
hui1,hui,裶
hui1,hui,霏
hui1,hui,馡
hui1,hui,騑
hui1,hui,妃
hui1,hui,婓
hui1,hui,揮
hui1,hui,暉
hui1,hui,楎
hui1,hui,煇
hui1,hui,翬
hui1,hui,輝
hui1,hui,撝
hui1,hui,隳
hui1,hui,徽
hui1,hui,麾
hui1,hui,豗
hui1,hui,滙
hui1,hui,裴
hui1,hui,睢
hui1,hui,褘
hui1,hui,飛
hui2,húi,蜚
hui2,húi,匪
hui2,húi,缶
hui2,húi,缻
hui2,húi,斐
hui2,húi,棐
hui2,húi,榧
hui2,húi,朏
hui2,húi,屝
hui2,húi,湏
hui2,húi,虺
hui2,húi,燬
hui2,húi,匯
hui2,húi,滙
hui2,húi,卉
hui2,húi,芔
hui2,húi,瘣
hui2,húi,𦞙
hui3,hùi,悔
hui3,hùi,𠧩
hui3,hùi,晦
hui3,hùi,誨
hui3,hùi,翽
hui3,hùi,屝
hui3,hùi,腓
hui3,hùi,剕
hui3,hùi,翡
hui3,hùi,廢
hui3,hùi,癈
hui3,hùi,𥳊
hui3,hùi,狒
hui3,hùi,䛍
hui3,hùi,費
hui3,hùi,㵒
hui3,hùi,肺
hui3,hùi,芾
hui3,hùi,𥝈
hui3,hùi,茷
hui3,hùi,潰
hui3,hùi,恚
hui3,hùi,嘒
hui3,hùi,噦
hui3,hùi,𧬨
hui3,hùi,喙
hui3,hùi,頮
hui3,hùi,靧
hui3,hùi,諱
hui3,hùi,旆
hui3,hùi,斾
hui3,hùi,蜼
hui4,hui,匪
hui5,hûi,徊
hui5,hûi,回
hui5,hûi,囬
hui5,hûi,囘
hui5,hûi,恛
hui5,hûi,𣑩
hui5,hûi,洄
hui5,hûi,痐
hui5,hûi,茴
hui5,hûi,迴
hui5,hûi,廻
hui5,hûi,缶
hui5,hûi,缻
hui5,hûi,蛔
hui5,hûi,蛕
hui6,hũi,會
hui6,hũi,会
hui6,hũi,嘒
hui6,hũi,𡹯
hui6,hũi,繪
hui6,hũi,慧
hui6,hũi,暳
hui6,hũi,惠
hui6,hũi,憓
hui6,hũi,蕙
hui6,hũi,蟪
hui6,hũi,譓
hui6,hũi,殨
hui6,hũi,噦
hui6,hũi,繢
hui6,hũi,繐
hui7,hūi,緯
hui7,hūi,𧍫
hui7,hūi,吠
huinn2,húiⁿ,非
huinn2,húiⁿ,悱
huinn2,húiⁿ,菲
huinn2,húiⁿ,誹
huinn2,húiⁿ,篚
huinn2,húiⁿ,毁
huinn2,húiⁿ,䛼
huinn2,húiⁿ,譭
huinn5,hûiⁿ,懸
hun1,hun,匪
hun1,hun,分
hun1,hun,吩
hun1,hun,帉
hun1,hun,昐
hun1,hun,棼
hun1,hun,𣬩
hun1,hun,氛
hun1,hun,紛
hun1,hun,𦐈
hun1,hun,芬
hun1,hun,衯
hun1,hun,雰
hun1,hun,鳻
hun1,hun,燻
hun1,hun,焄
hun1,hun,昏
hun1,hun,婚
hun1,hun,惛
hun1,hun,惽
hun1,hun,殙
hun1,hun,涽
hun1,hun,湣
hun1,hun,睧
hun1,hun,閽
hun1,hun,葷
hun1,hun,渾
hun1,hun,哏
hun1,hun,盼
hun1,hun,烟
hun1,hun,煙
hun1,hun,熏
hun1,hun,菸
hun1,hun,朌
hun2,hún,渾
hun2,hún,鼢
hun2,hún,賁
hun2,hún,墳
hun2,hún,粉
hun2,hún,黺
hun2,hún,坋
hun2,hún,忿
hun2,hún,僨
hun2,hún,憤
hun2,hún,鱝
hun2,hún,𢅯
hun2,hún,焜
hun2,hún,扮
hun3,hùn,拚
hun3,hùn,賁
hun3,hùn,僨
hun3,hùn,奮
hun3,hùn,訓
hun3,hùn,圂
hun3,hùn,糞
hun5,hûn,渾
hun5,hûn,枌
hun5,hûn,汾
hun5,hûn,頒
hun5,hûn,鼖
hun5,hûn,𢿠
hun5,hûn,幩
hun5,hûn,濆
hun5,hûn,㿎
hun5,hûn,豶
hun5,hûn,𪎰
hun5,hûn,痕
hun5,hûn,媈
hun5,hûn,琿
hun5,hûn,餫
hun5,hûn,餛
hun5,hûn,鼲
hun5,hûn,忶
hun5,hûn,𢣒
hun5,hûn,魂
hun5,hûn,拫
hun5,hûn,筠
hun5,hûn,雲
hun5,hûn,澐
hun5,hûn,蕓
hun6,hũn,俒
hun6,hũn,掍
hun6,hũn,混
hun6,hũn,㥵
hun6,hũn,慁
hun6,hũn,㨡
hun6,hũn,溷
hun7,hūn,分
hun7,hūn,份
hun7,hūn,坋
hun7,hūn,瞓
hut4,hut,沷
hut4,hut,芾
hut4,hut,艴
hut4,hut,祓
hut4,hut,笰
hut4,hut,紼
hut4,hut,帗
hut4,hut,紱
hut4,hut,韍
hut4,hut,黻
hut4,hut,甶
hut4,hut,綍
hut4,hut,弗
hut4,hut,刜
hut4,hut,咈
hut4,hut,彿
hut4,hut,怫
hut4,hut,拂
hut4,hut,茀
hut4,hut,𩖼
hut4,hut,髴
hut4,hut,囫
hut4,hut,䀜
hut4,hut,忽
hut4,hut,惚
hut4,hut,㧾
hut4,hut,笏
hut4,hut,欻
hut4,hut,鶻
hut4,hut,袚
hut8,hu̍t,核
hut8,hu̍t,𣝗
hut8,hu̍t,刜
hut8,hu̍t,咈
hut8,hu̍t,佛
hṳ1,hṳ,虛
hṳ1,hṳ,噓
hṳ1,hṳ,𡃧
hṳ1,hṳ,墟
hṳ1,hṳ,歔
hṳ1,hṳ,欨
hṳ1,hṳ,庥
hṳ1,hṳ,魼
hṳ2,hṳ́,許
hṳ2,hṳ́,冔
hṳ5,hṳ̂,魚
hṳ5,hṳ̂,䰻
hṳ5,hṳ̂,漁
hṳ5,hṳ̂,䱷
hṳ5,hṳ̂,䁩
hṳn1,hṳn,訢
hṳn1,hṳn,壎
hṳn1,hṳn,燻
hṳn1,hṳn,焄
hṳn1,hṳn,掀
hṳn1,hṳn,軒
hṳn1,hṳn,忻
hṳn1,hṳn,欣
hṳn1,hṳn,昕
hṳn1,hṳn,炘
hṳn1,hṳn,盺
hṳn1,hṳn,塤
hṳn1,hṳn,熏
hṳn1,hṳn,勳
hṳn1,hṳn,勛
hṳn1,hṳn,曛
hṳn1,hṳn,獯
hṳn1,hṳn,纁
hṳn1,hṳn,薰
hṳn1,hṳn,醺
hṳn1,hṳn,殷
hṳn1,hṳn,慇
hṳn2,hṳ́n,很
hṳn2,hṳ́n,狠
hṳn2,hṳ́n,𦜓
hṳn2,hṳ́n,脪
hṳn2,hṳ́n,詪
hṳn6,hṳ̃n,恨
i1,i,瑿
i1,i,伊
i1,i,咿
i1,i,吚
i1,i,洢
i1,i,蛜
i1,i,欹
i1,i,猗
i1,i,犄
i1,i,陭
i1,i,旖
i1,i,漪
i1,i,噫
i1,i,譩
i1,i,㙠
i1,i,繄
i1,i,鷖
i1,i,衣
i1,i,依
i1,i,黟
i1,i,禕
i1,i,椅
i1,i,𠯋
i1,i,唲
i1,i,扵
i1,i,於
i1,i,于
i1,i,蛙
i1,i,醫
i1,i,歟
i2,í,㕈
i2,í,偯
i2,í,歖
i2,í,噫
i2,í,譩
i2,í,扡
i2,í,山
i2,í,施
i2,í,錡
i2,í,扆
i2,í,予
i3,ì,衣
i3,ì,洩
i3,ì,曀
i3,ì,㙪
i3,ì,殪
i3,ì,𦠉
i3,ì,意
i3,ì,薏
i3,ì,瘞
i3,ì,医
i3,ì,嫕
i3,ì,敡
i3,ì,肂
i3,ì,縊
i3,ì,謚
i3,ì,諡
i3,ì,𡌧
i3,ì,翳
i3,ì,蘙
i5,î,巵
i5,î,咍
i5,î,治
i5,î,謻
i5,î,宧
i5,î,夷
i5,î,侇
i5,î,姨
i5,î,峓
i5,î,恞
i5,î,桋
i5,î,洟
i5,î,痍
i5,î,胰
i5,î,𦚟
i5,î,跠
i5,î,怡
i5,î,台
i5,î,眙
i5,î,詒
i5,î,貽
i5,î,飴
i5,î,扅
i5,î,栘
i5,î,迻
i5,î,移
i5,î,𦣞
i5,î,頤
i5,î,䱌
i5,î,𢑱
i5,î,彝
i5,î,匜
i5,î,訑
i5,î,貤
i5,î,酏
i5,î,㐌
i5,î,暆
i5,î,椸
i5,î,沶
i5,î,螔
i5,î,蛇
i5,î,詑
i5,î,荑
i5,î,圯
i5,î,异
i5,î,枱
i5,î,鈶
i5,î,鮧
i5,î,柂
i5,î,悇
i5,î,譽
i5,î,𩁕
i5,î,鸒
i5,î,旟
i5,î,輿
i5,î,余
i5,î,予
i5,î,畬
i5,î,雓
i5,î,伃
i5,î,嵎
i5,î,愚
i5,î,隅
i5,î,餘
i5,î,鯷
i6,ĩ,易
i6,ĩ,曳
i6,ĩ,呭
i6,ĩ,勩
i6,ĩ,貤
i6,ĩ,譽
i6,ĩ,絏
i6,ĩ,泄
i6,ĩ,欭
i6,ĩ,撎
i6,ĩ,饐
i6,ĩ,鷧
i6,ĩ,懿
i6,ĩ,裔
i6,ĩ,𧘉
i6,ĩ,㵝
i6,ĩ,异
i6,ĩ,𧙟
i6,ĩ,異
i6,ĩ,詍
i6,ĩ,枻
i6,ĩ,靾
i6,ĩ,殔
i6,ĩ,肄
i6,ĩ,施
i6,ĩ,拽
i6,ĩ,蕷
i6,ĩ,棜
i6,ĩ,豫
i6,ĩ,遇
i6,ĩ,忬
i6,ĩ,預
ia2,iá,也
ia2,iá,野
ia2,iá,埜
ia2,iá,冶
ia2,iá,雅
ia3,ià,夜
ia3,ià,㖡
ia5,iâ,耶
ia5,iâ,䔑
ia5,iâ,揶
ia5,iâ,椰
ia5,iâ,㭨
