latn_norm,puj,han
a1,a,阿
a1,a,𠜲
a1,a,啞
a1,a,㝞
a1,a,椏
a1,a,䃁
a1,a,丫
a1,a,鴉
a1,a,亞
a1,a,瘂
a1,a,疴
a1,a,痾
a2,á,掗
a2,á,拗
a3,à,亞
a3,à,襾
a3,à,婭
a3,à,㰳
a3,à,稏
a3,à,詏
ah4,ah,鴨
ah4,ah,押
ai1,ai,哀
ai1,ai,唉
ai1,ai,欸
ai1,ai,埃
ai1,ai,挨
ai1,ai,哎
ai1,ai,崴
ai1,ai,阨
ai1,ai,阸
ai2,ái,毐
ai2,ái,噯
ai2,ái,靉
ai2,ái,藹
ai2,ái,靄
ai2,ái,𣖻
ai2,ái,㕈
ai2,ái,偯
ai2,ái,壒
ai2,ái,矮
ai3,ài,噯
ai3,ài,壒
ai3,ài,愛
ai3,ài,曖
ai3,ài,瞹
ai3,ài,薆
ai3,ài,呃
ai3,ài,餲
ai3,ài,呝
ai3,ài,阸
ai3,ài,隘
ai6,ãi,𢟰
ainn3,àiⁿ,僾
ainn3,àiⁿ,欲
ak4,ak,惡
ak4,ak,堊
ak4,ak,嗌
ak4,ak,噁
ak4,ak,沃
ak8,a̍k,姶
ak8,a̍k,戄
ak8,a̍k,籰
am1,am,堷
am1,am,㛺
am1,am,腤
am1,am,諳
am1,am,盦
am1,am,庵
am1,am,菴
am1,am,葊
am1,am,唅
am1,am,喑
am1,am,陰
am1,am,隂
am1,am,阴
am1,am,𣱙
am2,ám,唵
am2,ám,揞
am2,ám,闇
am2,ám,黭
am2,ám,黶
am2,ám,埯
am2,ám,黯
am3,àm,闇
am3,àm,黭
am3,àm,暗
am3,àm,隌
am3,àm,䬓
am3,àm,㜝
am3,àm,晻
am6,ãm,碪
am6,ãm,頷
an1,an,安
an1,an,鵪
an1,an,鞍
an3,àn,按
an3,àn,宴
an3,àn,鴳
an3,àn,鷃
an3,àn,讌
an3,àn,案
an3,àn,晏
ang1,ang,公
ang3,àng,胦
ang3,àng,䐥
ang3,àng,甕
ang3,àng,瓮
ang3,àng,罋
ang5,âng,洪
ang5,âng,紅
ann5,âⁿ,攔
ap4,ap,押
ap4,ap,鴨
ap4,ap,庵
ap4,ap,菴
ap4,ap,葊
ap4,ap,閘
ap4,ap,匣
ap4,ap,𢘉
ap4,ap,狎
ap4,ap,廅
ap4,ap,厭
ap4,ap,唈
ap8,a̍p,匣
ap8,a̍p,盒
ap8,a̍p,柙
ap8,a̍p,㔩
at4,at,𡇼
at4,at,蠮
at4,at,抑
at4,at,遏
at4,at,閼
at4,at,堨
at4,at,胺
at4,at,頞
at4,at,圠
at4,at,揠
at4,at,軋
at4,at,䰲
at4,at,噎
at8,a̍t,㔩
au1,au,坳
au1,au,爊
au1,au,鏖
au1,au,瞘
au1,au,䁱
au1,au,歐
au1,au,甌
au1,au,眑
au1,au,凹
au1,au,熰
au2,aú,拗
au2,aú,媼
au2,aú,蝹
au2,aú,懊
au2,aú,嘔
au2,aú,毆
au2,aú,亞
au2,aú,殳
au2,aú,𢲷
au2,aú,芺
au2,aú,襖
au3,aù,奧
au3,aù,𡒃
au3,aù,擙
au3,aù,𩼈
au3,aù,漚
au3,aù,袎
au3,aù,靿
au3,aù,隩
au3,aù,澳
au5,aû,喉
au6,aũ,后
au6,aũ,後
bah4,bah,肉
bai5,bâi,眉
bai5,bâi,嵋
bai5,bâi,楣
bak8,ba̍k,墨
bak8,ba̍k,纆
bak8,ba̍k,茉
bak8,ba̍k,木
bat8,ba̍t,密
bat8,ba̍t,宻
bau2,báu,卯
bau2,báu,夘
bau2,báu,昴
bau2,báu,泖
bau2,báu,茆
be2,bé,馬
be2,bé,碼
be2,bé,螞
be2,bé,鰢
beh8,be̍h,麥
bi2,bí,米
bi7,bī,未
bi7,bī,味
bi7,bī,苿
biau7,biāu,妙
biau7,biāu,玅
bie5,biê,描
bie7,biē,廟
bie7,biē,庙
bih8,bi̍h,𥯣
bih8,bi̍h,篾
bit8,bi̍t,蜜
bit8,bi̍t,𡩓
bit8,bi̍t,蔤
bo2,bó,母
bo2,bó,姆
bo2,bó,姥
bo2,bó,拇
bo2,bó,𧿹
bo2,bó,牳
bo5,bô,無
bo5,bô,无
bo5,bô,橆
bo5,bô,毋
bo5,bô,亡
bo5,bô,兦
bo7,bō,帽
bo7,bō,磨
bo7,bō,䃺
boi2,bói,買
boi7,bōi,賣
bou2,bóu,畆
bou2,bóu,畝
bou2,bóu,牡
bou5,bôu,模
bou7,bōu,戊
bu2,bú,母
bu2,bú,拇
bu2,bú,𧿹
bu2,bú,膴
bu2,bú,廡
bu2,bú,蕪
bu2,bú,捬
bu2,bú,撫
bu2,bú,侮
bu2,bú,㑄
bu2,bú,𢜮
bu2,bú,武
bu2,bú,珷
bu2,bú,碔
bu2,bú,鵡
bu2,bú,䳇
bu2,bú,㒇
bu2,bú,憮
bu2,bú,嫵
bu2,bú,甒
bu2,bú,潕
bu2,bú,㵲
bu2,bú,舞
bu2,bú,儛
bu2,bú,拊
bu5,bû,無
bu5,bû,无
bu5,bû,橆
bu5,bû,毋
bu5,bû,亡
bu5,bû,膴
bu5,bû,巫
bu5,bû,誣
bu5,bû,廡
bu5,bû,蕪
bu5,bû,兦
bu6,bũ,戊
bu6,bũ,鶩
bu6,bũ,務
bu6,bũ,婺
bu6,bũ,騖
bu7,bū,霧
bua5,bûa,磨
bua5,bûa,塺
bua5,bûa,䃺
buah4,buah,撥
buah8,bua̍h,抹
buah8,bua̍h,末
buah8,bua̍h,䴲
buah8,bua̍h,鈸
buan2,buán,滿
buan5,buân,曼
buan5,buân,槾
buan5,buân,漫
buan5,buân,澷
buan5,buân,縵
buan5,buân,𧜞
buan5,buân,謾
buan5,buân,饅
buan5,buân,鬘
buan5,buân,鰻
buan5,buân,㙢
buan5,buân,瞞
buan5,buân,鞔
buan5,buân,墁
buan5,buân,鏝
buan5,buân,䊟
buan5,buân,悗
buan5,buân,蔓
buan5,buân,顢
buan5,buân,樠
buan6,buãn,澷
buan6,buãn,縵
buan6,buãn,謾
buan6,buãn,墁
buan6,buãn,蔓
buan6,buãn,鋄
buan6,buãn,僈
buan6,buãn,嫚
buan6,buãn,幔
buan6,buãn,慢
buan6,buãn,鄤
buan7,buān,曼
buan7,buān,蔓
buan7,buān,𩆊
buan7,buān,卍
buan7,buān,萬
buan7,buān,万
buan7,buān,䨲
buang2,buáng,罔
buang2,buáng,惘
buang2,buáng,棢
buang2,buáng,輞
buang2,buáng,誷
buang2,buáng,魍
buang2,buáng,妄
buang2,buáng,𧧄
buang2,buáng,網
buang5,buâng,亡
buang5,buâng,兦
buang5,buâng,忘
buang6,buãng,網
buang6,buãng,望
buang6,buãng,朢
bue2,búe,尾
bue5,bûe,塺
bue5,bûe,枚
bue5,bûe,玟
bue5,bûe,玫
bue5,bûe,媒
bue5,bûe,煤
bue5,bûe,禖
bue5,bûe,梅
bue5,bûe,䊈
bue5,bûe,酶
bue5,bûe,鋂
bue5,bûe,霉
bue5,bûe,䆀
bue6,bũe,眛
bue7,būe,未
bueh8,bue̍h,帓
bueh8,bue̍h,袜
bueh8,bue̍h,襪
bueh8,bue̍h,韈
bui6,bũi,䆀
bun1,bun,蚊
bun1,bun,𧉬
bun2,bún,悗
bun2,bún,㨉
bun2,bún,勽
bun2,bún,伆
bun2,bún,刎
bun2,bún,吻
bun2,bún,呡
bun2,bún,肳
bun2,bún,脗
bun3,bùn,文
bun3,bùn,紊
bun5,bûn,蕡
bun5,bûn,玟
bun5,bûn,們
bun5,bûn,汶
bun5,bûn,旻
bun5,bûn,文
bun5,bûn,紋
bun5,bûn,雯
bun5,bûn,魰
bun5,bûn,聞
bun5,bûn,閿
bun5,bûn,闅
bun5,bûn,蟁
bun5,bûn,玫
bun5,bûn,悗
bun6,bũn,聞
bun6,bũn,閿
bun6,bũn,闅
bun6,bũn,問
bun7,būn,們
bun7,būn,汶
bun7,būn,㥃
bun7,būn,悶
bun7,būn,懣
bun7,būn,問
cha1,tsa,吒
cha1,tsa,咤
cha1,tsa,喳
cha1,tsa,揸
cha1,tsa,摣
cha1,tsa,楂
cha1,tsa,渣
cha1,tsa,柤
cha1,tsa,㪥
cha1,tsa,𤹡
cha1,tsa,皻
cha1,tsa,齇
cha1,tsa,皶
cha1,tsa,𥡧
cha1,tsa,䶥
cha1,tsa,奓
cha1,tsa,觰
cha1,tsa,挓
cha1,tsa,蹅
cha1,tsa,嗟
cha1,tsa,菹
cha1,tsa,𧪘
cha1,tsa,罝
cha1,tsa,叉
cha1,tsa,𦉆
cha1,tsa,槎
cha1,tsa,㢒
cha1,tsa,厏
cha1,tsa,咱
cha1,tsa,昨
cha1,tsa,苴
cha2,tsá,𥰭
cha2,tsá,昔
cha2,tsá,昨
cha2,tsá,拃
cha2,tsá,苲
cha2,tsá,早
cha2,tsá,蚤
cha2,tsá,蛌
cha2,tsá,𧎮
cha2,tsá,䖣
cha3,tsà,唶
cha3,tsà,咋
cha3,tsà,蜡
cha3,tsà,諎
cha3,tsà,詐
cha3,tsà,鮓
cha3,tsà,乍
cha3,tsà,灹
cha3,tsà,溠
cha3,tsà,䕢
cha3,tsà,䄍
cha3,tsà,𨢦
cha3,tsà,怍
cha6,tsã,厏
cha6,tsã,謯
chah4,tsah,哳
chah8,tsa̍h,閘
chah8,tsa̍h,柵
chah8,tsa̍h,𨢦
chah8,tsa̍h,栅
chah8,tsa̍h,榨
chah8,tsa̍h,醡
chah8,tsa̍h,截
chah8,tsa̍h,牐
chai1,tsai,齋
chai1,tsai,斋
chai1,tsai,𢋿
chai1,tsai,齊
chai1,tsai,嚌
chai1,tsai,知
chai1,tsai,𪗆
chai1,tsai,榸
chai1,tsai,哉
chai1,tsai,栽
chai1,tsai,災
chai1,tsai,灾
chai1,tsai,烖
chai1,tsai,菑
chai1,tsai,甾
chai2,tsái,崽
chai2,tsái,載
chai2,tsái,宰
chai2,tsái,𣪮
chai2,tsái,縡
chai2,tsái,怎
chai2,tsái,滓
chai2,tsái,儎
chai3,tsài,載
chai3,tsài,再
chai5,tsâi,臍
chai5,tsâi,才
chai5,tsâi,𢦏
chai6,tsãi,債
chai6,tsãi,寨
chai6,tsãi,瘵
chai6,tsãi,豸
chai6,tsãi,在
chai6,tsãi,廌
chai6,tsãi,砦
chai7,tsāi,載
chai7,tsāi,儎
chak4,tsak,楖
chak4,tsak,怍
chak4,tsak,榔
chak4,tsak,作
chak4,tsak,酢
chak8,tsa̍k,族
cham1,tsam,𨮼
cham1,tsam,針
cham1,tsam,鍼
cham1,tsam,詀
cham1,tsam,簪
cham1,tsam,臢
cham2,tsám,喒
cham2,tsám,斬
cham2,tsám,偺
cham2,tsám,昝
cham2,tsám,撍
cham3,tsàm,站
cham3,tsàm,蘸
cham3,tsàm,譖
cham3,tsàm,揝
cham5,tsâm,喒
cham6,tsãm,站
cham6,tsãm,㨻
cham6,tsãm,鏨
chan1,tsan,鑽
chan1,tsan,鑚
chan1,tsan,攢
chan2,tsán,寁
chan2,tsán,䎒
chan2,tsán,琖
chan2,tsán,醆
chan2,tsán,儹
chan2,tsán,趲
chan2,tsán,㭮
chan2,tsán,䰖
chan2,tsán,穳
chan2,tsán,拶
chan3,tsàn,𠟉
chan3,tsàn,臇
chan3,tsàn,棧
chan3,tsàn,鑽
chan3,tsàn,鑚
chan3,tsàn,𦎗
chan3,tsàn,贊
chan3,tsàn,賛
chan3,tsàn,㜺
chan3,tsàn,灒
chan3,tsàn,瓚
chan3,tsàn,禶
chan3,tsàn,讚
chan3,tsàn,𢖑
chan3,tsàn,纘
chan5,tsân,巑
chan6,tsãn,輚
chan6,tsãn,轏
chang1,tsang,曾
chang1,tsang,將
chang1,tsang,𤕭
chang1,tsang,莊
chang1,tsang,臧
chang1,tsang,贓
chang1,tsang,牂
chang1,tsang,罾
chang1,tsang,鬃
chang1,tsang,椶
chang1,tsang,棕
chang2,tsáng,揝
chang2,tsáng,撍
chang2,tsáng,奘
chang2,tsáng,髒
chang2,tsáng,駔
chang2,tsáng,䎫
chang3,tsàng,欉
chang3,tsàng,髒
chang3,tsàng,壯
chang3,tsàng,葬
chang3,tsàng,塟
chang3,tsàng,倊
chang3,tsàng,綜
chang3,tsàng,糉
chang3,tsàng,粽
chang3,tsàng,傯
chang5,tsâng,層
chang5,tsâng,叢
chang5,tsâng,樷
chang5,tsâng,欉
chang5,tsâng,𥵫
chang6,tsãng,藏
chang6,tsãng,臟
chang7,tsāng,贈
chann2,tsáⁿ,剪
chann2,tsáⁿ,翦
chap4,tsap,卩
chap4,tsap,㔾
chap4,tsap,唼
chap4,tsap,𠸝
chap4,tsap,𩵢
chap4,tsap,汁
chap4,tsap,紮
chap4,tsap,札
chap4,tsap,𩿤
chap4,tsap,已
chap4,tsap,咂
chap4,tsap,𠯗
chap4,tsap,噆
chap4,tsap,沞
chap4,tsap,迊
chap4,tsap,匝
chap4,tsap,帀
chap4,tsap,砸
chap4,tsap,嘁
chap8,tsa̍p,十
chap8,tsa̍p,什
chap8,tsa̍p,拾
chap8,tsa̍p,卡
chap8,tsa̍p,雜
chap8,tsa̍p,襍
chap8,tsa̍p,䕹
chap8,tsa̍p,磼
chat4,tsat,節
chat4,tsat,櫛
chat4,tsat,楶
chat4,tsat,咱
chat4,tsat,扎
chat4,tsat,蚻
chat4,tsat,䥷
chat4,tsat,囋
chat8,tsa̍t,鰂
chat8,tsa̍t,鱡
chat8,tsa̍t,㭮
chat8,tsa̍t,㳨
chat8,tsa̍t,拶
chau1,tsau,抓
chau1,tsau,糟
chau1,tsau,醩
chau1,tsau,遭
chau1,tsau,傮
chau1,tsau,蹧
chau2,tsáu,蚤
chau2,tsáu,蛌
chau2,tsáu,璅
chau2,tsáu,𧎮
chau2,tsáu,䖣
chau2,tsáu,走
chau3,tsàu,箌
chau3,tsàu,笊
chau3,tsàu,竈
chau3,tsàu,灶
chau3,tsàu,奏
chau3,tsàu,漕
chau3,tsàu,湊
chau3,tsàu,腠
chau3,tsàu,輳
chau6,tsãu,淖
chau6,tsãu,罩
chau6,tsãu,棹
chau6,tsãu,䈇
chau6,tsãu,櫂
chau6,tsãu,㷹
chau6,tsãu,悼
chau6,tsãu,皁
chau6,tsãu,皂
chau6,tsãu,造
che1,che,齋
che1,che,斋
che1,che,𢋿
che1,che,𠌮
che1,che,嗻
che1,che,遮
che1,che,齊
che1,che,𪗆
che2,ché,者
che2,ché,赭
che2,ché,這
che2,ché,这
che2,ché,姐
che2,ché,姊
che2,ché,姉
che3,chè,嗻
che3,chè,債
che3,chè,跖
che3,chè,蹠
che6,chẽ,耤
che7,chē,寨
cheh4,cheh,債
cheh4,cheh,勣
cheh4,cheh,蹟
cheh4,cheh,摭
cheh4,cheh,戠
cheh4,cheh,職
cheh4,cheh,軄
cheh4,cheh,績
cheh4,cheh,簀
cheh4,cheh,責
cheh4,cheh,仄
cheh4,cheh,舴
cheh4,cheh,嘖
cheh4,cheh,幘
cheh4,cheh,賾
cheh4,cheh,跡
cheh4,cheh,迹
cheh4,cheh,昃
cheh4,cheh,唶
chek4,chek,債
chek4,chek,蹟
chek4,chek,職
chek4,chek,軄
chek4,chek,績
chek4,chek,簀
chek4,chek,責
chek4,chek,舴
chek4,chek,嘖
chek4,chek,幘
chek4,chek,賾
chek4,chek,蚱
chek4,chek,窄
chek4,chek,瘵
chek4,chek,積
chek4,chek,襀
chek4,chek,䆅
chek4,chek,𠋻
chek4,chek,稷
chek4,chek,磧
chek4,chek,聻
chek4,chek,跡
chek4,chek,迹
chek4,chek,借
chek4,chek,隻
chek4,chek,墌
chek4,chek,織
chek4,chek,膱
chek4,chek,䐈
chek4,chek,𧓸
chek4,chek,燭
chek4,chek,烛
chek4,chek,叔
chek4,chek,𣤈
chek4,chek,則
chek4,chek,䈟
chek4,chek,仄
chek4,chek,笮
chek4,chek,唶
chek4,chek,蠈
chek8,che̍k,藉
chek8,che̍k,一
chek8,che̍k,弌
chek8,che̍k,壹
chek8,che̍k,澤
chek8,che̍k,賊
chek8,che̍k,擇
chek8,che̍k,鱡
chek8,che̍k,鰂
cheng1,cheng,貞
cheng1,cheng,楨
cheng1,cheng,禎
cheng1,cheng,偵
cheng1,cheng,湞
cheng1,cheng,朾
cheng1,cheng,姃
cheng1,cheng,征
cheng1,cheng,怔
cheng1,cheng,𦙫
cheng1,cheng,鉦
cheng1,cheng,烝
cheng1,cheng,𤸲
cheng1,cheng,𦛆
cheng1,cheng,蒸
cheng1,cheng,争
cheng1,cheng,爭
cheng1,cheng,猙
cheng1,cheng,琤
cheng1,cheng,箏
cheng1,cheng,錚
cheng1,cheng,癥
cheng1,cheng,䆸
cheng1,cheng,睛
cheng1,cheng,箐
cheng1,cheng,精
cheng1,cheng,腈
cheng1,cheng,菁
cheng1,cheng,鯖
cheng1,cheng,鶄
cheng1,cheng,凈
cheng1,cheng,刣
cheng1,cheng,鍾
cheng1,cheng,鐘
cheng1,cheng,鬇
cheng1,cheng,綪
cheng1,cheng,舂
cheng1,cheng,摏
cheng1,cheng,僧
cheng1,cheng,鬠
cheng1,cheng,曾
cheng1,cheng,增
cheng1,cheng,憎
cheng1,cheng,橧
cheng1,cheng,竲
cheng1,cheng,矰
cheng1,cheng,繒
cheng1,cheng,譄
cheng1,cheng,鏳
cheng1,cheng,噌
cheng1,cheng,淨
cheng1,cheng,醒
cheng2,chéng,井
cheng2,chéng,拯
cheng2,chéng,抍
cheng2,chéng,晸
cheng2,chéng,整
cheng2,chéng,穽
cheng2,chéng,阱
cheng2,chéng,瘇
cheng2,chéng,種
cheng2,chéng,尰
cheng2,chéng,腫
cheng2,chéng,磳
cheng3,chèng,姃
cheng3,chèng,種
cheng3,chèng,政
cheng3,chèng,症
cheng3,chèng,証
cheng3,chèng,證
cheng3,chèng,眾
cheng3,chèng,衆
cheng3,chèng,𪒟
cheng3,chèng,𠟂
cheng3,chèng,蹭
cheng3,chèng,正
cheng5,chêng,曾
cheng5,chêng,嘗
cheng5,chêng,甞
cheng5,chêng,䁬
cheng5,chêng,層
cheng6,chẽng,爭
cheng6,chẽng,争
cheng6,chẽng,竫
cheng6,chẽng,靜
cheng6,chẽng,靚
cheng6,chẽng,凈
cheng6,chẽng,穽
cheng6,chẽng,阱
cheng6,chẽng,睜
cheng6,chẽng,諍
cheng6,chẽng,𢏰
cheng6,chẽng,掙
cheng6,chẽng,淨
cheng6,chẽng,凊
cheng6,chẽng,婧
cheng6,chẽng,靖
cheng6,chẽng,妌
cheng6,chẽng,倀
cheng6,chẽng,䝼
cheng6,chẽng,甑
cheng6,chẽng,䙢
chenn1,cheⁿ,爭
chenn1,cheⁿ,争
chenn1,cheⁿ,㬹
chenn1,cheⁿ,星
chenn2,chéⁿ,井
chenn5,chêⁿ,晴
chenn6,chẽⁿ,竫
chenn6,chẽⁿ,靜
chenn6,chẽⁿ,靚
chha1,tsha,叉
chha1,tsha,差
chha1,tsha,㢒
chha1,tsha,痄
chha1,tsha,扠
chha1,tsha,𠞊
chha1,tsha,嗏
chha1,tsha,艖
chha1,tsha,䑡
chha1,tsha,秅
chha1,tsha,杈
chha1,tsha,衩
chha1,tsha,岔
chha1,tsha,䐤
chha1,tsha,蹉
chha2,tshá,奼
chha2,tshá,姹
chha2,tshá,炒
chha2,tshá,煼
chha2,tshá,𩱦
chha3,tshà,侘
chha3,tshà,岔
chha3,tshà,汊
chha3,tshà,詫
chha3,tshà,𤰬
chha3,tshà,𦨖
chha3,tshà,鈔
chha5,tshâ,茬
chha5,tshâ,茶
chha5,tshâ,搽
chha5,tshâ,𥥸
chha5,tshâ,柴
chha5,tshâ,喍
chha5,tshâ,䓱
chha6,tshã,鮓
chha6,tshã,痄
chha6,tshã,衩
chhah4,tshah,𦂉
chhah4,tshah,臿
chhah4,tshah,鍤
chhah4,tshah,插
chhah4,tshah,鈒
chhah4,tshah,喢
chhai1,tshai,啋
chhai1,tshai,偲
chhai1,tshai,靫
chhai1,tshai,猜
chhai2,tshái,采
chhai2,tshái,寀
chhai2,tshái,彩
chhai2,tshái,採
chhai2,tshái,棌
chhai2,tshái,睬
chhai2,tshái,綵
chhai2,tshái,䰂
chhai2,tshái,埰
chhai3,tshài,采
chhai3,tshài,埰
chhai3,tshài,膪
chhai3,tshài,菜
chhai3,tshài,縩
chhai3,tshài,蔡
chhai5,tshâi,纔
chhai5,tshâi,儕
chhai5,tshâi,才
chhai5,tshâi,齜
chhai5,tshâi,柴
chhai5,tshâi,喍
chhai5,tshâi,祡
chhai5,tshâi,豺
chhai5,tshâi,犲
chhai5,tshâi,材
chhai5,tshâi,財
chhai5,tshâi,裁
chhak4,tshak,㯃
chhak4,tshak,棤
chhak4,tshak,厝
chhak4,tshak,錯
chhak8,tsha̍k,蠈
chhak8,tsha̍k,鑿
chham1,tsham,摻
chham1,tsham,參
chham1,tsham,㨻
chham1,tsham,攙
chham1,tsham,嵾
chham1,tsham,梫
chham1,tsham,㠁
chham1,tsham,叅
chham1,tsham,傪
chham1,tsham,篸
chham1,tsham,䟃
chham1,tsham,驂
chham1,tsham,岑
chham2,tshám,噆
chham2,tshám,𡓦
chham2,tshám,醦
chham2,tshám,歜
chham2,tshám,慘
chham2,tshám,黪
chham2,tshám,㬱
chham2,tshám,朁
chham2,tshám,憯
chham3,tshàm,讖
chham3,tshàm,謲
chham3,tshàm,儳
chham5,tshâm,蚕
chham5,tshâm,攙
chham5,tshâm,𡓦
chham5,tshâm,劖
chham5,tshâm,欃
chham5,tshâm,讒
chham5,tshâm,鑱
chham5,tshâm,毚
chham5,tshâm,巉
chham5,tshâm,嶃
chham5,tshâm,磛
chham5,tshâm,瀺
chham5,tshâm,饞
chham5,tshâm,嚵
chham5,tshâm,獑
chham5,tshâm,䪌
chham5,tshâm,慚
chham5,tshâm,慙
chham5,tshâm,蠶
chham7,tshām,𤮭
chham7,tshām,懺
chhan1,tshan,飧
chhan1,tshan,飱
chhan1,tshan,餐
chhan1,tshan,飡
chhan1,tshan,囋
chhan1,tshan,虥
chhan1,tshan,孱
chhan1,tshan,僝
chhan1,tshan,潺
chhan1,tshan,𩽐
chhan2,tshán,剷
chhan2,tshán,剗
chhan2,tshán,嵼
chhan2,tshán,㹌
chhan2,tshán,𨄉
chhan2,tshán,鏟
chhan2,tshán,𨪑
chhan2,tshán,羼
chhan3,tshàn,剗
chhan3,tshàn,㛑
chhan3,tshàn,粲
chhan3,tshàn,燦
chhan5,tshân,田
chhan5,tshân,殘
chhan6,tshãn,㹽
chhang1,tshang,傖
chhang1,tshang,鎗
chhang1,tshang,創
chhang1,tshang,搶
chhang1,tshang,蹌
chhang1,tshang,牄
chhang1,tshang,謒
chhang1,tshang,鏘
chhang1,tshang,嗆
chhang1,tshang,蹡
chhang1,tshang,瘡
chhang1,tshang,摐
chhang1,tshang,刅
chhang1,tshang,刱
chhang1,tshang,滄
chhang1,tshang,瑲
chhang1,tshang,艙
chhang1,tshang,蒼
chhang1,tshang,螥
chhang1,tshang,鶬
chhang1,tshang,葱
chhang1,tshang,倉
chhang3,tshàng,創
chhang3,tshàng,刱
chhang3,tshàng,戧
chhang3,tshàng,愴
chhang3,tshàng,璨
chhang5,tshâng,戕
chhang5,tshâng,藏
chhann2,tsháⁿ,謅
chhap8,tsha̍p,囃
chhat4,tshat,漆
chhat4,tshat,桼
chhat4,tshat,刹
chhat4,tshat,攃
chhat4,tshat,蔡
chhat4,tshat,察
chhat4,tshat,詧
chhat4,tshat,𩴳
chhat4,tshat,剎
chhat4,tshat,礤
chhat8,tsha̍t,賊
chhat8,tsha̍t,鰂
chhau1,tshau,𠞰
chhau1,tshau,勦
chhau1,tshau,啁
chhau1,tshau,嘲
chhau1,tshau,㡑
chhau1,tshau,幧
chhau1,tshau,㨨
chhau1,tshau,鈔
chhau1,tshau,䱗
chhau1,tshau,樔
chhau1,tshau,抄
chhau1,tshau,䜈
chhau1,tshau,訬
chhau1,tshau,耖
chhau1,tshau,操
chhau2,tsháu,𩌄
chhau2,tsháu,吵
chhau2,tsháu,繅
chhau2,tsháu,㑿
chhau2,tsháu,繰
chhau2,tsháu,璪
chhau2,tsháu,澡
chhau2,tsháu,藻
chhau2,tsháu,草
chhau2,tsháu,艸
chhau2,tsháu,騲
chhau3,tshàu,鐰
chhau3,tshàu,凑
chhau3,tshàu,造
chhau3,tshàu,操
chhau3,tshàu,噪
chhau3,tshàu,𠴵
chhau3,tshàu,燥
chhau3,tshàu,懆
chhau3,tshàu,躁
chhau3,tshàu,趮
chhau3,tshàu,𢲵
chhau3,tshàu,鄵
chhau3,tshàu,慥
chhau3,tshàu,糙
chhau5,tshâu,樔
chhau5,tshâu,漕
chhau5,tshâu,槽
chhau5,tshâu,巢
chhau5,tshâu,漅
chhau5,tshâu,轈
chhau5,tshâu,㑿
chhau5,tshâu,愁
chhau5,tshâu,鐰
chhau5,tshâu,慒
chhau5,tshâu,褿
chhau5,tshâu,曹
chhau5,tshâu,嘈
chhau5,tshâu,䜊
chhau5,tshâu,䐬
chhau5,tshâu,螬
chhau5,tshâu,𡮦
chhe1,chhe,叉
chhe1,chhe,差
chhe2,chhé,扯
chhe2,chhé,且
chhe2,chhé,䞣
chhe2,chhé,灺
chhe2,chhé,醒
chhe3,chhè,䞣
chhe3,chhè,厠
chhe3,chhè,廁
chhe5,chhê,查
chheh4,chheh,册
chheh4,chheh,冊
chheh4,chheh,拺
chheh4,chheh,策
chheh4,chheh,茦
chhek4,chhek,昃
chhek4,chhek,册
chhek4,chhek,冊
chhek4,chhek,拺
chhek4,chhek,策
chhek4,chhek,柵
chhek4,chhek,咋
chhek4,chhek,畟
chhek4,chhek,㿭
chhek4,chhek,墄
chhek4,chhek,慽
chhek4,chhek,慼
chhek4,chhek,鏚
chhek4,chhek,㭍
chhek4,chhek,戚
chhek4,chhek,尺
chhek4,chhek,彳
chhek4,chhek,赤
chhek4,chhek,𤆍
chhek4,chhek,蚇
chhek4,chhek,溭
chhek4,chhek,膝
chhek4,chhek,𧀬
chhek4,chhek,粟
chhek4,chhek,㔄
chhek4,chhek,𢯩
chhek4,chhek,柝
chhek4,chhek,柞
chhek4,chhek,槭
chhek4,chhek,側
chhek4,chhek,惻
chhek4,chhek,測
chhek4,chhek,坼
chhek4,chhek,𤖴
chhek4,chhek,茦
chhek4,chhek,筴
chhek4,chhek,䘚
chhek4,chhek,卒
chhek4,chhek,七
chhek4,chhek,柒
chhek4,chhek,拆
chhek4,chhek,栅
chhek4,chhek,㯃
chhek4,chhek,漆
chhek4,chhek,桼
chhek4,chhek,斥
chhek4,chhek,㡿
chhek8,chhe̍k,崱
chheng1,chheng,偵
chheng1,chheng,鯖
chheng1,chheng,鬇
chheng1,chheng,噌
chheng1,chheng,圊
chheng1,chheng,青
chheng1,chheng,星
chheng1,chheng,猩
chheng1,chheng,腥
chheng1,chheng,醒
chheng1,chheng,蜻
chheng1,chheng,赬
chheng1,chheng,䞓
chheng1,chheng,稱
chheng1,chheng,穪
chheng1,chheng,蟶
chheng1,chheng,崢
chheng1,chheng,棦
chheng1,chheng,𥊱
chheng1,chheng,檉
chheng1,chheng,韆
chheng1,chheng,淸
chheng1,chheng,惺
chheng1,chheng,煋
chheng1,chheng,虰
chheng1,chheng,傖
chheng1,chheng,秤
chheng2,chhéng,醒
chheng2,chhéng,請
chheng3,chhèng,蒸
chheng3,chhèng,稱
chheng3,chhèng,秤
chheng3,chhèng,輤
chheng3,chhèng,銃
chheng3,chhèng,𨖼
chheng4,chheng,竀
chheng5,chhêng,矰
chheng5,chhêng,繒
chheng5,chhêng,橙
chheng5,chhêng,騬
chheng5,chhêng,情
chheng5,chhêng,𩛿
chheng5,chhêng,虰
chheng5,chhêng,鍚
chheng5,chhêng,鄫
chheng5,chhêng,嶒
chheng5,chhêng,餳
