puj,han,fanqie,zh_TW,source,page_num
jek,煽,入弓切,滅火也煽灯煽烟,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,憶,入弓切,憶举憶小,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,夕,入弓切,朝夕初昔曰夕陽夕,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,沙,入弓切,海潮也潮夕起,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,琵,入弓切,琴琵樂器也琵樂,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,析,入弓切,破木也,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,蟀,入弓切,蟀蟀也,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,軾,入弓切,車前也又人名蘇軾又,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,懵,入弓切,性忿也,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,飾,入弓切,妝飾育飾,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,釋,入弓切,分解義理曰釋又加佛號釋,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,嫺,入弓切,女子姝笙陜也,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,穹,入弓切,宂穹墓,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,郝,入弓切,姓耕也,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,鴆,入弓切,履也鳳鴆秀鴆,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,蠻,入弓切,毒玉,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,繡,入弓切,疏曰繡又飲,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,踏,入弓切,散也踏茶,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,喈,入弓切,口咲也又以味戲也,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jek,嗇,入弓切,吝也齊,004_Tie_Siann_Tsap_Ngou_Im > （弓）部上入聲,297
jiam,同,入兼切,上,004_Tie_Siann_Tsap_Ngou_Im > （兼）部上平聲,86
jiam,坐,入兼切,立不,004_Tie_Siann_Tsap_Ngou_Im > （兼）部上平聲,86
jiam,安,入兼切,也,004_Tie_Siann_Tsap_Ngou_Im > （兼）部上平聲,86
jiam,立,入兼切,待也,004_Tie_Siann_Tsap_Ngou_Im > （兼）部上平聲,86
jiam,多,入兼切,言也,004_Tie_Siann_Tsap_Ngou_Im > （兼）部上平聲,86
jian,章,入堅切,正也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
jian,行,入堅切,不,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
jian,慷,入堅切,恆,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
jian,澟,入堅切,流也 水急,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
jian,將,入堅切,旅發末 之魄,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
jian,旛,入堅切,通常為 旗曲柄也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
jian,餚,入堅切,煎也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
jian,張,入堅切,生理 開,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
jia̍p,說,入兼切,多言也,004_Tie_Siann_Tsap_Ngou_Im > （兼）部下入聲,95
jia̍p,綻,入兼切,健也,004_Tie_Siann_Tsap_Ngou_Im > （兼）部下入聲,95
jia̍p,淡,入兼切,潤澤同偏也,004_Tie_Siann_Tsap_Ngou_Im > （兼）部下入聲,95
jia̍p,裕,入兼切,合然也,004_Tie_Siann_Tsap_Ngou_Im > （兼）部下入聲,95
jia̍t,若,入堅切,泽生之草,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下入聲,131
jia̍t,名,入堅切,可作笠,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下入聲,131
jia̍t,若,入堅切,弱茱若,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下入聲,131
jia̍t,熟,入堅切,火熟番熟,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下入聲,131
jia̍t,炎,入堅切,炎,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下入聲,131
jih,摺,入基切,於稱大小當摺之,004_Tie_Siann_Tsap_Ngou_Im > （基）部上入聲,104
jim,納,入金切,績納也又,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,43
jim,忍,入金切,怒瓶而能禁,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jim,心,入金切,止曰心性心,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jim,仅,入金切,八尺之衣,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jim,曰,入金切,曰,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jim,及,入金切,刀也,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jim,葱,入金切,花名隱葱,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jim,冬,入金切,草也,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jim,叔,入金切,滿也,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jim,裙,入金切,絹帛之屬,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jim,曰,入金切,曰在曰領曰,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jim,莊,入金切,同上衣裯也,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,44
jin,榛,入⿴囗君切,并 木名榛,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
jin,蔡,入⿴囗君切,草戒說其,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
jiou,樵,入嬌切,漁樵樵新者,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上平聲,270
jiou,曰,入嬌切,曰夫樵曰同照明也,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上平聲,270
jiou,憔,入嬌切,倫視,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上平聲,270
jiou,膘,入嬌切,三膘二膘糞形,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上平聲,270
jiou,之,入嬌切,腸也,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上平聲,270
jiou,憔,入嬌切,也,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上平聲,270
jiou,劍,入嬌切,達也跑也,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上平聲,270
jiou,鵲,入嬌切,小烏也,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上平聲,270
jiou,銘,入嬌切,大鏟刀,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上平聲,270
jiou,椒,入嬌切,楠椒也,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上平聲,270
jiám,染,入兼切,布染點染染指 丹 行也進也專也又姓 丹 同上又 毛染染 髻 須在類曰染菊茗前也 苒 莊染展 再 特也,004_Tie_Siann_Tsap_Ngou_Im > （兼）部上上聲,87
jiân,然,入堅切,又聲之否然依率之有,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下平聲,124
jiân,燃,入堅切,燃火焚物貌又燃周忌也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下平聲,124
jiân,燄,入堅切,燄姓也又嫣燄女態也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下平聲,124
jiân,撚,入堅切,撚以手持物曰撚花撚須,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下平聲,124
jiãn,尚,入堅切,物之往曰尚又高也尊也加也崇也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下上聲,127
jiãn,蟳,入堅切,白蟳乃其土,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下上聲,127
jiãn,像,入堅切,形像繪像照像,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下上聲,127
jiãn,橡,入堅切,木名其可熬膠,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下上聲,127
jiãn,臀,入堅切,出猶之蓐也曰臀臟也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下上聲,127
jiãn,鱔,入堅切,魚名形長有黃白鱔,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下上聲,127
jiòu,逐,入嬌切,俗調起曰逐此字音猜,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,274
jiòu,今,入嬌切,入在此用其義也逐今起今,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,274
jiòu,競,入嬌切,豈也為鱅立也,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,275
jiòu,俗,入嬌切,胡富俗犯俗娥,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,275
jiòu,嫍,入嬌切,嫍娩,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,275
jiòu,橄,入嬌切,曲木也又辨也,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,275
jiô,樵,入燒切,行船之具精大用撑小舟用樵,004_Tie_Siann_Tsap_Ngou_Im > （燒）部下平聲,356
jiû,伞,入鳩切,人浮水面而行曰伞在水表面则曰犮,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下平聲,235
jiān,相,入堅切,相國軍相官名曰相為百官之長,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下去聲,129
jiōu,縐,入嬌切,絲織成紋者曰：縐定縐紗縐色,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部下去聲,278
jiōu,續,入嬌切,周圍裝締曰：又夜續殘續雞續又,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部下去聲,278
jiũ,就,入鳩切,就成就將就而正之,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下上聲,237
jiũ,傲,入鳩切,傲庶傲,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下上聲,237
ji̍h,廿,入基切,廿二十曰,004_Tie_Siann_Tsap_Ngou_Im > （基）部下入聲,113
ji̍h,念,入基切,之念俗二十,004_Tie_Siann_Tsap_Ngou_Im > （基）部下入聲,113
ji̍p,以,入金切,納也出入,004_Tie_Siann_Tsap_Ngou_Im > （金）部下入聲,52
ji̍p,以,入金切,恭入斂,004_Tie_Siann_Tsap_Ngou_Im > （金）部下入聲,52
ji̍p,令,入金切,同上又,004_Tie_Siann_Tsap_Ngou_Im > （金）部下入聲,52
ji̍p,迅,入金切,也,004_Tie_Siann_Tsap_Ngou_Im > （金）部下入聲,52
jng,桑,入扛切,日出千負桑 葉桑樹桑糠 霜 落紀初桑水桑當 嬌 人夫侍 桑神桑守神 酸 醋之本也 又有桑妳 喪 日居桑 各兄時 鹼 坐桑矮則 騾 也良馬,004_Tie_Siann_Tsap_Ngou_Im > （扛）部上平聲,285
jn̍gh,楨,入扛切,沫祥也,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下入聲,292
jn̍gh,鍏,入扛切,鐵户也,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下入聲,292
jn̍gh,罛,入扛切,魚網也,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下入聲,292
jn̍gh,箱,入扛切,名也,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下入聲,292
jn̍gh,鈩,入扛切,飯也,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下入聲,292
jn̍gh,飫,入扛切,飽飫也,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下入聲,292
jong,時,入公切,嵩 山之最高也中岳名 鬆 髮亂也 鋒 也 時 派高,004_Tie_Siann_Tsap_Ngou_Im > （公）部上平聲,64
jong,英,入公切,翁 老者之稱漁英笠英 松 樵夫之父又曰英阿英,004_Tie_Siann_Tsap_Ngou_Im > （公）部上平聲,64
jong,文,入公切,曹 也目不明,004_Tie_Siann_Tsap_Ngou_Im > （公）部上平聲,64
jo̍h,薄,入歌切,薄輕薄波薄泙薄,004_Tie_Siann_Tsap_Ngou_Im > （歌）部下入聲,197
jo̍h,金,入歌切,金錫金厚金,004_Tie_Siann_Tsap_Ngou_Im > （歌）部下入聲,197
jo̍h,篷,入歌切,革,004_Tie_Siann_Tsap_Ngou_Im > （歌）部下入聲,197
jo̍h,金,入歌切,金也,004_Tie_Siann_Tsap_Ngou_Im > （歌）部下入聲,197
jo̍k,辱,入公切,燒傳於人日辱取辱,004_Tie_Siann_Tsap_Ngou_Im > （公）部下入聲,75
jo̍k,荐,入公切,苗荐也,004_Tie_Siann_Tsap_Ngou_Im > （公）部下入聲,75
jo̍k,又,入公切,又收,004_Tie_Siann_Tsap_Ngou_Im > （公）部下入聲,75
jo̍k,褲,入公切,褲被褲,004_Tie_Siann_Tsap_Ngou_Im > （公）部下入聲,75
jo̍k,傴,入公切,農人戶,004_Tie_Siann_Tsap_Ngou_Im > （公）部下入聲,75
jo̍k,耨,入公切,耕耨鋤,004_Tie_Siann_Tsap_Ngou_Im > （公）部下入聲,75
jua̍k,粤,入光切,日也發端之蔚又宙 境也又地 名東粤西粤 越 相隔也粤宿 粤適粤 獲 捕得也粤刺 鈦 斧粤 鑊 飯粤 穫 也 刈禾,004_Tie_Siann_Tsap_Ngou_Im > （光）部下入聲,211
juih,維,入歸切,聚物曰維 網維章維桑惟 帳也惟 心無涉及曰維是維有,004_Tie_Siann_Tsap_Ngou_Im > （歸）部上入聲,219
juih,遺,入歸切,贈拐曰遺贈,004_Tie_Siann_Tsap_Ngou_Im > （歸）部上入聲,221
juih,又,入歸切,亡也索也,004_Tie_Siann_Tsap_Ngou_Im > （歸）部上入聲,221
juih,瑞,入歸切,吉祥之充,004_Tie_Siann_Tsap_Ngou_Im > （歸）部上入聲,221
juih,睡,入歸切,坐而寐之,004_Tie_Siann_Tsap_Ngou_Im > （歸）部上入聲,221
juih,日,入歸切,日覺,004_Tie_Siann_Tsap_Ngou_Im > （歸）部上入聲,221
jun,𢆃,入君切,以巾拭墀也,004_Tie_Siann_Tsap_Ngou_Im > （君）部上平聲,7
jun,潤,入君切,浸潤澤沾潤,004_Tie_Siann_Tsap_Ngou_Im > （君）部上平聲,16
juān,散,入官切,收之不能注集之不能成日－四－分－水解日－,004_Tie_Siann_Tsap_Ngou_Im > （官）部下去聲,144
juān,汕,入官切,以漁取魚－又地名－頭埠,004_Tie_Siann_Tsap_Ngou_Im > （官）部下去聲,144
juān,綫,入官切,針－絲－苧－沙－又柳－,004_Tie_Siann_Tsap_Ngou_Im > （官）部下去聲,144
juān,綾,入官切,同上今之鉄路幹－支－,004_Tie_Siann_Tsap_Ngou_Im > （官）部下去聲,144
ju̍t,林,入君切,林末也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下入聲,20
jài,又,入皆切,祀神曰又神,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上去聲,149
jài,哉,入皆切,始也又語辭又,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上去聲,149
jài,數,入皆切,辭又疑辭,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上去聲,149
jâi,抬,入皆切,舉也,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
jâi,笞,入皆切,也搒擊,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
jâi,樻,入皆切,木名,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
jâi,父,入皆切,父,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
jãng,送,入江切,相送逢送,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,258
jãng,別,入江切,別行別,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,258
jãng,靈,入江切,又雪雲也,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,258
jãng,鐵,入江切,努也,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,258
jãng,疝,入江切,腹痛男,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,258
jãng,有,入江切,七有人,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,258
jãng,訕,入江切,之言也訕訪毀人,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,258
jãng,花,入江切,花林花樹花,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,260
jãng,藏,入江切,之至,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,260
jãng,淡,入江切,曰淡,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,260
jêng,因,入弓切,囲也,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
jêng,再,入弓切,也又也,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
jêng,又,入弓切,又同上如又居也拆開也又者事,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
jêng,増,入弓切,増増集,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
jì,代,入基切,皺文以,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
jì,著,入基切,詞制字以,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
jì,也,入基切,正音,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
jì,貳,入基切,同,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
jì,弍,入基切,同又,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
jì,院,入基切,也院觀廛,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
jì,口,入基切,孝也,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
jì,也,入基切,耳飾,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
jì,魚,入基切,以之鈞魚也,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
jìn,認,入⿴囗君切,視物看付定曰認人認物認數代認,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上去聲,163
jî,時,入基切,日十二時辰,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,拜,入基切,拜,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,辭,入基切,不受曰辭,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,時,入基切,供,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,供,入基切,具也,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,時,入基切,鸚,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,鸚,入基切,桃也,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,鮆,入基切,魚名,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,鮆,入基切,而肥似,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,刘,入基切,艾棣艾,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,匙,入基切,調,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,匙,入基切,味用匙,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,易,入基切,正昔,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,白,入基切,居白,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jî,人,入基切,名,004_Tie_Siann_Tsap_Ngou_Im > （基）部下平聲,106
jîm,壬,入金切,士英屬水十天干之壬,004_Tie_Siann_Tsap_Ngou_Im > （金）部下平聲,48
jîn,人,入⿴囗君切,君子小人又,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部下平聲,167
jîn,人,入⿴囗君切,若仁人,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部下平聲,167
jîn,竹,入⿴囗君切,西況 太陽也東,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部下平聲,170
jîn,同,入⿴囗君切,上,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部下平聲,170
jîn,也,入⿴囗君切,早種,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部下平聲,170
jîn,猶,入⿴囗君切,翼范 鳥 猶 魚 猶,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部下平聲,170
jòng,肉,入公切,正音,004_Tie_Siann_Tsap_Ngou_Im > （公）部上去聲,68
jông,戎,入公切,戎依兒,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jông,衣,入公切,從兒絨布之有乜,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jông,育,入公切,曰育,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jông,茸,入公切,鹿初茸之,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jông,角,入公切,曰角,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jông,俤,入公切,裏也,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jông,彼,入公切,人身有,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jông,戕,入公切,三角,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jông,狨,入公切,獸名毛,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jông,可,入公切,作布,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jông,茁,入公切,姓也厚靚又,004_Tie_Siann_Tsap_Ngou_Im > （公）部下平聲,71
jùe,芮,入瓜切,姓也又國名又芮芮草和生短小也,004_Tie_Siann_Tsap_Ngou_Im > （瓜）部上去聲,341
jùn,閏,入君切,月餘積閏 閏餘成歲,004_Tie_Siann_Tsap_Ngou_Im > （君）部上去聲,11
jún,𠃔,入君切,許也 納也,004_Tie_Siann_Tsap_Ngou_Im > （君）部上上聲,9
jún,允,入君切,仝上 應納曰允,004_Tie_Siann_Tsap_Ngou_Im > （君）部上上聲,9
jún,吮,入君切,以口吸之曰吮,004_Tie_Siann_Tsap_Ngou_Im > （君）部上上聲,9
jún,狁,入君切,玁狁似猴 匈奴別名,004_Tie_Siann_Tsap_Ngou_Im > （君）部上上聲,9
jún,傊,入君切,勝也 優也,004_Tie_Siann_Tsap_Ngou_Im > （君）部上上聲,9
jûn,遊,入君切,謀恭也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,詢,入君切,訊問也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,洵,入君切,水名,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,傳,入君切,疵也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,淳,入君切,樸也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,菌,入君切,菌草木實,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,又,入君切,地名,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,純,入君切,雜純不,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,遠,入君切,前遠巡不,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,醇,入君切,美酒,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,鴒,入君切,鴒鴒鳥名,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,謗,入君切,有言也又,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,有,入君切,所求也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jûn,狗,入君切,私狗情,004_Tie_Siann_Tsap_Ngou_Im > （君）部下平聲,14
jī,前,入基切,也又進也,004_Tie_Siann_Tsap_Ngou_Im > （基）部下去聲,112
jī,齋,入基切,同,004_Tie_Siann_Tsap_Ngou_Im > （基）部下去聲,112
jī,骨,入基切,言又,004_Tie_Siann_Tsap_Ngou_Im > （基）部下去聲,112
jī,誌,入基切,誌 碑,004_Tie_Siann_Tsap_Ngou_Im > （基）部下去聲,112
jī,質,入基切,以物為質,004_Tie_Siann_Tsap_Ngou_Im > （基）部下去聲,112
jī,躓,入基切,礙也,004_Tie_Siann_Tsap_Ngou_Im > （基）部下去聲,112
jī,識,入基切,記也,004_Tie_Siann_Tsap_Ngou_Im > （基）部下去聲,112
jī,誌,入基切,誌也,004_Tie_Siann_Tsap_Ngou_Im > （基）部下去聲,112
jī,唜,入基切,正言也小語也,004_Tie_Siann_Tsap_Ngou_Im > （基）部下去聲,112
jī,矢,入基切,矢其真如,004_Tie_Siann_Tsap_Ngou_Im > （基）部下去聲,112
jōng,柳,入公切,絡經柳包柳紡物柳,004_Tie_Siann_Tsap_Ngou_Im > （公）部下去聲,74
jūa,熱,入⿴囗瓜切,涼－暑氣矣,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗瓜）部下去聲,245
jūa,慈,入⿴囗瓜切,悲則曰－音若,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗瓜）部下去聲,245
jūa,江,入⿴囗瓜切,部上平聲,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗瓜）部下去聲,245
jūn,口,入君切,口也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下去聲,18
jūn,偷,入君切,也廉,004_Tie_Siann_Tsap_Ngou_Im > （君）部下去聲,18
jūn,同,入君切,俊,004_Tie_Siann_Tsap_Ngou_Im > （君）部下去聲,18
jūn,錯,入君切,也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下去聲,18
jūn,達,入君切,也莸,004_Tie_Siann_Tsap_Ngou_Im > （君）部下去聲,18
jūn,山,入君切,深也又,004_Tie_Siann_Tsap_Ngou_Im > （君）部下去聲,18
jūn,明,入君切,智也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下去聲,18
jūn,熬,入君切,火也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下去聲,18
jṳ,輻,入居切,輻重厓,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,178
jṳ,車,入居切,也,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,178
jṳ,餐,入居切,麻餐稻餅,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,178
jṳ,饐,入居切,也饐清也,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,178
jṳ,嗞,入居切,解嗞唆歎,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,178
jṳ,孩,入居切,猶及之,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,178
jṳ,禣,入居切,息也,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,178
jṳ,梁,入居切,梁概也,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,178
jṳ,諮,入居切,問也謀,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,178
jṳ,耳,入居切,耳,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,179
jṳ,通,入居切,近也迎通即道近也,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,179
jṳ,璽,入居切,猶印戒也,004_Tie_Siann_Tsap_Ngou_Im > （居）部上平聲,179
jṳ̂,貳,入居切,志守不二,004_Tie_Siann_Tsap_Ngou_Im > （居）部下平聲,184
jṳ̂,臟,入居切,肥臟朕臟,004_Tie_Siann_Tsap_Ngou_Im > （居）部下平聲,184
jṳ̂,儀,入居切,副益也,004_Tie_Siann_Tsap_Ngou_Im > （居）部下平聲,184
jṳ̂,二,入居切,稿戒,004_Tie_Siann_Tsap_Ngou_Im > （居）部下平聲,184
jṳ̂,橄,入居切,敵棄也,004_Tie_Siann_Tsap_Ngou_Im > （居）部下平聲,184
