puj,han,fanqie,zh_TW,source,page_num
a,亞,英膠切,俗問何合,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上平聲,262
a,阿,英膠切,同上,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上平聲,262
a,桠,英膠切,樹之分,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上平聲,262
a,枝,英膠切,曰ー,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上平聲,262
a,鴉,英膠切,烏鴉鳥,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上平聲,262
a,蜉,英膠切,ー嫁女,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上平聲,262
ah,鳴,英膠切,鶯鳴辭鳴啭鳴,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上入聲,266
ah,宇,英膠切,見曰宇啭宇,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上入聲,266
ai,容,英皆切,止奇觀,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
ai,曰,英皆切,和曰雷謳雲謳也,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
ai,力,英皆切,也又稱也,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
ai,雲,英皆切,氣也矮雲,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
ai,雲,英皆切,氣也趕海中,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
ai,嫩,英皆切,嫩人名這,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
ai,姐,英皆切,之奸也,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
ai,以,英皆切,肉為,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
ai,醬,英皆切,也,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
ak,惡,英江切,暴惡兇惡不善之名,004_Tie_Siann_Tsap_Ngou_Im > （江）部上入聲,252
ak,抑,英江切,枝也治也屈也遺也,004_Tie_Siann_Tsap_Ngou_Im > （江）部上入聲,252
ak,垩,英江切,土色也,004_Tie_Siann_Tsap_Ngou_Im > （江）部上入聲,252
am,窰,英甘切,佛堂也,004_Tie_Siann_Tsap_Ngou_Im > （甘）部上平聲,331
am,堂,英甘切,－院,004_Tie_Siann_Tsap_Ngou_Im > （甘）部上平聲,331
am,菴,英甘切,茅舍也,004_Tie_Siann_Tsap_Ngou_Im > （甘）部上平聲,331
am,庵,英甘切,廟堂也,004_Tie_Siann_Tsap_Ngou_Im > （甘）部上平聲,331
am,盦,英甘切,－所以祀佛也僧老尼！,004_Tie_Siann_Tsap_Ngou_Im > （甘）部上平聲,331
an,棱,英柑切,疏其年目俗曰－,004_Tie_Siann_Tsap_Ngou_Im > （柑）部上平聲,319
au,思,英鈎切,思思念思思德思思愛,004_Tie_Siann_Tsap_Ngou_Im > （鈎）部上平聲,173
aû,後,英高切,裕先後前後,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,39
aû,后,英高切,同上又,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,39
aû,奥,英高切,淙之奥美奥,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
aû,揣,英高切,磨也,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
aû,誤,英高切,言也以,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
aû,熝,英高切,火水也,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
aû,墺,英高切,地近水,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
aû,嶴,英高切,山嶴,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
aû,量,英高切,也,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
aû,訥,英高切,言近也,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
aû,懊,英高切,生蕩懊恨也根也,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
aû,燠,英高切,也同姑夫,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
ba,媽,文膠切,俗稱祖母曰亞媽又,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上平聲,264
ba,稱,文膠切,之母曰外稱,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上平聲,264
ba,瑪,文膠切,瑪瑪石色,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上平聲,264
ba,美,文膠切,如玉,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上平聲,264
bah,月,文膠切,月即肉也,004_Tie_Siann_Tsap_Ngou_Im > （膠）部上入聲,266
bai,正,文皆切,宗以錢易物曰,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
bai,又,文皆切,人名亦曰,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上平聲,148
bau,語,文高切,讚言也語多 喫 苦同 哦 也語惟 懷,004_Tie_Siann_Tsap_Ngou_Im > （高）部上平聲,31
bau,出,文高切,抄 出寫出錄出書出數 操 也出徒 蝶 出出綜以為綜也,004_Tie_Siann_Tsap_Ngou_Im > （高）部上平聲,31
beh,嗍,文家切,羊棹,004_Tie_Siann_Tsap_Ngou_Im > （家）部上入聲,25
bennh,夜,文庚切,日入則為夜,004_Tie_Siann_Tsap_Ngou_Im > （庚）部上入聲,227
bennh,半,文庚切,半餘半點半,004_Tie_Siann_Tsap_Ngou_Im > （庚）部上入聲,227
benn̍h,脈,文庚切,血脈筋八脈筋脈血脈六脈百脈,004_Tie_Siann_Tsap_Ngou_Im > （庚）部下入聲,229
benn̍h,脈,文庚切,同上,004_Tie_Siann_Tsap_Ngou_Im > （庚）部下入聲,229
be̍h,脈,文家切,氣血貫乎身曰脈血,004_Tie_Siann_Tsap_Ngou_Im > （家）部下入聲,29
be̍h,脈,文家切,脈同上氣,004_Tie_Siann_Tsap_Ngou_Im > （家）部下入聲,29
be̍h,眽,文家切,交視曰眽眽,004_Tie_Siann_Tsap_Ngou_Im > （家）部下入聲,29
beⁿ,猛,文庚切,子疾也兼也逕也,004_Tie_Siann_Tsap_Ngou_Im > （庚）部上平聲,225
beⁿ,又,文庚切,如周則千里曰又,004_Tie_Siann_Tsap_Ngou_Im > （庚）部上平聲,225
beⁿ,又,文庚切,如閒則午里曰又,004_Tie_Siann_Tsap_Ngou_Im > （庚）部上平聲,225
beⁿ,兒,文庚切,事者皆悟曰兒,004_Tie_Siann_Tsap_Ngou_Im > （庚）部上平聲,225
bi,會,文基切,日合而密曰會,004_Tie_Siann_Tsap_Ngou_Im > （基）部上平聲,97
bi,咳,文基切,笑貌,004_Tie_Siann_Tsap_Ngou_Im > （基）部上平聲,97
bi,嗄,文基切,嗄嗒數辭,004_Tie_Siann_Tsap_Ngou_Im > （基）部上平聲,97
bi,於,文基切,又於子司語於人也,004_Tie_Siann_Tsap_Ngou_Im > （基）部上平聲,97
bian,鴦,文堅切,篤也 鳥 曰正,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
bian,鞅,文堅切,粗 繫頸之 曰,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
bian,燕,文堅切,十 脂粉 胭入,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
bian,訣,文堅切,智早 知也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
bian,蔦,文堅切,又臭草 物不鮮也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上平聲,116
biang,殃,文薑切,原音英裕曰殃九官人,004_Tie_Siann_Tsap_Ngou_Im > （薑）部上平聲,348
biang,之,文薑切,物曰之妖怪也,004_Tie_Siann_Tsap_Ngou_Im > （薑）部上平聲,348
bia̍t,鄭,文堅切,照出之,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下入聲,131
bia̍t,子,文堅切,也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部下入聲,131
bih,九,文基切,俗曰九有不知之謂也 俗曰九事九物,004_Tie_Siann_Tsap_Ngou_Im > （基）部上入聲,104
bim,出,文金切,寢出眠也出畫眠也出 蔓衰也,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,45
bim,銼,文金切,刻板也,004_Tie_Siann_Tsap_Ngou_Im > （金）部上平聲,45
bin,氣,文⿴囗君切,氣也 氣天,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
bin,裡,文⿴囗君切,潔祀也,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
bin,細,文⿴囗君切,氣也 細元,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
bin,裯,文⿴囗君切,近身衣,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
bin,渾,文⿴囗君切,水名又渾 況泥也,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
bin,囮,文⿴囗君切,身之要 在囮候也 喉也,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
bin,胴,文⿴囗君切,脂又 膩同上,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
bin,姻,文⿴囗君切,婚姻姻 係姻,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
bin,堙,文⿴囗君切,塞也同,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
bin,姗,文⿴囗君切,戲姗同姗,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上平聲,161
biong,岒,文恭切,不吉日,004_Tie_Siann_Tsap_Ngou_Im > （恭）部上平聲,155
biong,兝,文恭切,累忿,004_Tie_Siann_Tsap_Ngou_Im > （恭）部上平聲,155
biong,訒,文恭切,渠言也,004_Tie_Siann_Tsap_Ngou_Im > （恭）部上平聲,155
biong,又,文恭切,訒也,004_Tie_Siann_Tsap_Ngou_Im > （恭）部上平聲,155
biong,訽,文恭切,訽同,004_Tie_Siann_Tsap_Ngou_Im > （恭）部上平聲,155
biong,泔,文恭切,水酒也,004_Tie_Siann_Tsap_Ngou_Im > （恭）部上平聲,155
biong,匈,文恭切,國名匈奴北方,004_Tie_Siann_Tsap_Ngou_Im > （恭）部上平聲,155
bip,蚑,文金切,虫行貌,004_Tie_Siann_Tsap_Ngou_Im > （金）部上入聲,47
biu,摘,文鳩切,物也,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部上平聲,231
biu,木,文鳩切,鳥名,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部上平聲,231
biu,也,文鳩切,魚名,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部上平聲,231
biu,聲,文鳩切,聲聲小,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部上平聲,231
biu̍h,盈,文鳩切,稱曰盈又志盈矄盈月圓曰,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下入聲,240
biu̍h,歌,文鳩切,也稱也,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下入聲,240
biu̍h,不,文鳩切,好,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下入聲,240
biu̍h,與,文鳩切,上同,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下入聲,240
biàn,盧,文堅切,盧噓,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上去聲,123
biàn,又,文堅切,噓,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上去聲,123
biàn,盧,文堅切,昆虫盧也,004_Tie_Siann_Tsap_Ngou_Im > （堅）部上去聲,123
biàⁿ,命,文京切,命生所受之稟括皆,004_Tie_Siann_Tsap_Ngou_Im > （京）部上去聲,135
biàⁿ,由,文京切,此由性由矣由,004_Tie_Siann_Tsap_Ngou_Im > （京）部上去聲,135
biám,劉,文兼切,藤 飲曰劉,004_Tie_Siann_Tsap_Ngou_Im > （兼）部上上聲,87
biòu,妙,文嬌切,凡事物之有趣者曰,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,274
biòu,婭,文嬌切,部上入聲,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,274
biòu,空,文嬌切,音不錄,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,274
biòu,苗,文嬌切,木未秀,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,276
biòu,則,文嬌切,曰則,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,276
biòu,佃,文嬌切,好也佃,004_Tie_Siann_Tsap_Ngou_Im > （嬌）部上去聲,276
biô,描,文燒切,原音苗扶描坐也小兒初學寫字則用墨以描,004_Tie_Siann_Tsap_Ngou_Im > （燒）部下平聲,356
biũ,怡,文鳩切,怡心勤也,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下上聲,237
biũ,醋,文鳩切,醋報也醉也,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下上聲,237
biũ,婿,文鳩切,婿稱之,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下上聲,237
biũ,裘,文鳩切,裘耳飾也又衣袖也,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下上聲,237
biū,幼,文鳩切,物細曰幼又,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下去聲,238
biū,孫,文鳩切,也幼孫,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下去聲,238
biū,黝,文鳩切,青黑色,004_Tie_Siann_Tsap_Ngou_Im > （鳩）部下去聲,238
bi̍h,篔,文基切,為篔削竹,004_Tie_Siann_Tsap_Ngou_Im > （基）部下入聲,113
bi̍h,蔑,文基切,同上無,004_Tie_Siann_Tsap_Ngou_Im > （基）部下入聲,113
bi̍h,也,文基切,微也,004_Tie_Siann_Tsap_Ngou_Im > （基）部下入聲,113
bi̍p,蜂,文金切,蜜飴,004_Tie_Siann_Tsap_Ngou_Im > （金）部下入聲,53
bi̍p,巢,文金切,疏,004_Tie_Siann_Tsap_Ngou_Im > （金）部下入聲,53
bi̍p,況,文金切,殁也絕也,004_Tie_Siann_Tsap_Ngou_Im > （金）部下入聲,53
bn̂g,門,文扛切,出入之由,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下平聲,288
bn̂g,個,文扛切,你個生我個,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下平聲,288
bn̍gh,清,文扛切,水心清又,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下入聲,292
bn̍gh,大,文扛切,大望大,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下入聲,292
bn̍gh,稱,文扛切,草稱稱謁,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下入聲,292
bn̍gh,称,文扛切,同上,004_Tie_Siann_Tsap_Ngou_Im > （扛）部下入聲,292
bo,三,文歌切,父三親生者曰三父三,004_Tie_Siann_Tsap_Ngou_Im > （歌）部上平聲,189
bo,親,文歌切,又子親,004_Tie_Siann_Tsap_Ngou_Im > （歌）部上平聲,189
boh,望,文歌切,舉首觀之曰望期望貯睹望,004_Tie_Siann_Tsap_Ngou_Im > （歌）部上入聲,190
boh,模,文歌切,物模樣也範也貨模,004_Tie_Siann_Tsap_Ngou_Im > （歌）部上入聲,190
boh,磨,文歌切,揉磨石磨牛磨,004_Tie_Siann_Tsap_Ngou_Im > （歌）部上入聲,190
boh,帽,文歌切,首衣也冠也紗帽緞帽風帽,004_Tie_Siann_Tsap_Ngou_Im > （歌）部上入聲,190
boh,礚,文歌切,同磨通書每有礚字,004_Tie_Siann_Tsap_Ngou_Im > （歌）部上入聲,190
bo̍h,物,文歌切,以市度叽物而,004_Tie_Siann_Tsap_Ngou_Im > （歌）部下入聲,197
bu,超,文龜切,疾行也少－多－見－小走也－同上－追,004_Tie_Siann_Tsap_Ngou_Im > （龜）部上平聲,309
bu,超,文龜切,問上,004_Tie_Siann_Tsap_Ngou_Im > （龜）部上平聲,309
buan,幔,文官切,遲人不用轉而用,004_Tie_Siann_Tsap_Ngou_Im > （官）部上平聲,139
buan,曰,文官切,－有綵－布－,004_Tie_Siann_Tsap_Ngou_Im > （官）部上平聲,139
buan,褸,文官切,同上朝人之衣范,004_Tie_Siann_Tsap_Ngou_Im > （官）部上平聲,139
buang,川,文光切,川百川大川江河也,004_Tie_Siann_Tsap_Ngou_Im > （光）部上平聲,199
buang,穿,文光切,穿鞏穿衣,004_Tie_Siann_Tsap_Ngou_Im > （光）部上平聲,199
bua̍k,莉,文光切,花,004_Tie_Siann_Tsap_Ngou_Im > （光）部下入聲,212
bua̍k,養,文光切,牛馬,004_Tie_Siann_Tsap_Ngou_Im > （光）部下入聲,212
bua̍k,谷,文光切,也,004_Tie_Siann_Tsap_Ngou_Im > （光）部下入聲,212
bua̍k,威,文光切,－風－嚴 葳初生草 醫－生名士－官 遂遂也逡行 衣－吳－曰 喂恐也,004_Tie_Siann_Tsap_Ngou_Im > （光）部下入聲,213
bue,炊,文瓜切,三春金乃也,004_Tie_Siann_Tsap_Ngou_Im > （瓜）部上平聲,340
bue̍h,袜,文瓜切,足之衣,004_Tie_Siann_Tsap_Ngou_Im > （瓜）部下入聲,347
bue̍h,襪,文瓜切,同上,004_Tie_Siann_Tsap_Ngou_Im > （瓜）部下入聲,347
bue̍h,物,文瓜切,萬物人物百物又物,004_Tie_Siann_Tsap_Ngou_Im > （瓜）部下入聲,347
bue̍h,理,文瓜切,理與袜同議,004_Tie_Siann_Tsap_Ngou_Im > （瓜）部下入聲,347
buih,微,文歸切,兒事關心曰燕微不至微末細微 桅 掛帆之千也船微槐 花微,004_Tie_Siann_Tsap_Ngou_Im > （歸）部上入聲,219
buih,口,文歸切,環也同也全圍,004_Tie_Siann_Tsap_Ngou_Im > （歸）部上入聲,219
bun,蚊,文君切,蚊虫 又蚉仝,004_Tie_Siann_Tsap_Ngou_Im > （君）部上平聲,7
bun,蟁,文君切,同蚉 口有針 能吮人血,004_Tie_Siann_Tsap_Ngou_Im > （君）部上平聲,7
bun,汶,文君切,水名 又玷辱也,004_Tie_Siann_Tsap_Ngou_Im > （君）部上平聲,7
bun,呅,文君切,妥呅,004_Tie_Siann_Tsap_Ngou_Im > （君）部上平聲,7
bun,炆,文君切,煴也,004_Tie_Siann_Tsap_Ngou_Im > （君）部上平聲,7
bun,聞,文君切,聞詩聞禮,004_Tie_Siann_Tsap_Ngou_Im > （君）部上平聲,16
bun,斾,文君切,同上斾訛斾香斾言,004_Tie_Siann_Tsap_Ngou_Im > （君）部上平聲,16
but,吻,文君切,口吻如各,004_Tie_Siann_Tsap_Ngou_Im > （君）部上入聲,13
but,宾,文君切,土香也,004_Tie_Siann_Tsap_Ngou_Im > （君）部上入聲,13
but,仂,文君切,辈也断,004_Tie_Siann_Tsap_Ngou_Im > （君）部上入聲,13
but,鲇,文君切,鱼尾也,004_Tie_Siann_Tsap_Ngou_Im > （君）部上入聲,13
but,胎,文君切,合口也,004_Tie_Siann_Tsap_Ngou_Im > （君）部上入聲,13
buàng,除,文光切,地時文三字之外上下俱係空音,004_Tie_Siann_Tsap_Ngou_Im > （光）部上去聲,202
buân,全,文官切,部空音不錄,004_Tie_Siann_Tsap_Ngou_Im > （官）部下平聲,141
buân,麻,文官切,－孛靖而,004_Tie_Siann_Tsap_Ngou_Im > （官）部下平聲,142
buân,織,文官切,之曰布,004_Tie_Siann_Tsap_Ngou_Im > （官）部下平聲,142
buân,麻,文官切,類也,004_Tie_Siann_Tsap_Ngou_Im > （官）部下平聲,142
buân,麻,文官切,大麻曰－瘋,004_Tie_Siann_Tsap_Ngou_Im > （官）部下平聲,142
buân,膱,文官切,儒也駱詐,004_Tie_Siann_Tsap_Ngou_Im > （官）部下平聲,142
buân,鰱,文官切,魚無鱗長,004_Tie_Siann_Tsap_Ngou_Im > （官）部下平聲,142
buâng,名,文光切,名月名父名,004_Tie_Siann_Tsap_Ngou_Im > （光）部下平聲,208
buâng,人,文光切,名人,004_Tie_Siann_Tsap_Ngou_Im > （光）部下平聲,208
buâng,同,文光切,上稚,004_Tie_Siann_Tsap_Ngou_Im > （光）部下平聲,208
buâng,水,文光切,大也大達也,004_Tie_Siann_Tsap_Ngou_Im > （光）部下平聲,208
buâng,草,文光切,草半難除,004_Tie_Siann_Tsap_Ngou_Im > （光）部下平聲,208
buâng,帷,文光切,也疇也,004_Tie_Siann_Tsap_Ngou_Im > （光）部下平聲,208
buâng,操,文光切,也頭莖,004_Tie_Siann_Tsap_Ngou_Im > （光）部下平聲,208
buâng,情,文光切,也,004_Tie_Siann_Tsap_Ngou_Im > （光）部下平聲,208
bu̍t,沒,文君切,無餘曰沒,004_Tie_Siann_Tsap_Ngou_Im > （君）部下入聲,20
bu̍t,況,文君切,況存況殁也況者死,004_Tie_Siann_Tsap_Ngou_Im > （君）部下入聲,20
bu̍t,疫,文君切,疾也疫時,004_Tie_Siann_Tsap_Ngou_Im > （君）部下入聲,20
bu̍t,勿,文君切,禁止之辭也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下入聲,20
bu̍t,又,文君切,非也慝也,004_Tie_Siann_Tsap_Ngou_Im > （君）部下入聲,20
bu̍t,淡,文君切,治淡,004_Tie_Siann_Tsap_Ngou_Im > （君）部下入聲,20
bài,語,文皆切,碍政治不行曰望,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上去聲,149
bài,防,文皆切,防摒防冲防,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上去聲,149
bài,礙,文皆切,同上不行,004_Tie_Siann_Tsap_Ngou_Im > （皆）部上去聲,149
bâi,眉,文皆切,畫眉柳眉,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
bâi,目,文皆切,目,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
bâi,楣,文皆切,門上橫槱,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
bâi,裝,文皆切,裝山,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
bâi,嵋,文皆切,山名峨眉,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
bâi,理,文皆切,玉理菱理,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
bâi,埵,文皆切,香,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,150
bâi,又,文皆切,遨行也又老也,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,152
bâi,又,文皆切,過也卓也,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,152
bâi,正,文皆切,音,004_Tie_Siann_Tsap_Ngou_Im > （皆）部下平聲,152
bâng,芒,文江切,草葉有鋒也劍芒スー芒鞋,004_Tie_Siann_Tsap_Ngou_Im > （江）部下平聲,255
bâng,茫,文江切,廣茫茫水,004_Tie_Siann_Tsap_Ngou_Im > （江）部下平聲,255
bâng,忙,文江切,慌忙忙忙迫,004_Tie_Siann_Tsap_Ngou_Im > （江）部下平聲,255
bâng,閩,文江切,省也閩地稱建,004_Tie_Siann_Tsap_Ngou_Im > （江）部下平聲,255
bâng,蠻,文江切,蠻南蠻荊,004_Tie_Siann_Tsap_Ngou_Im > （江）部下平聲,255
bâng,言,文江切,問而不答曰言,004_Tie_Siann_Tsap_Ngou_Im > （江）部下平聲,255
bâu,貌,文高切,像容也相貌面貌,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,39
bâu,冒,文高切,寢　懲冒,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,39
bâu,瑁,文高切,玳瑁之亮也,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,39
bâu,媚,文高切,也　妒嫉,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,39
bâu,叱,文高切,矸什,004_Tie_Siann_Tsap_Ngou_Im > （高）部下平聲,41
bãng,綱,文江切,結綱魚綱蛛綱,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,256
bãng,羅,文江切,羅苦也,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,256
bãng,耳,文江切,耳眼耳頭耳,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,260
bãng,為,文江切,窟然之窟,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,260
bãng,京,文江切,京儀京淡京,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,260
bãng,華,文江切,華松使者也,004_Tie_Siann_Tsap_Ngou_Im > （江）部下上聲,260
bè,罵,文家切,以言責人也罵曰誓罵相罵 俗語加人亦曰罵忿語加,004_Tie_Siann_Tsap_Ngou_Im > （家）部上去聲,23
bè,以,文佳切,上,004_Tie_Siann_Tsap_Ngou_Im > （佳）部上去聲,324
bè,同,文佳切,野,004_Tie_Siann_Tsap_Ngou_Im > （佳）部上去聲,324
bèⁿ,罵,文庚切,惡言加人曰罵詈罵,004_Tie_Siann_Tsap_Ngou_Im > （庚）部上去聲,225
bèⁿ,相,文庚切,相又以言書人也,004_Tie_Siann_Tsap_Ngou_Im > （庚）部上去聲,225
bê,夜,文家切,日入則為夜,004_Tie_Siann_Tsap_Ngou_Im > （家）部下平聲,26
bêng,文,文弓切,文先,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,月,文弓切,月心月,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,鳥,文弓切,鳥難,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,為,文弓切,為虫為,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,楊,文弓切,功徳曰楊心楊刻稱,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,目,文弓切,目心不目又,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,最,文弓切,不見物曰最,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,香,文弓切,香,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,出,文弓切,出,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,草,文弓切,初生,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,也,文弓切,也芽,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,也,文弓切,睡也久也睡,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,也,文弓切,蚌養蔦子,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,瑞,文弓切,草也,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,雨,文弓切,也雨小,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,光,文弓切,也同明,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bêng,也,文弓切,屋棟,004_Tie_Siann_Tsap_Ngou_Im > （弓）部下平聲,300
bì,又,文基切,麫又洋又,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
bì,麫,文基切,司,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
bì,同,文基切,上又,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
bì,麪,文基切,稱仝,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
bì,口,文基切,之於口,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
bì,五,文基切,五百五五,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
bì,俗,文基切,以人在水裏曰俗,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
bì,正,文基切,字香囲,004_Tie_Siann_Tsap_Ngou_Im > （基）部上去聲,102
bìn,面,文⿴囗君切,后日口長生人之－又日－又人心之不同有如人之－,004_Tie_Siann_Tsap_Ngou_Im > （⿴囗君）部上去聲,164
bîm,民,文金切,庶民百姓,004_Tie_Siann_Tsap_Ngou_Im > （金）部下平聲,49
bîm,也,文金切,良也,004_Tie_Siann_Tsap_Ngou_Im > （金）部下平聲,49
