puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
chhie̍h,Chʽie -4,,,蓆,,A mat or carpet; large.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chhieⁿ,Chʽⁿie 1,,,鎗,,A spear; lance; a tripod; a wine vessel.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chhieⁿ,Chʽⁿie 1,,,匠,,A mechanic; artificer.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chhim,Chʽim 1,,,深,,"Deep—as water, color, &c.; very; extremely.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chhin,Chʽin 1,,,親,,Affection for; one's own; near relations; to kiss.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chhin,Chʽin 1,,,嚫,,To conver upon; bestow.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chhip,Chʽip 4,,,戢,,To store up and lay aside weapons; put a stop to war.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhip,Chʽip 4,,,楫,,Trees in a forest; an oar.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhip,Chʽip 4,,,緝,,To follow in close succession; come often.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhip,Chʽip 4,,,輯,,To unite harmoniously; concord.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhit,Chʽit 4,,,拭,,To dust; wipe; rub; cleanse.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhiu,Chʽiu 1,,,瘳,,Convalescent; sudden removal of disease.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiu,Chʽiu 1,,,秋,,Autumn;,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiu,Chʽiu 1,,,揪,,To seize; grasp; gather in the hand.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiu,Chʽiu 1,,,愀,,Disconsolate; to change the countenance.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiu,Chʽiu 1,,,鞦,,A wheel to sit on and turn around; a Chinese amusement.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiu,Chʽiu 1,,,鬚,,The beard.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiu,Chʽiu 1,,,樹,,A tree.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiàm,Chʽiam 3-,,,僣,,Erroneous; to overpass one's duty or sphere; to assume; usurp.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiàng,Chʽiàng 3-,,,倡,,A showy person; singing girl; seducer; to accord with.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiàng,Chʽiàng 3-,,,唱,,To recite; sing.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chhiá,Chʽia 2,,,且,,And; then; also.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chhiá,Chʽia 2,,,請,,To invite; inquire after.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chhiáng,Chʽiàng 2,,,厰,,An open shed.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiáng,Chʽiàng 2,,,氅,,A bird's wing; a garment made of feathers.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiâm,Chʽiam -1,,,潛,,To ford or pass through water; to enter deeply into.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chhiâm,Chʽiam -1,,,僉,,All; all united; to multitude.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chhiâng,Chʽiàng -1,,,腸,,Intestines; bowels; the seat of the affections.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiâng,Chʽiàng -1,,,嬙,,Female officers in the dynasty of Han.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiâng,Chʽiàng -1,,,長,,Long in time or space; a senior; superior.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiâng,Chʽiàng -1,,,萇,,Name of a plant.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiãm,Chʽiam -3,,,懺,,To repent; feel contrition.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiãm,Chʽiam -3,,,籤,,Slips of bamboo for drawing lots; used also as a permit or order.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiãm,Chʽiam -3,,,櫼,,Pointed; sharp; clever.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chhiè,Chʽie 3-,,,笑,,To laugh; deride.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chhién,Chʽien 2,,,淺,,Shallow; superficial; easy.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,35
chhién,Chʽien 2,,,闡,,To open; spread out; manifest.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,35
chhiéⁿ,Chʽⁿie 2,,,搶,,To seize by violence; to plunder.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chhiêⁿ,Chʽⁿie -1,,,墻,,A wall; that which defends.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chhiêⁿ,Chʽⁿie -1,,,牆,,A wall; that which defends.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chhiòu,Chʽio 3-,,,嘲,,To laugh; jest; ridicule.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhióu,Chʽio 2,,,悄,,Mournful; anxious; privately.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhióu,Chʽio 2,,,稍,,In a small quantity; rather; gradually; a granary; the royal domains.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhióu,Chʽio 2,,,誚,,Vexation; anxiety; distress.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhiôu,Chʽio -1,,,朝,,Court; a dynasty.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhiú,Chʽiu 2,,,手,,The hand.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiú,Chʽiu 2,,,醜,,Deformed; hateful; shame; to hate; abhor.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiû,Chʽiu -1,,,囚,,To confine; imprison; a prison; a prisoner.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiû,Chʽiu -1,,,仇,,To oppose; to return like for like; an enemy; a rival.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiû,Chʽiu -1,,,售,,To sell; pay for.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiû,Chʽiu -1,,,雔,,To wrangle; to hate; an enemy; hatred.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiû,Chʽiu -1,,,犨,,A white cow; a cow lowing.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiû,Chʽiu -1,,,讐,,To oppose; retaliate; hate; an enemy.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhiû,Chʽiu -1,,,酬,,To return the pledge or compliment in drinking; to recompense.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chhi̍t,Chʽit -4,,,七,,Seven.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chhiẽⁿ,Chʽⁿie -3,,,象,,An elephant.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,35
chhiⁿ,Chʽⁿi 1,,,鮮,,Fresh; not tainted nor salted.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chhè,Chʽe 3-,,,厠,,To cleanse and put in order; a place which needs cleansing; a privy; filthy.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,26
chhèng,Chʽeng 3-,,,銃,,Hollowed or bored; a gun; cannon.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chhèng,Chʽeng 3-,,,倩,,Good; excellent; beautiful; instead of.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chhèng,Chʽeng 3-,,,稱,,A title or appellation.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chhéng,Chʽeng 2,,,清,,Pure; clear; tranquil.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chhéng,Chʽeng 2,,,稱,,To measure; weigh; adjust; to denominate; to praise.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chhéⁿ,Chʽⁿe 2,,,惺,,"Fear; a tranquil, intelligent mind.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,26
chhéⁿ,Chʽⁿe 2,,,醒,,"To awaken or arouse, as from sleep, intoxication or stupidity.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,26
chhê,Chʽe -1,,,查,,To examine into; inquire; a float or raft.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,26
chhêng,Chʽeng -1,,,情,,The passions; temper; disposition; circumstances.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chhì,Chʽi 3-,,,飼,,To feed; nourish.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhì,Chʽi 3-,,,弒,,To murder a superior.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhì,Chʽi 3-,,,試,,To try; test; examine; compare.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chhì,Chʽi 3-,,,莿,,A device; stratagem.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chhì,Chʽi 3-,,,妻,,To give to wife; to marry.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chhìn,Chʽin 3-,,,襯,,Inner garments; to give to; bestow a largess.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chhí,Chʽi 2,,,恥,,To be ashamed; shame.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhí,Chʽi 2,,,侈,,Large; profuse; prodigal.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhí,Chʽi 2,,,齒,,Teeth; the upper teeth.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhím,Chʽim 2,,,寢,,To sleep; to rest; a sleeping room.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chhî,Chʽi -1,,,踟,,Hesitation; embarassment; irresolute.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhî,Chʽi -1,,,齊,,Even; regular; complete; to adjust; regulate; all together.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhî,Chʽi -1,,,㙈,,Name of a place.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhî,Chʽi -1,,,箎,,Bamboo said to grow 1000 cubits high.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhî,Chʽi -1,,,㓾,,Wounded skin.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhî,Chʽi -1,,,墀,,Vestibule in front of a hall; a path to the hall.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhî,Chʽi -1,,,遲,,Slow; dilatory.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhî,Chʽi -1,,,池,,A pool; pond; ditch.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhî,Chʽi -1,,,貤,,Degrees rising one above another; to advance.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhî,Chʽi -1,,,馳,,To run at full speed; gallop; to propel.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chhîm,Chʽim -1,,,侵,,To advance gradually; to invade secretly; to seek for; to plunder.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,35
chhîm,Chʽim -1,,,尋,,To search for.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chhîm,Chʽim -1,,,撏,,To take hold of; to draw.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chhîn,Chʽin -1,,,臣,,One who serves another; an officer under the Emperor.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chhîn,Chʽin -1,,,秦,,Title of the first universal monarch of China.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chhĩ,Chʽi -3,,,市,,Market place; street.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chi,Chi 1,,,卮,,A vessel to measure food or drink; a wine vessel.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chi,Chi 1,,,肢,,The limbs of the body.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chi,Chi 1,,,脂,,Fat animals; fatty substance; bones; to grease.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chi,Chi,,,黹,,"To embroider, adorn.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chi,Chi 1,,,齎,,To confer upon; bestow; supply; to store up.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,28
chia,Chia 1,,,遮,,To cover over; to screen.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chiah,Chia 4,,,隻,,Single; a numeral of things which are single.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chiah,Chia 4,,,蹟,,A footstep; to tread in the footsteps of.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chiah,Chia 4,,,跡,,A trace; footstep; work of; examples for imitation.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chiah,Chia 4,,,迹,,A trace; footstep; work of; examples for imitation.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chiak,Chiak 4,,,爵,,A drinking cup; nobility; name of an office.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiak,Chiak 4,,,嚼,,To bite; gnaw; chew.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiak,Chiak 4,,,勺,,To take out with a spoon; a spoon.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiak,Chiak 4,,,妁,,A mediator in marriage.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiak,Chiak 4,,,灼,,To burn; to illumine.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiak,Chiak 4,,,芍,,A medicine.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiak,Chiak 4,,,酌,,To consult; deliberate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiak,Chiak 4,,,靮,,A bridle halter.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiam,Chiam 1,,,尖,,Tapering; pointed; sharp; clever.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiam,Chiam 1,,,詹,,Verbose; to examine into and give directions about.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiam,Chiam 1,,,瞻,,To look up to with reverence.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiam,Chiam 1,,,襜,,"A curtain, cover or screen; garments which hang down and cover the knees.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiam,Chiam 1,,,贍,,Plentiful; to give; bestow on the poor.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiang,Chiàng 1,,,將,,Take and do; to receive; a sign of the future.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chiang,Chiàng 1,,,嫜,,A husband's parents; to make obeisance to them.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chiang,Chiàng 1,,,彰,,Elegant composition; to manifest; exhibit.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chiang,Chiàng 1,,,暲,,Clear and bright.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chiang,Chiàng 1,,,漳,,Name of a stream.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chiang,Chiàng 1,,,璋,,A kind of sceptre made of chrysoprasus; a play thing.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chiang,Chiàng 1,,,麞,,A small species of deer.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
chiap,Chiap 4,,,接,,To receive; connect; come in succession; to unite.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chia̍h,Chia -4,,,食,,To eat or drink; to retract; to endure an insult or injury.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chia̍p,Chiap -4,,,捷,,To obtain a victory; overcome; to complete; in haste.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chia̍p,Chiap -4,,,洽,,To blend with; instill gradually; to extend; saturated.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chiaⁿ,Chⁿia 1,,,晶,,Bright; luminous.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiaⁿ,Chⁿia 1,,,正,,To rectify; put in order; to rule; execute laws; just at a given point of time.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chie,Chie 1,,,招,,To beckon; call by motion of the hand; to assume; ocnfess.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chie,Chie 1,,,樵,,Fuel; a woodcutter.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chie,Chie 1,,,蕉,,A plantain; banana.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chie,Chie 1,,,椒,,Pepper.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chieh,Chie 4,,,借,,To borrow or lend; to pretend; suppose.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chieh,Chie 4,,,質,,The substantialpart of; sincere; to realize; to substantiate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chien,Chien 1,,,顫,,Trembling with cold; the head inclined to one side.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,35
chien,Chien 1,,,鸇,,A certain bird of prey.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,35
chien,Chien 1,,,箋,,To note down memorands.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,35
chiet,Chiet 4,,,即,,That is; then; forthwith; urgent.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,35
chie̍h,Chie -4,,,石,,A stone.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chieⁿ,Chⁿie 1,,,章,,A chapter; a prize essay; a complete piece.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chieⁿ,Chⁿie 1,,,樟,,The camphor tree.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chieⁿ,Chⁿie 1,,,漿,,Syrup; thick liquid; pus.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,34
chih,Chi 4,,,摺,,To fold up; to destroy; a document sent to the Emperor.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,30
chim,Chim 1,,,斟,,To pour out or into; to add; to deliberate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,35
chin,Chin 1,,,眞,,True; sincere; genuine; truth.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chin,Chin 1,,,津,,A ford or ferry; a creek; to ford; to moisten.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chin,Chin 1,,,薪,,Fuel; brambles; to collect fuel.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chin,Chin 1,,,榛,,Trees; brushwood; a small fruit like a chestnut.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chin,Chin 1,,,溱,,Affluence; at ease; many; a multitude.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chin,Chin 1,,,蓁,,Exuberant foliage; a great accumulation; many.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chin,Chin 1,,,臻,,To extend to the utmost limit; highest degree.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,36
chit,Chit 4,,,織,,To weave.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chit,Chit 4,,,脊,,The spine; back; ridge of a house or mountain.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chit,Chit 4,,,瘠,,Lean; poor; to restrict.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chit,Chit 4,,,鶺,,A species of bird.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chit,Chit 4,,,析,,To split wood; to divide; to discriminate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chiu,Chiu 1,,,周,,To provide for; to perform a circle; to complete; surround; a curve; circle.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chiu,Chiu 1,,,賙,,To bestow charity; relieve.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chiu,Chiu 1,,,週,,To turn or go around; circulate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,37
chiu,Chiu 1,,,州,,A province; a district.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chiu,Chiu 1,,,洲,,An island.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chiu,Chiu 1,,,舟,,A boat or vessel; to transfer.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chiu,Chiu 1,,,輈,,A certain pole in the fore part of a carriage.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
chià,Chia 3-,,,炙,,To apply fire to; to broil; to dry; to approach near.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chià,Chia 3-,,,摭,,To drag; to draw into notice.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chià,Chia 3-,,,蔗,,Sugar cane.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chià,Chia 3-,,,鷓,,A partridge.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chià,Chia 3-,,,樜,,A species of mulberry.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chià,Chia 3-,,,柘,,A species of mulberry.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chià,Chia 3-,,,跖,,Lower part of the leg.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,31
chiàm,Chiam 3-,,,占,,To prognosticate; divine; cast lots; to usurp.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiàm,Chiam 3-,,,佔,,To see; look at; to usurp.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiàm,Chiam 3-,,,趈,,To sit or stand still; stiff; dignified.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,32
chiàng,Chiàng 3-,,,瘴,,"A distemper caused by pestilential vapors; a hot, feverish disease.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,33
