puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
khie̍h-phû,,,,挈浮,,raise,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,230
khie̍h-sìⁿ,,,,挈扇,,"fan, to use",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,115
khie̍h-tiāu,,,,挈掉,,"spoil, spoiled, as things",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,264
khie̍h-tshut,,,,挈出,,extract,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,112
khie̍h-tshut chèng-kṳ̃,,,,挈出證據,,"vindicate, a statement",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,301
khie̍h-tèng,,,,挈椗,,"heave, anchor",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,147
khie̍h-tèng,,,,挈椗,,"weigh, anchor",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,306
khie̍h-tõ-hui,,,,挈在奜,,"twirl, to (round)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,292
khie̍h-tńg,,,,挈轉,,recover,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,233
khieⁿ,,,,腔,,dialect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,84
khih,,,,缺,,notch,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,201
khih che̍k-kó,,,,缺一稿,,"defect, defective",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,79
khih-khih-chhiè,,,,闕闕笑,,chuckle,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,54
khih-khih-chhiè,,,,咥咥笑,,giggle,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,134
khih-khiàm,,,,缺欠,,incomplete,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,160
khih-tshùi,,,,缺喙,,harelip,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,144
khih-tshùi,,,,缺喙,,jagged,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > J,169
khim,,,,欽,,imperial,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,157
khim-chhe,,,,欽差,,ambassador,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,20
khim-chhe,,,,欽差,,"commissioner, (Imperial)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,59
khim-chhe,,,,欽差,,envoy,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,105
khim-ho̍k,,,,欽服,,venerate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,299
khim-kèng,,,,欽敬,,venerate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,299
khim-mẽng,,,,欽命,,"imperial, will",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,157
khim-mẽng,,,,欽命,,"mandate, imperial",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,185
khim-sài,,,,欽使,,ambassador,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,20
Khim-sṳ̀,,,,欽賜,,"confer, as Emperor",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,62
khim-thien-kàm,,,,欽天監,,"astronomer, Imperial",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,26
khim-tsun,,,,欽尊,,venerate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,299
khin,,,,輕,,"light, in weight",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,178
khin,,,,輕,,slight,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,258
khin-buãn,,,,輕慢,,"light, make light of anyone",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,178
khin-buãn,,,,輕慢,,neglect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,199
khin-bũan,,,,輕慢,,irreverence,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,168
khin-bũan sîn-mêng,,,,輕慢神明,,profane,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,224
khin-huang,,,,輕風,,zephyr,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > Z,314
khin-hut,,,,輕忽,,contempt,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,65
khin-hut,,,,輕忽,,despise,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,83
khin-hut,,,,輕忽,,neglect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,199
khin-hut,,,,輕忽,,scorn,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,247
khin-kha khùe-chhiú,,,,輕骹快手,,handy,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,143
khin-khin,,,,輕輕,,gently,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,133
khin-khin-kiâⁿ,,,,輕輕行,,"soft, walk softly",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,261
khin-kiāⁿ,,,,輕健,,"constitution, good",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,65
khin-kiāⁿ,,,,輕健,,hale,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,142
khin-kiāⁿ,,,,輕健,,robust,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,241
khin-kiāⁿ,,,,輕健,,strong,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,270
khin-kiāⁿ,,,,輕健,,vigorous,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,301
khin-kōi,,,,輕易,,"light, light and easy",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,178
khin-phû,,,,輕浮,,flippant,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,122
khin-phû,,,,輕浮,,frivolous,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,129
khin-phû,,,,輕浮,,indiscreet,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,161
khin-phû,,,,輕浮,,rash,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,231
khin-piẽn,,,,輕便,,handy,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,143
khin-pōu,,,,輕步,,"soft, walk softly",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,261
khin-sang,,,,輕鬆,,"buoyant, in health",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,43
khin-sang,,,,輕鬆,,comfortable,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,59
khin-sang,,,,輕鬆,,exhilarated,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,109
khin-sang,,,,輕鬆,,health,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,146
khin-séⁿ hêng-hu̍at,,,,輕省刑罰,,"mitigate, punishment",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,193
khin-sìn,khín-sìn,,,輕信,,"credit, credulous",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,71
khin-sṳ̄,,,,輕事,,"frivolous, matter",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,129
khin-sṳ̄ tãng-khì,,,,輕事重氣,,"fuss, make a fuss about a small matter",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,131
khin-thãi,,,,輕待,,"treat, ill",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,288
khin-tãng-sim,,,,輕重心,,partial,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,210
khiong-tshan,,,,穹蒼,,"vault, the vault of heaven (reading)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,299
khip,,,,吸,,inhale,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,163
khip,,,,吸,,suck,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,272
khip-khùi,,,,吸氣,,"breath, to hold in one's breath",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,40
khip-sin,,,,吸身,,"hover, (bird, ready to dart)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,152
khip-sîn tõ-thiaⁿ,,,,吸神在聽,,"breathless, attention",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,40
khit-khok-lo̍k-kiè,,,,？？？叫,,clatter,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,55
khiàm,,,,欠,,due,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,96
khiàm,,,,欠,,owe,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,208
khiàm,,,,欠,,"want, (lack)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,304
khiàm--nâng,,,,欠人,,indebted,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,161
khiàm-chè,,,,欠債,,"debt, to be in debt",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,77
khiàm-chè,,,,欠債,,indebted,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,161
khiàm-chè,,,,欠債,,owe,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,208
khiàm-chîⁿ,,,,欠錢,,"debt, to be in debt",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,77
khiàm-chîⁿ,,,,欠錢,,indebted,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,161
khiàm-chîⁿ,,,,欠錢,,owe,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,208
khiàm-khueh,,,,欠缺,,default,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,79
khiàm-khueh,,,,欠缺,,defect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,79
khiàm-khueh,,,,欠缺,,imperfect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,157
khiàm-khueh,,,,欠缺,,incomplete,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,160
khiàm-khueh,,,,欠缺,,"short, shortcoming",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,254
khiàm-siàu,,,,欠數,,"account, owe",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,15
khiàm-siàu,,,,欠數,,"debt, to be in debt",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,77
khiàm-siàu,,,,欠數,,indebted,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,161
khiàng,,,,勥,,"constitution, good",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,65
khiàng,,,,勥,,durable,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,96
khiàng,,,,勥,,strong,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,270
khiàng-khiàng-tōiⁿ,,,,勥勥橂,,hard,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,144
khiàu-búe,,,,翹尾,,courtesan,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,70
khiàu-búe,,,,翹尾,,harlot,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,144
khiàu-búe,,,,翹尾,,prostitute,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,226
khiàu-thâu méⁿ,,,,竅頭猛,,lively,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,180
khiàu-thâu-si,,,,翹頭絲,,sycee,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,275
khiâ,,,,騎,,bestride,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,34
khiâ,,,,騎,,"carry, on shoulder",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,48
khiâ tõ-koiⁿ-thâu,,,,擎在肩頭,,"shoulder, carry on",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,254
khiâ-bé,,,,騎馬,,"bestride, a horse",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,34
khiâ-bé,,,,騎馬,,"horse, horseman",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
khiâ-bé,,,,騎馬,,"horse, ride on horseback",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
khiâ-bé,,,,騎馬,,"mount, mounted on a horse",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,196
khiâ-bé,,,,騎馬,,"on, horseback",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,205
khiâ-bé,,,,騎馬,,ride,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,240
khiâ-bé,,,,騎馬,,"sit, on horseback",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,257
khiâ-bé-piaⁿ,,,,騎馬兵,,cavalry,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,49
khiâ-bé-tsõ,,,,騎馬坐,,astride,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,26
khiâ-hṳ̂,,,,擎魚,,"fish, catch fishes(various methods)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,121
khiâ-koiⁿ-bé,,,,騎肩馬,,"shoulder, ride on one's",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,254
khiâ-piaⁿ,,,,騎兵,,dragoon,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,93
khiâ-pit,,,,擎筆,,"hold, pencil",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,150
khiâ-pit,,,,擎筆,,"pen, hold for writing",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,212
khiâ-pit,,,,擎筆,,"with, with a pen",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,310
khiâ-sìⁿ,,,,擎扇,,"fan, to use",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,115
khiâ-teng-lâng,,,,擎燈籠,,"lantern, to carry (with rod attached)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,173
khiâ-tsõ,,,,騎坐,,astride,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,26
khiâ-tê,,,,擎茶,,"tea, hand round",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,278
khiâ-tṳ̄,,,,擎箸,,"chopsticks, to hold",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,53
khiâ-ûi,,,,擎桅,,"mast, put up",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,187
khiâm-kháu,,,,緘口,,"keep, silence",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > K,171
khiâng,,,,強,,"violence, with",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,301
khiâng-chhiéⁿ,,,,強搶,,"force, take by",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,125
khiâng-chhiéⁿ,,,,強搶,,plunder,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,218
khiâng-chhiéⁿ,,,,強搶,,rob,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,241
khiâng-iap,,,,強壓,,oppress,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,206
khiâng-iap,,,,強壓,,"over, overbearing",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,207
khiâng-iap nâng-mue̍h,,,,強壓人物,,depress,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,82
khiâng-ji̍p,,,,強入,,"entrance, force an entrance",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,105
khiâng-kan,,,,強姦,,deflower,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,79
khiâng-kan,,,,強姦,,"force, a woman",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,125
khiâng-kan,,,,強姦,,"fornication, by force",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,126
khiâng-kan,,,,強姦,,rape,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,231
khiâng-kan,,,,強姦,,ravish,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,231
khiâng-kan,,,,強姦,,"violate, a woman",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,301
khiâng-lâu,,,,強留,,"constrain, to stay",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,65
khiâng-lâu,,,,強留,,"detain, by force",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,83
khiâng-pek,,,,強迫,,compel,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,60
khiâng-pek,,,,強迫,,enforce,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,103
khiâng-pek,,,,強迫,,"force, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,125
khiâng-pek,,,,強迫,,oblige (force),,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,203
khiâng-pà,,,,強霸,,"tyrant, tyrannical",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,292
khiâng-thun,,,,強吞,,"force, take by",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,125
khiâng-thun,,,,強吞,,rapacious,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,231
khiâng-thû,,,,強徒,,ruffian,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,243
khiâng-to̍h,,,,強奪,,"forage, plunder",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,125
khiâng-to̍h,,,,強奪,,"force, take by",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,125
khiâng-to̍h,,,,強奪,,ravish,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,231
khiâng-tshú,,,,強取,,"violence, to seize with",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,301
khiâng-tshú khiâng-to̍h,,,,強取強奪,,"extort, extortion",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,111
khiâng-tsàng,,,,強壯,,vigorous,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,301
khiâng-tsâng,,,,強叢,,robust,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,241
khiâng-àiⁿ,,,,強愛,,oblige (force),,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,203
khiâng-àiⁿ,,,,強愛,,"violence, to seize with",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,301
khiâng-îm,,,,強淫,,"fornication, by force",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,126
khiã,,,,徛,,stand,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,266
khiã che̍k-chiah-kha u̍t-lâi u̍t-khṳ̀,,,,徛一隻骹夗來夗去,,"twirl, round on one leg",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,292
khiã--khí-lâi,,,,徛起來,,"erect, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,106
khiã--khí-lâi,,,,徛起來,,"rear, up",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,232
khiã--khí-lâi,,,,徛起來,,"rise, up",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,241
khiã--khí-lâi,,,,徛起來,,"stand, up",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,266
khiã-chiàⁿ,,,,徛正,,perpendicular,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,214
khiã-ke,,,,徛家,,"reside, residence",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,237
khiã-khui,,,,徛開,,"get, out of the way",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,134
khiã-khí,,,,徛起,,abide,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,13
khiã-khí,,,,徛起,,dwell,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,97
khiã-khí,,,,徛起,,inhabit,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,163
khiã-khí,,,,徛起,,"live, at a place",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,180
khiã-khí,,,,徛起,,lodge,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,180
khiã-khí,,,,徛起,,reside,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,237
khiã-khí,,,,徛起,,"stay, in a place",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,267
khiã-khí--tit,,,,徛起得,,habitable,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,142
khiã-phòu seng-lí,,,,徛舖生理,,"retail, business",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,238
khiã-thiãu,,,,徛柱,,stanchion,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,266
khiã-tiām,,,,徛恬,,halt,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,142
khiã-tiām--chē,,,,徛恬些,,"little, wait a little",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,180
khiã-tiām--chē,,,,徛恬些,,"minute, wait a minute",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,192
khiã-ti̍t,,,,徛直,,perpendicular,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,214
khiãm,,,,儉,,economy,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,99
khiãm,,,,儉,,frugal,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,129
khiãm,,,,儉,,parsimonious,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,210
khiãm,,,,儉,,saving,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,246
khiãm,,,,儉,,sparing,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,263
