puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
thóiⁿ-ngṳ̂n,,,,睇銀,,"shroff, to shroff dollars",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,255
thóiⁿ-nâng bô-tõ-ma̍k,,,,睇人無在目,,contempt,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,65
thóiⁿ-nâng m̄-chiẽⁿ,,,,睇人毋上,,contempt,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,65
thóiⁿ-nâng m̄-khí,,,,睇人毋起,,haughty,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,145
thóiⁿ-nâng m̄-tõ-ma̍k,,,,睇人毋在目,,"disdain, disdainful",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,87
thóiⁿ-nâng m̄-tõ-ma̍k-kak,,,,睇人毋在目角,,supercilious,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,273
thóiⁿ-phùa,,,,睇破,,detect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,84
thóiⁿ-phùa,,,,睇破,,discover,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,87
thóiⁿ-phùa,,,,睇破,,"excuse, faults",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,109
thóiⁿ-phùa,,,,睇破,,"see, through",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,249
thóiⁿ-siàⁿ,,,,睇聖,,necromancer,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,199
thóiⁿ-siàⁿ,,,,睇聖,,"sorcery, sorcerer",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,262
thóiⁿ-siàⁿ-phûa,,,,睇聖婆,,beldame,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,33
thóiⁿ-siàⁿ-phûa,,,,睇聖婆,,"sorcery, sorceress",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,262
thóiⁿ-siàⁿ-phûa,,,,睇聖婆,,witch,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,310
thóiⁿ-siú,,,,睇守,,keep,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > K,171
thóiⁿ-siú,,,,睇守,,"look, after",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,181
thóiⁿ-siú,,,,睇守,,"take, care of",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,276
thóiⁿ-siú,,,,睇守,,"watch, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,305
thóiⁿ-suaⁿ,,,,睇山,,geomancy,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,134
thóiⁿ-suaⁿ sin-seⁿ,,,,睇山先生,,"geomancy, geomancer",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,134
thóiⁿ-suaⁿ-mn̂g,,,,睇山門,,"landmark, to look out for landmarks when at sea",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,173
thóiⁿ-sì,,,,睇勢,,temporize,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,279
thóiⁿ-sì lâi-kiâⁿ,,,,睇勢來行,,temporize,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,279
thóiⁿ-sì-thiãu,,,,睇四柱,,"horoscope, to look up one's",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
thóiⁿ-thong-tsṳ,,,,睇通書,,"almanac, to consult",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,19
thóiⁿ-thàng,,,,睇通,,"see, through",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,249
thóiⁿ-tit-tshut,,,,睇得出,,discern,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,86
thóiⁿ-tshau,,,,睇操,,"review, troops",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,239
thóiⁿ-tshau,,,,睇操,,"survey, troops",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,275
thóiⁿ-tshut,,,,睇出,,discern,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,86
thóiⁿ-tshut,,,,睇出,,discover,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,87
thóiⁿ-tshù-bī,,,,睇趣味,,admire,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,16
thóiⁿ-tsò m̄-kàu,,,,睇做毋夠,,"deem, to deem it insufficient",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,78
thóiⁿ-tsṳ,,,,睇書,,"book, read one silently",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,38
thóiⁿ-tsṳ,,,,睇書,,"read, a book",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,232
thóiⁿ-tõng,,,,睇重,,"esteem, a person",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,106
thóiⁿ-tõng,,,,睇重,,"high, prize highly",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,149
thóiⁿ-tõng,,,,睇重,,"prize, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,224
thóiⁿ-tõng,,,,睇重,,regard,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,234
thóiⁿ-tõng,,,,睇重,,"think, highly of one",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,281
thóiⁿ-tõng,,,,睇重,,"value, to value highly",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,299
thóiⁿ-tāⁿ,,,,睇差,,"mistake, a person",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,193
thóng,,,,統,,general (comprehensive),,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,133
thóng-kuán,,,,統管,,control,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,66
thóng-thóng,,,,統統,,"general (comprehensive), generally speaking",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,133
thóng-ài,,,,寵愛,,affection,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,17
thóng-ài,,,,寵愛,,"love, to love",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,182
thóu,,,,土,,earth,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,98
thóu--tshut-lâi,,,,凸出來,,"jut, out",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > J,171
thóu-chheⁿ,,,,土星,,Saturn,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,246
thóu-gṳ́,,,,土語,,brogue,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,41
thóu-ho̍k,,,,土茯,,"China, china-root",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,53
thóu-ho̍k-lẽng,,,,土茯苓,,"China, china-root",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,53
thóu-huah,,,,土喝,,"talk, boastful",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,277
thóu-húiⁿ,,,,土匪,,rabble,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,229
thóu-hō,,,,土號,,byname,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,44
thóu-im,,,,土音,,dialect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,84
thóu-im,,,,土音,,patois,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,211
thóu-jîn,,,,土人,,aborigines,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,14
thóu-khieⁿ,,,,土腔,,dialect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,84
thóu-siẽⁿ,,,,土想,,guess,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,141
thóu-siẽⁿ,,,,土想,,"imagine, I imagine it is",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,156
thóu-so̍k,,,,土俗,,"manner, manners and customs",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,185
thóu-súaⁿ,,,,土產,,"produce, productions",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,224
thóu-thâm,,,,土談,,brogue,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,41
thóu-thâm,,,,土談,,"colloquy, colloquial",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,58
thóu-thâm,,,,土談,,dialect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,84
thóu-thâm,,,,土談,,language,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,173
thóu-thâm,,,,土談,,patois,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,211
thóu-thâm,,,,土談,,vernacular,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,300
thóu-thâm,,,,土談,,"vulgar, dialect",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,303
thóu-thóu,,,,土土,,"vulgar, language",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,303
thóu-thùaⁿ,,,,土炭,,coal,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,57
thóu-ti̍t,,,,土直,,"blunt, outspoken",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,37
thóu-tshut,,,,凸出,,bulge,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,42
thóu-tshut,,,,凸出,,protuberant,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,226
thóu-tī,,,,土地,,ground,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,140
thóu-tōiⁿ,,,,土靛,,indigo,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,161
Thóu-zṳ́-khî,,,,土耳其,,Turkey,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,290
thóu-ūe,,,,土話,,brogue,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,41
thóu-ūe,,,,土話,,"colloquy, colloquial",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,58
thóu-ūe,,,,土話,,dialect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,84
thóu-ūe,,,,土話,,patois,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,211
thô,,,,桃,,peach,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,212
thô-chiáu,,,,鴕鳥,,ostrich,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,207
thô-hue,,,,桃花,,"peach, flower",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,212
thô-hu̍t,,,,桃核,,"peach, stone",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,212
thô-siâⁿ,,,,佗城,,"Canton, city",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,46
thô-âng,,,,桃紅,,"red, as of card paper",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,233
thô-âng-sek,,,,桃紅色,,carnation,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,48
thôaⁿ-hieⁿ,,,,檀香,,sandal-wood,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,245
thôaⁿ-tshâ,,,,檀柴,,sandal-wood,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,245
thông-jîn,,,,瞳仁,,"eye, pupil of",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,112
thông-jîn,,,,瞳仁,,"pupil, of the eye",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,227
thông-jîn pièn-pe̍h,,,,瞳仁變白,,"cataract, of the eye",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,49
thông-mông,,,,童蒙,,"school, school-boy",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,247
thông-nîⁿ,,,,童年,,adolescence,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,16
thông-seng,,,,童生,,"candidate, for first degree",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,46
thôu,,,,塗,,earth,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,98
thôu,,,,土,,elements,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,100
thôu,,,,塗,,soil,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,261
thôu-bí-sua,,,,塗米沙,,gravel,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,139
thôu-hún,,,,塗粉,,dust,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,96
thôu-hām,,,,塗陷,,"pit, pitfall",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,216
thôu-im,,,,塗音,,"tongue, mother-tongue",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,286
thôu-kang sai-pẽ,,,,塗工司阜,,mason,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,187
thôu-ko,,,,土膏,,"mire, (sticky)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,192
thôu-ko,,,,塗膏,,mud,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,197
thôu-káu,,,,塗狗,,"mole, cricket",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,194
thôu-mûe-chièⁿ,,,,塗糜漿,,slime,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,259
thôu-mûeⁿ,,,,土糜,,"mire, (thin)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,192
thôu-ne̍k,,,,塗肉,,loam,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,180
thôu-ne̍k,,,,塗肉,,soil,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,261
thôu-nîⁿ,,,,塗泥,,clay,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,55
thôu-nîⁿ,,,,塗泥,,mire,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,192
thôu-nîⁿ,,,,塗泥,,slime,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,259
thôu-nîⁿ,,,,塗泥,,soil,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,261
thôu-phûe,,,,塗皮,,soil,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,261
thôu-sua,,,,塗沙,,mortar,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,195
thôu-thiàu,,,,塗跳,,"sledge, for mud",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,258
thôu-tói,,,,塗底,,"ground, under-ground",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,140
thôu-tói,,,,塗底,,subterraneous,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,271
thôu-tĩ-ẽ,,,,塗地下,,"ground, under-ground",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,140
thôu-tī,,,,塗地,,ground,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,140
thôu-tī,,,,塗地,,soil,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,261
thôu-êng,,,,塗塋,,dust,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,96
thôu-ūe,,,,塗話,,vernacular,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,300
thôu-ẽ,,,,塗下,,floor,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,123
thôu-ẽ,,,,塗下,,"ground, on the ground",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,140
thùa-khie̍h,,,,夰挈,,"take, with one",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,276
thùa-kàu,,,,夰到,,reach,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,232
thùa-lūi,,,,夰累,,involve,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,168
thùaⁿ,,,,炭,,charcoal,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,51
thùaⁿ-thâu,,,,炭頭,,"charred, wood",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,51
thúaⁿ-pêⁿ,,,,鏟平,,"level, to level",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,177
thúi-thâu,,,,腿頭,,haunch,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,145
thúi-thâu,,,,腿頭,,shank,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,252
thúi-thâu,,,,腿頭,,thigh,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,281
thúi-thâu-kut,,,,腿頭骨,,"thigh, bone",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,281
thû,,,,途,,course,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,70
thû,,,,圖,,seek,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,250
thû,,,,途,,way,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,305
thû-hùi sim-la̍t,,,,徒費心力,,"lose, one's pains",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,181
thû-hùi sim-sṳ,,,,徒費心思,,"vain, labour",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,298
thû-jiên,,,,徒然,,"vain, in",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,298
thû-lâu bô-iah,,,,徒勞無益,,"vain, in",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,298
thû-lâu bô-kong,,,,徒勞無功,,"lose, one's pains",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,181
thû-lâu bô-kong,,,,徒勞無功,,"vain, in",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,298
thû-lĩ,,,,圖利,,"advantage, to seek",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,17
thû-lĩ,,,,圖利,,"gain, seek",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,131
thû-mông,,,,圖謀,,"scheme, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,247
thû-mān,,,,躇慢,,defer,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,79
thû-mān,,,,躇慢,,delay,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,80
thû-mān,,,,躇慢,,dilatory,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,85
thû-mān,,,,躇慢,,linger,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,179
thû-mān,,,,躇慢,,procrastinate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,224
thû-su,,,,圖書,,seal,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,248
thû-su,,,,圖書,,"wrap, wrapper for books",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,312
thû-sí,,,,圖死,,"venture, one's life",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,300
thû-tsũe,,,,徒罪,,banish,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,29
thû-tĩ,,,,徒弟,,apprentice,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,23
thûan,,,,傳,,"hand, hand down",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,143
thûan,,,,傳,,proclaim,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,224
thûan,,,,傳,,transfer,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,287
thûan--lo̍h-lâi,,,,傳落來,,consecutive,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,64
thûan--lo̍h-lâi,,,,傳落來,,transmit,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,288
thûan-jiám,,,,傳染,,contagion,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,65
thûan-jiám,,,,傳染,,"take, a disease",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,276
thûan-keng,,,,傳經,,"interpret, interpreter (in court)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,167
thûan-lo̍h,,,,傳落,,bequeat,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,33
thûan-mẽng,,,,傳命,,"decree, issue a decree",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,78
thûan-mẽng,,,,傳命,,"deliver, an order",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,80
thûan-pùa,,,,傳播,,disseminate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,90
thûan-sie-sit,,,,傳消息,,"impart, news",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,156
thûan-su̍t,,,,傳述,,narrative,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,198
thûan-sìn,,,,傳信,,communicate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,60
thûan-sîn,,,,傳神,,"portrait, to paint",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,220
thûan-thûan ûi-tsũ,,,,團團圍住,,surround,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,274
thûan-tãu,,,,傳道,,preach,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,221
thûan-ūe,,,,傳話,,interpret,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,167
thûaⁿ-tshâ,,,,檀柴,,"rotten, wood",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,242
thûi,,,,槌,,hammer,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,143
thûn-hṳ̂,,,,豚魚,,porpoise,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,219
